date,country,YoY_pct_change_in_postings_trend_from_feb1
2020-02-01,DE,0
2020-02-02,DE,-0.03
2020-02-03,DE,-0.01
2020-02-04,DE,-0.629
2020-02-05,DE,-0.5
2020-02-06,DE,-0.45
2020-02-07,DE,-0.659
2020-02-08,DE,-0.926
2020-02-09,DE,-1.122
2020-02-10,DE,-1.376
2020-02-11,DE,-1.273
2020-02-12,DE,-1.798
2020-02-13,DE,-2.405
2020-02-14,DE,-2.556
2020-02-15,DE,-2.906
2020-02-16,DE,-3.558
2020-02-17,DE,-3.855
2020-02-18,DE,-3.96
2020-02-19,DE,-4.052
2020-02-20,DE,-3.905
2020-02-21,DE,-3.821
2020-02-22,DE,-3.637
2020-02-23,DE,-3.051
2020-02-24,DE,-2.817
2020-02-25,DE,-2.706
2020-02-26,DE,-2.596
2020-02-27,DE,-2.515
2020-02-28,DE,-2.502
2020-03-01,DE,-2.243
2020-03-02,DE,-2.128
2020-03-03,DE,-2.051
2020-03-04,DE,-2.127
2020-03-05,DE,-1.922
2020-03-06,DE,-1.991
2020-03-07,DE,-1.804
2020-03-08,DE,-1.832
2020-03-09,DE,-1.85
2020-03-10,DE,-1.82
2020-03-11,DE,-1.714
2020-03-12,DE,-1.759
2020-03-13,DE,-1.719
2020-03-14,DE,-1.842
2020-03-15,DE,-1.965
2020-03-16,DE,-2.299
2020-03-17,DE,-2.777
2020-03-18,DE,-3.293
2020-03-19,DE,-4.165
2020-03-20,DE,-5.056
2020-03-21,DE,-6.156
2020-03-22,DE,-7.156
2020-03-23,DE,-7.831
2020-03-24,DE,-8.491
2020-03-25,DE,-9.258
2020-03-26,DE,-9.887
2020-03-27,DE,-10.207
2020-03-28,DE,-10.63
2020-03-29,DE,-10.93
2020-03-30,DE,-11.371
2020-03-31,DE,-11.978
2020-04-01,DE,-12.488
2020-04-02,DE,-13.219
2020-04-03,DE,-14.006
2020-04-04,DE,-14.45
2020-04-05,DE,-14.893
2020-04-06,DE,-15.443
2020-04-07,DE,-15.829
2020-04-08,DE,-16.209
2020-04-09,DE,-16.462
2020-04-10,DE,-16.553
2020-04-11,DE,-16.86
2020-04-12,DE,-17.254
2020-04-13,DE,-17.4
2020-04-14,DE,-17.442
2020-04-15,DE,-17.33
2020-04-16,DE,-16.929
2020-04-17,DE,-16.952
2020-04-18,DE,-17.258
2020-04-19,DE,-17.838
2020-04-20,DE,-18.554
2020-04-21,DE,-19.218
2020-04-22,DE,-20.143
2020-04-23,DE,-21.024
2020-04-24,DE,-21.691
2020-04-25,DE,-22.12
2020-04-26,DE,-22.367
2020-04-27,DE,-22.497
2020-04-28,DE,-22.634
2020-04-29,DE,-22.572
2020-04-30,DE,-22.713
2020-05-01,DE,-22.98
2020-05-02,DE,-22.979
2020-05-03,DE,-22.991
2020-05-04,DE,-23.082
2020-05-05,DE,-23.413
2020-05-06,DE,-23.617
2020-05-07,DE,-23.91
2020-05-08,DE,-23.989
2020-05-09,DE,-24.085
2020-05-10,DE,-24.213
2020-05-11,DE,-24.297
2020-05-12,DE,-24.434
2020-05-13,DE,-24.66
2020-05-14,DE,-24.897
2020-05-15,DE,-25.348
2020-05-16,DE,-25.519
2020-05-17,DE,-25.86
2020-05-18,DE,-26.137
2020-05-19,DE,-26.013
2020-05-20,DE,-25.995
2020-05-21,DE,-25.656
2020-05-22,DE,-25.366
2020-05-23,DE,-25.347
2020-05-24,DE,-25.204
2020-05-25,DE,-25.296
2020-05-26,DE,-25.655
2020-05-27,DE,-25.66
2020-05-28,DE,-25.842
2020-05-29,DE,-25.747
2020-05-30,DE,-25.851
2020-05-31,DE,-25.851
2020-06-01,DE,-25.835
2020-06-02,DE,-25.763
2020-06-03,DE,-25.954
2020-06-04,DE,-26.161
2020-06-05,DE,-26.377
2020-06-06,DE,-26.346
2020-06-07,DE,-26.255
2020-06-08,DE,-26.16
2020-06-09,DE,-25.922
2020-06-10,DE,-25.797
2020-06-11,DE,-25.434
2020-06-12,DE,-25.335
2020-06-13,DE,-25.273
2020-06-14,DE,-25.343
2020-06-15,DE,-25.228
2020-06-16,DE,-25.3
2020-06-17,DE,-25.196
2020-06-18,DE,-25.355
2020-06-19,DE,-25.382
2020-06-20,DE,-25.409
2020-06-21,DE,-25.295
2020-06-22,DE,-25.33
2020-06-23,DE,-25.27
2020-06-24,DE,-25.301
2020-06-25,DE,-25.342
2020-06-26,DE,-25.367
2020-06-27,DE,-25.46
2020-06-28,DE,-25.372
2020-06-29,DE,-25.248
2020-06-30,DE,-25.183
2020-07-01,DE,-25.079
2020-07-02,DE,-24.88
2020-07-03,DE,-24.755
2020-07-04,DE,-24.577
2020-07-05,DE,-24.617
2020-07-06,DE,-24.743
2020-07-07,DE,-24.879
2020-07-08,DE,-24.737
2020-07-09,DE,-24.571
2020-07-10,DE,-24.846
2020-07-11,DE,-25.33
2020-07-12,DE,-25.59
2020-07-13,DE,-25.647
2020-07-14,DE,-25.662
2020-07-15,DE,-26.109
2020-07-16,DE,-26.283
2020-07-17,DE,-26.186
2020-07-18,DE,-25.616
2020-07-19,DE,-25.282
2020-07-20,DE,-25.011
2020-07-21,DE,-24.969
2020-07-22,DE,-24.865
2020-07-23,DE,-25.087
2020-07-24,DE,-24.853
2020-07-25,DE,-24.715
2020-07-26,DE,-24.393
2020-07-27,DE,-24.137
2020-07-28,DE,-23.723
2020-07-29,DE,-23.481
2020-07-30,DE,-23.224
2020-07-31,DE,-22.923
2020-08-01,DE,-22.938
2020-08-02,DE,-23.211
2020-08-03,DE,-23.457
2020-08-04,DE,-23.875
2020-08-05,DE,-23.85
2020-08-06,DE,-23.678
2020-08-07,DE,-23.872
2020-08-08,DE,-23.844
2020-08-09,DE,-23.787
2020-08-10,DE,-23.67
2020-08-11,DE,-23.423
2020-08-12,DE,-23.365
2020-08-13,DE,-22.949
2020-08-14,DE,-22.555
2020-08-15,DE,-22.206
