date,country,YoY_pct_change_in_new_postings_trend_from_feb1
2020-06-30,DE,-12.254282101391
2020-07-01,DE,-14.2873264868525
2020-07-02,DE,-15.5987627043747
2020-07-03,DE,-15.361150452119
2020-07-04,DE,-15.028901734104
2020-07-05,DE,-16.4318755256518
2020-07-06,DE,-15.5409697226339
2020-07-07,DE,-14.4638669793221
2020-07-08,DE,-11.4561027837259
2020-07-09,DE,-10.1062117798519
2020-07-10,DE,-9.46973754686662
2020-07-11,DE,-11.8457893603274
2020-07-12,DE,-11.0751993104934
2020-07-13,DE,-10.3370545298411
2020-07-14,DE,-9.56094434355305
2020-07-15,DE,-12.1909814323607
2020-07-16,DE,-14.0091590341382
2020-07-17,DE,-17.7196954105783
2020-07-18,DE,-15.2136229224024
2020-07-19,DE,-14.5010183299389
2020-07-20,DE,-14.0978593272171
2020-07-21,DE,-15.0728180059069
2020-07-22,DE,-14.1223322781579
2020-07-23,DE,-14.9191877331123
2020-07-24,DE,-12.3192230549984
2020-07-25,DE,-11.1099264313893
2020-07-26,DE,-8.19070904645477
2020-07-27,DE,-6.3953488372093
2020-07-28,DE,-3.37104864108246
2020-07-29,DE,-2.1021377672209
2020-07-30,DE,-1.06753028667387
2020-07-31,DE,1.2083876317972
2020-08-01,DE,1.72760620044965
2020-08-02,DE,-2.30362962130576
2020-08-03,DE,-4.51521430908496
2020-08-04,DE,-8.37219160661298
2020-08-05,DE,-10.5132450331126
2020-08-06,DE,-9.55544200306592
2020-08-07,DE,-11.1664295874822
2020-08-08,DE,-11.4541023558083
2020-08-09,DE,-10.5328376703841
2020-08-10,DE,-10.0260824204486
2020-08-11,DE,-7.77414937322238
2020-08-12,DE,-6.3409453000531
2020-08-13,DE,-4.55085936655497
2020-08-14,DE,-2.34840132304301
2020-08-15,DE,-0.871313672922258
2020-08-16,DE,0.973542549536122
2020-08-17,DE,2.62356523776062
2020-08-18,DE,5.55221728157673
2020-08-19,DE,8.34868017188459
2020-08-20,DE,9.74098401288883
2020-08-21,DE,9.72239512012947
