date,jobcountry,pct_chng_feb_1,variable,display_name
2020-02-17,DE,-6.64,total postings,Accounting
2020-02-18,DE,-6.92,total postings,Accounting
2020-02-19,DE,-6.84,total postings,Accounting
2020-02-20,DE,-6.54,total postings,Accounting
2020-02-21,DE,-6.3,total postings,Accounting
2020-02-22,DE,-5.78,total postings,Accounting
2020-02-23,DE,-4.78,total postings,Accounting
2020-02-24,DE,-4.47,total postings,Accounting
2020-02-25,DE,-4.34,total postings,Accounting
2020-02-26,DE,-4.25,total postings,Accounting
2020-02-27,DE,-4.13,total postings,Accounting
2020-02-28,DE,-3.99,total postings,Accounting
2020-02-29,DE,-3.58,total postings,Accounting
2020-03-01,DE,-3.51,total postings,Accounting
2020-03-02,DE,-3.27,total postings,Accounting
