date,cities,pct_chng_feb_1
2020-08-23,Peterborough,-32.81
2020-08-23,Middlesbrough,-31.47
2020-08-23,Milton Keynes,-52.99
2020-08-24,Hull,-33.13
2020-08-24,York,-51.54
2020-08-24,Derby,-33.82
2020-08-24,Leeds,-51.82
2020-08-24,Luton,-54.64
2020-08-24,Stoke,-30.46
2020-08-24,Wigan,-36.8
2020-08-24,Dundee,-43.76
2020-08-24,Exeter,-46.35
2020-08-24,London,-53
2020-08-24,Oxford,-47.21
2020-08-24,Slough,-51.15
2020-08-24,Belfast,-54.31
2020-08-24,Bristol,-53.47
2020-08-24,Burnley,-30.9
2020-08-24,Cardiff,-47.57
2020-08-24,Chatham,-25.46
2020-08-24,Crawley,-60.28
2020-08-24,Glasgow,-47.08
2020-08-24,Ipswich,-33.86
2020-08-24,Newport,-38.18
2020-08-24,Norwich,-41.26
2020-08-24,Preston,-32.74
2020-08-24,Reading,-54.11
2020-08-24,Swansea,-28.42
2020-08-24,Swindon,-43.17
2020-08-24,Telford,-51.83
2020-08-24,Aberdeen,-78
2020-08-24,Barnsley,-28
2020-08-24,Basildon,-44.39
2020-08-24,Bradford,-32.55
2020-08-24,Brighton,-52.06
2020-08-24,Coventry,-46.39
2020-08-24,Plymouth,-34.01
2020-08-24,Southend,-44.23
2020-08-24,Worthing,-50.83
2020-08-24,Aldershot,-52.08
2020-08-24,Blackburn,-33.86
2020-08-24,Blackpool,-36.53
2020-08-24,Cambridge,-49.87
2020-08-24,Doncaster,-35.14
2020-08-24,Edinburgh,-63.75
2020-08-24,Leicester,-45.16
2020-08-24,Liverpool,-36.09
2020-08-24,Mansfield,-20.04
2020-08-24,Newcastle,-45.4
2020-08-24,Sheffield,-41.65
2020-08-24,Wakefield,-38.64
2020-08-24,Birkenhead,-34.84
2020-08-24,Birmingham,-45.31
2020-08-24,Gloucester,-46.9
2020-08-24,Manchester,-51.96
2020-08-24,Nottingham,-42.4
2020-08-24,Portsmouth,-44.84
2020-08-24,Sunderland,-41.97
2020-08-24,Warrington,-40.31
2020-08-24,Bournemouth,-51.37
2020-08-24,Northampton,-41.73
2020-08-24,Southampton,-49.84
2020-08-24,Huddersfield,-41.67
2020-08-24,Peterborough,-32.42
2020-08-24,Middlesbrough,-31.22
2020-08-24,Milton Keynes,-52.73
2020-08-25,Hull,-32.23
2020-08-25,York,-50.99
2020-08-25,Derby,-33.51
2020-08-25,Leeds,-51.67
2020-08-25,Luton,-54.34
2020-08-25,Stoke,-30.09
2020-08-25,Wigan,-36.95
2020-08-25,Dundee,-43.66
2020-08-25,Exeter,-45.99
2020-08-25,London,-53.03
2020-08-25,Oxford,-47.08
2020-08-25,Slough,-50.93
2020-08-25,Belfast,-53.97
2020-08-25,Bristol,-53.44
2020-08-25,Burnley,-30.19
2020-08-25,Cardiff,-47.5
2020-08-25,Chatham,-25.41
2020-08-25,Crawley,-60.25
2020-08-25,Glasgow,-46.75
2020-08-25,Ipswich,-33.69
2020-08-25,Newport,-37.76
2020-08-25,Norwich,-40.96
2020-08-25,Preston,-32.31
2020-08-25,Reading,-53.75
2020-08-25,Swansea,-27.82
2020-08-25,Swindon,-43.19
2020-08-25,Telford,-51.58
2020-08-25,Aberdeen,-77.74
2020-08-25,Barnsley,-27.86
2020-08-25,Basildon,-44.3
2020-08-25,Bradford,-32.4
2020-08-25,Brighton,-51.74
2020-08-25,Coventry,-46.33
2020-08-25,Plymouth,-33.54
2020-08-25,Southend,-44.31
2020-08-25,Worthing,-50.5
2020-08-25,Aldershot,-51.9
2020-08-25,Blackburn,-33.45
2020-08-25,Blackpool,-36.19
2020-08-25,Cambridge,-49.69
2020-08-25,Doncaster,-35.41
2020-08-25,Edinburgh,-63.65
2020-08-25,Leicester,-44.91
2020-08-25,Liverpool,-36.07
2020-08-25,Mansfield,-19.79
2020-08-25,Newcastle,-45.12
2020-08-25,Sheffield,-41.49
2020-08-25,Wakefield,-38.16
2020-08-25,Birkenhead,-34.69
2020-08-25,Birmingham,-45.2
2020-08-25,Gloucester,-46.53
2020-08-25,Manchester,-51.97
2020-08-25,Nottingham,-42.34
2020-08-25,Portsmouth,-44.31
2020-08-25,Sunderland,-41.63
2020-08-25,Warrington,-39.94
2020-08-25,Bournemouth,-51.37
2020-08-25,Northampton,-41.67
2020-08-25,Southampton,-49.58
2020-08-25,Huddersfield,-41.41
2020-08-25,Peterborough,-32.09
2020-08-25,Middlesbrough,-30.72
2020-08-25,Milton Keynes,-52.35
2020-08-26,Hull,-31.73
2020-08-26,York,-50.59
2020-08-26,Derby,-33.21
2020-08-26,Leeds,-51.54
2020-08-26,Luton,-53.92
2020-08-26,Stoke,-29.82
2020-08-26,Wigan,-36.88
2020-08-26,Dundee,-43.48
2020-08-26,Exeter,-45.58
2020-08-26,London,-52.91
2020-08-26,Oxford,-46.91
2020-08-26,Slough,-50.75
2020-08-26,Belfast,-53.6
2020-08-26,Bristol,-53.37
2020-08-26,Burnley,-29.6
2020-08-26,Cardiff,-47.28
2020-08-26,Chatham,-25.33
2020-08-26,Crawley,-60.19
2020-08-26,Glasgow,-46.49
2020-08-26,Ipswich,-33.54
2020-08-26,Newport,-37.22
2020-08-26,Norwich,-40.68
2020-08-26,Preston,-31.68
2020-08-26,Reading,-53.31
2020-08-26,Swansea,-27.05
2020-08-26,Swindon,-42.97
2020-08-26,Telford,-51.26
2020-08-26,Aberdeen,-77.42
2020-08-26,Barnsley,-27.71
2020-08-26,Basildon,-44.04
2020-08-26,Bradford,-32.21
2020-08-26,Brighton,-51.32
2020-08-26,Coventry,-46.21
2020-08-26,Plymouth,-33.22
2020-08-26,Southend,-44.19
2020-08-26,Worthing,-50.31
2020-08-26,Aldershot,-51.57
2020-08-26,Blackburn,-33.25
2020-08-26,Blackpool,-35.74
2020-08-26,Cambridge,-49.5
2020-08-26,Doncaster,-35.65
2020-08-26,Edinburgh,-63.63
2020-08-26,Leicester,-44.8
2020-08-26,Liverpool,-35.99
2020-08-26,Mansfield,-19.61
2020-08-26,Newcastle,-44.77
2020-08-26,Sheffield,-41.29
2020-08-26,Wakefield,-37.77
2020-08-26,Birkenhead,-34.31
2020-08-26,Birmingham,-45.11
2020-08-26,Gloucester,-46.11
2020-08-26,Manchester,-51.9
2020-08-26,Nottingham,-42.13
2020-08-26,Portsmouth,-43.67
2020-08-26,Sunderland,-41.35
2020-08-26,Warrington,-39.52
2020-08-26,Bournemouth,-51.46
2020-08-26,Northampton,-41.57
2020-08-26,Southampton,-49.31
2020-08-26,Huddersfield,-41.13
2020-08-26,Peterborough,-31.65
2020-08-26,Middlesbrough,-30.14
2020-08-26,Milton Keynes,-52.06
2020-08-27,Hull,-31.52
2020-08-27,York,-50.28
2020-08-27,Derby,-33.13
2020-08-27,Leeds,-51.44
2020-08-27,Luton,-53.73
2020-08-27,Stoke,-29.73
2020-08-27,Wigan,-36.95
2020-08-27,Dundee,-43.31
2020-08-27,Exeter,-45.18
2020-08-27,London,-52.98
2020-08-27,Oxford,-46.67
2020-08-27,Slough,-50.57
2020-08-27,Belfast,-53.31
2020-08-27,Bristol,-53.35
2020-08-27,Burnley,-28.82
2020-08-27,Cardiff,-47.01
2020-08-27,Chatham,-25.23
2020-08-27,Crawley,-60.34
2020-08-27,Glasgow,-46.45
2020-08-27,Ipswich,-33.23
2020-08-27,Newport,-36.82
2020-08-27,Norwich,-40.61
2020-08-27,Preston,-31.15
2020-08-27,Reading,-53.03
2020-08-27,Swansea,-26.37
2020-08-27,Swindon,-42.83
2020-08-27,Telford,-50.89
2020-08-27,Aberdeen,-77.19
2020-08-27,Barnsley,-27.64
2020-08-27,Basildon,-43.83
2020-08-27,Bradford,-32.21
2020-08-27,Brighton,-50.99
2020-08-27,Coventry,-46.21
2020-08-27,Plymouth,-33.07
2020-08-27,Southend,-44.07
2020-08-27,Worthing,-50.21
2020-08-27,Aldershot,-51.31
2020-08-27,Blackburn,-33.13
2020-08-27,Blackpool,-35.64
2020-08-27,Cambridge,-49.38
2020-08-27,Doncaster,-35.84
2020-08-27,Edinburgh,-63.6
2020-08-27,Leicester,-44.78
2020-08-27,Liverpool,-35.96
2020-08-27,Mansfield,-19.5
2020-08-27,Newcastle,-44.52
2020-08-27,Sheffield,-41.04
2020-08-27,Wakefield,-37.27
2020-08-27,Birkenhead,-33.88
2020-08-27,Birmingham,-44.93
2020-08-27,Gloucester,-45.66
2020-08-27,Manchester,-51.87
2020-08-27,Nottingham,-41.94
2020-08-27,Portsmouth,-43.22
2020-08-27,Sunderland,-41.33
2020-08-27,Warrington,-39.44
2020-08-27,Bournemouth,-51.47
2020-08-27,Northampton,-41.46
2020-08-27,Southampton,-49.22
2020-08-27,Huddersfield,-40.84
2020-08-27,Peterborough,-31.36
2020-08-27,Middlesbrough,-29.59
2020-08-27,Milton Keynes,-51.79
2020-08-28,Hull,-31.28
2020-08-28,York,-50.06
2020-08-28,Derby,-33.04
2020-08-28,Leeds,-51.4
2020-08-28,Luton,-53.57
2020-08-28,Stoke,-29.79
2020-08-28,Wigan,-36.83
2020-08-28,Dundee,-43.23
2020-08-28,Exeter,-44.97
2020-08-28,London,-53
2020-08-28,Oxford,-46.41
2020-08-28,Slough,-50.35
2020-08-28,Belfast,-53.15
2020-08-28,Bristol,-53.41
2020-08-28,Burnley,-27.95
2020-08-28,Cardiff,-46.83
2020-08-28,Chatham,-25.26
2020-08-28,Crawley,-60.32
2020-08-28,Glasgow,-46.32
2020-08-28,Ipswich,-32.93
2020-08-28,Newport,-36.48
2020-08-28,Norwich,-40.34
2020-08-28,Preston,-30.52
2020-08-28,Reading,-52.93
2020-08-28,Swansea,-25.33
2020-08-28,Swindon,-42.78
2020-08-28,Telford,-50.21
2020-08-28,Aberdeen,-76.94
2020-08-28,Barnsley,-28.1
2020-08-28,Basildon,-43.52
2020-08-28,Bradford,-32.15
2020-08-28,Brighton,-50.74
2020-08-28,Coventry,-46.14
2020-08-28,Plymouth,-33.22
2020-08-28,Southend,-44.07
2020-08-28,Worthing,-50.2
2020-08-28,Aldershot,-51.2
2020-08-28,Blackburn,-33.4
2020-08-28,Blackpool,-35.67
2020-08-28,Cambridge,-49.27
2020-08-28,Doncaster,-35.84
2020-08-28,Edinburgh,-63.54
2020-08-28,Leicester,-44.73
2020-08-28,Liverpool,-36
2020-08-28,Mansfield,-19.53
2020-08-28,Newcastle,-44.43
2020-08-28,Sheffield,-41.01
2020-08-28,Wakefield,-36.62
2020-08-28,Birkenhead,-33.37
2020-08-28,Birmingham,-44.74
2020-08-28,Gloucester,-45.19
2020-08-28,Manchester,-51.94
2020-08-28,Nottingham,-41.82
2020-08-28,Portsmouth,-42.9
2020-08-28,Sunderland,-41.23
2020-08-28,Warrington,-39.42
2020-08-28,Bournemouth,-51.49
2020-08-28,Northampton,-41.62
2020-08-28,Southampton,-49.19
2020-08-28,Huddersfield,-40.36
2020-08-28,Peterborough,-31.42
2020-08-28,Middlesbrough,-29.2
2020-08-28,Milton Keynes,-51.52
2020-08-29,Hull,-30.72
2020-08-29,York,-49.79
2020-08-29,Derby,-32.97
2020-08-29,Leeds,-51.3
2020-08-29,Luton,-53.39
2020-08-29,Stoke,-29.82
2020-08-29,Wigan,-36.61
2020-08-29,Dundee,-43.06
2020-08-29,Exeter,-44.66
2020-08-29,London,-52.98
2020-08-29,Oxford,-46.04
2020-08-29,Slough,-50.06
2020-08-29,Belfast,-52.78
2020-08-29,Bristol,-53.18
2020-08-29,Burnley,-27.13
2020-08-29,Cardiff,-46.58
2020-08-29,Chatham,-24.68
2020-08-29,Crawley,-60.18
2020-08-29,Glasgow,-46.26
2020-08-29,Ipswich,-32.56
2020-08-29,Newport,-36
2020-08-29,Norwich,-39.9
2020-08-29,Preston,-29.7
2020-08-29,Reading,-52.7
2020-08-29,Swansea,-24.51
2020-08-29,Swindon,-42.25
2020-08-29,Telford,-49.36
2020-08-29,Aberdeen,-76.74
2020-08-29,Barnsley,-28.18
2020-08-29,Basildon,-43.22
2020-08-29,Bradford,-31.91
2020-08-29,Brighton,-50.52
2020-08-29,Coventry,-45.69
2020-08-29,Plymouth,-33.09
2020-08-29,Southend,-43.93
2020-08-29,Worthing,-50.27
2020-08-29,Aldershot,-51.17
2020-08-29,Blackburn,-33.35
2020-08-29,Blackpool,-35.3
2020-08-29,Cambridge,-49.01
2020-08-29,Doncaster,-35.26
2020-08-29,Edinburgh,-63.39
2020-08-29,Leicester,-44.57
2020-08-29,Liverpool,-35.69
2020-08-29,Mansfield,-19.08
2020-08-29,Newcastle,-44.21
2020-08-29,Sheffield,-40.73
2020-08-29,Wakefield,-35.77
2020-08-29,Birkenhead,-32.81
2020-08-29,Birmingham,-44.34
2020-08-29,Gloucester,-44.55
2020-08-29,Manchester,-51.61
2020-08-29,Nottingham,-41.56
2020-08-29,Portsmouth,-42.57
2020-08-29,Sunderland,-40.98
2020-08-29,Warrington,-39
2020-08-29,Bournemouth,-51.42
2020-08-29,Northampton,-41.65
2020-08-29,Southampton,-48.97
2020-08-29,Huddersfield,-39.82
2020-08-29,Peterborough,-31.25
2020-08-29,Middlesbrough,-28.94
2020-08-29,Milton Keynes,-50.99
2020-08-30,Hull,-30.19
2020-08-30,York,-49.51
2020-08-30,Derby,-32.9
2020-08-30,Leeds,-51.16
2020-08-30,Luton,-53.12
2020-08-30,Stoke,-29.7
2020-08-30,Wigan,-36.16
2020-08-30,Dundee,-42.93
2020-08-30,Exeter,-44.26
2020-08-30,London,-52.93
2020-08-30,Oxford,-45.64
2020-08-30,Slough,-49.78
2020-08-30,Belfast,-52.51
2020-08-30,Bristol,-53.01
2020-08-30,Burnley,-26.47
2020-08-30,Cardiff,-46.39
2020-08-30,Chatham,-24.13
2020-08-30,Crawley,-59.87
2020-08-30,Glasgow,-46.11
2020-08-30,Ipswich,-32.39
2020-08-30,Newport,-35.48
2020-08-30,Norwich,-39.54
2020-08-30,Preston,-29.01
2020-08-30,Reading,-52.38
2020-08-30,Swansea,-23.61
2020-08-30,Swindon,-41.79
2020-08-30,Telford,-48.36
2020-08-30,Aberdeen,-76.53
2020-08-30,Barnsley,-28.21
2020-08-30,Basildon,-42.99
2020-08-30,Bradford,-31.73
2020-08-30,Brighton,-50.39
2020-08-30,Coventry,-45.25
2020-08-30,Plymouth,-32.9
2020-08-30,Southend,-43.61
2020-08-30,Worthing,-50.11
2020-08-30,Aldershot,-51.12
2020-08-30,Blackburn,-33.4
2020-08-30,Blackpool,-35.03
2020-08-30,Cambridge,-48.72
2020-08-30,Doncaster,-34.78
2020-08-30,Edinburgh,-63.21
2020-08-30,Leicester,-44.43
2020-08-30,Liverpool,-35.56
2020-08-30,Mansfield,-18.84
2020-08-30,Newcastle,-44.05
2020-08-30,Sheffield,-40.55
2020-08-30,Wakefield,-35.03
2020-08-30,Birkenhead,-32.21
2020-08-30,Birmingham,-43.92
2020-08-30,Gloucester,-43.98
2020-08-30,Manchester,-51.39
2020-08-30,Nottingham,-41.31
2020-08-30,Portsmouth,-42.23
2020-08-30,Sunderland,-40.78
2020-08-30,Warrington,-38.8
2020-08-30,Bournemouth,-51.24
2020-08-30,Northampton,-41.71
2020-08-30,Southampton,-48.74
2020-08-30,Huddersfield,-39.27
2020-08-30,Peterborough,-31.13
2020-08-30,Middlesbrough,-28.63
2020-08-30,Milton Keynes,-50.41
2020-08-31,Hull,-29.52
2020-08-31,York,-49.25
2020-08-31,Derby,-32.86
2020-08-31,Leeds,-51.11
2020-08-31,Luton,-52.91
2020-08-31,Stoke,-29.53
2020-08-31,Wigan,-35.68
2020-08-31,Dundee,-42.77
2020-08-31,Exeter,-43.83
2020-08-31,London,-52.88
2020-08-31,Oxford,-45.22
2020-08-31,Slough,-49.56
2020-08-31,Belfast,-52.26
2020-08-31,Bristol,-52.78
2020-08-31,Burnley,-25.97
2020-08-31,Cardiff,-46.16
2020-08-31,Chatham,-23.73
2020-08-31,Crawley,-59.63
2020-08-31,Glasgow,-45.93
2020-08-31,Ipswich,-32.15
2020-08-31,Newport,-35.05
2020-08-31,Norwich,-39.26
2020-08-31,Preston,-28.41
2020-08-31,Reading,-52.08
2020-08-31,Swansea,-22.69
2020-08-31,Swindon,-41.18
2020-08-31,Telford,-47.42
2020-08-31,Aberdeen,-76.17
2020-08-31,Barnsley,-28.21
2020-08-31,Basildon,-42.85
2020-08-31,Bradford,-31.64
2020-08-31,Brighton,-50.17
2020-08-31,Coventry,-44.88
2020-08-31,Plymouth,-32.64
2020-08-31,Southend,-43.29
2020-08-31,Worthing,-49.91
2020-08-31,Aldershot,-50.93
2020-08-31,Blackburn,-33.23
2020-08-31,Blackpool,-35.13
2020-08-31,Cambridge,-48.43
2020-08-31,Doncaster,-34.22
2020-08-31,Edinburgh,-63
2020-08-31,Leicester,-44.19
2020-08-31,Liverpool,-35.33
2020-08-31,Mansfield,-18.64
2020-08-31,Newcastle,-43.71
2020-08-31,Sheffield,-40.42
2020-08-31,Wakefield,-34.19
2020-08-31,Birkenhead,-31.66
2020-08-31,Birmingham,-43.6
2020-08-31,Gloucester,-43.51
2020-08-31,Manchester,-51.06
2020-08-31,Nottingham,-40.97
2020-08-31,Portsmouth,-41.86
2020-08-31,Sunderland,-40.4
2020-08-31,Warrington,-38.72
2020-08-31,Bournemouth,-51.08
2020-08-31,Northampton,-41.8
2020-08-31,Southampton,-48.48
2020-08-31,Huddersfield,-38.92
2020-08-31,Peterborough,-31.06
2020-08-31,Middlesbrough,-28.29
2020-08-31,Milton Keynes,-49.78
2020-09-01,Hull,-29.63
2020-09-01,York,-49.34
2020-09-01,Derby,-33.01
2020-09-01,Leeds,-51.17
2020-09-01,Luton,-52.81
2020-09-01,Stoke,-29.53
2020-09-01,Wigan,-35.37
2020-09-01,Dundee,-42.6
2020-09-01,Exeter,-43.73
2020-09-01,London,-52.98
2020-09-01,Oxford,-45.03
2020-09-01,Slough,-49.64
2020-09-01,Belfast,-52.2
2020-09-01,Bristol,-52.75
2020-09-01,Burnley,-25.58
2020-09-01,Cardiff,-46.49
2020-09-01,Chatham,-23.74
2020-09-01,Crawley,-59.39
2020-09-01,Glasgow,-45.98
2020-09-01,Ipswich,-32.14
2020-09-01,Newport,-35.11
2020-09-01,Norwich,-39.1
2020-09-01,Preston,-28.17
2020-09-01,Reading,-52
2020-09-01,Swansea,-22.54
2020-09-01,Swindon,-40.73
2020-09-01,Telford,-46.95
2020-09-01,Aberdeen,-75.99
2020-09-01,Barnsley,-28.49
2020-09-01,Basildon,-42.87
2020-09-01,Bradford,-31.92
2020-09-01,Brighton,-50.34
2020-09-01,Coventry,-44.87
2020-09-01,Plymouth,-32.72
2020-09-01,Southend,-43.25
2020-09-01,Worthing,-49.68
2020-09-01,Aldershot,-50.98
2020-09-01,Blackburn,-33.23
2020-09-01,Blackpool,-35.28
2020-09-01,Cambridge,-48.3
2020-09-01,Doncaster,-34.05
2020-09-01,Edinburgh,-62.74
2020-09-01,Leicester,-44.17
2020-09-01,Liverpool,-35.32
2020-09-01,Mansfield,-18.66
2020-09-01,Newcastle,-43.57
2020-09-01,Sheffield,-40.6
2020-09-01,Wakefield,-33.7
2020-09-01,Birkenhead,-31.56
2020-09-01,Birmingham,-43.55
2020-09-01,Gloucester,-43.39
2020-09-01,Manchester,-50.98
2020-09-01,Nottingham,-40.85
2020-09-01,Portsmouth,-41.67
2020-09-01,Sunderland,-40.36
2020-09-01,Warrington,-38.96
2020-09-01,Bournemouth,-51.1
2020-09-01,Northampton,-41.94
2020-09-01,Southampton,-48.89
2020-09-01,Huddersfield,-38.83
2020-09-01,Peterborough,-31.39
2020-09-01,Middlesbrough,-28.4
2020-09-01,Milton Keynes,-49.5
2020-09-02,Hull,-29.37
2020-09-02,York,-49.21
2020-09-02,Derby,-33.39
2020-09-02,Leeds,-51.22
2020-09-02,Luton,-52.59
2020-09-02,Stoke,-29.71
2020-09-02,Wigan,-35.2
2020-09-02,Dundee,-42.57
2020-09-02,Exeter,-43.79
2020-09-02,London,-52.94
2020-09-02,Oxford,-45.11
2020-09-02,Slough,-49.48
2020-09-02,Belfast,-52.04
2020-09-02,Bristol,-52.82
2020-09-02,Burnley,-25.55
2020-09-02,Cardiff,-46.86
2020-09-02,Chatham,-23.72
2020-09-02,Crawley,-59.24
2020-09-02,Glasgow,-45.88
2020-09-02,Ipswich,-32.14
2020-09-02,Newport,-35.35
2020-09-02,Norwich,-39.31
2020-09-02,Preston,-28.23
2020-09-02,Reading,-51.94
2020-09-02,Swansea,-22.45
2020-09-02,Swindon,-40.58
2020-09-02,Telford,-46.49
2020-09-02,Aberdeen,-75.83
2020-09-02,Barnsley,-28.49
2020-09-02,Basildon,-43.05
2020-09-02,Bradford,-32.3
2020-09-02,Brighton,-50.58
2020-09-02,Coventry,-44.98
2020-09-02,Plymouth,-32.71
2020-09-02,Southend,-43.19
2020-09-02,Worthing,-49.61
2020-09-02,Aldershot,-51.01
2020-09-02,Blackburn,-33.12
2020-09-02,Blackpool,-35.55
2020-09-02,Cambridge,-48.25
2020-09-02,Doncaster,-33.84
2020-09-02,Edinburgh,-62.48
2020-09-02,Leicester,-44.06
2020-09-02,Liverpool,-35.44
2020-09-02,Mansfield,-18.73
2020-09-02,Newcastle,-43.66
2020-09-02,Sheffield,-40.85
2020-09-02,Wakefield,-33.27
2020-09-02,Birkenhead,-31.45
2020-09-02,Birmingham,-43.42
2020-09-02,Gloucester,-43.27
2020-09-02,Manchester,-50.97
2020-09-02,Nottingham,-40.86
2020-09-02,Portsmouth,-41.62
2020-09-02,Sunderland,-40.32
2020-09-02,Warrington,-39.31
2020-09-02,Bournemouth,-51.17
2020-09-02,Northampton,-42.2
2020-09-02,Southampton,-49.22
2020-09-02,Huddersfield,-39.08
2020-09-02,Peterborough,-31.63
2020-09-02,Middlesbrough,-28.73
2020-09-02,Milton Keynes,-49.17
2020-09-03,Hull,-28.87
2020-09-03,York,-49.12
2020-09-03,Derby,-33.67
2020-09-03,Leeds,-51.23
2020-09-03,Luton,-52.26
2020-09-03,Stoke,-30.02
2020-09-03,Wigan,-34.71
2020-09-03,Dundee,-42.37
2020-09-03,Exeter,-43.9
2020-09-03,London,-53.06
2020-09-03,Oxford,-45.37
2020-09-03,Slough,-49.21
2020-09-03,Belfast,-51.86
2020-09-03,Bristol,-52.75
2020-09-03,Burnley,-25.56
2020-09-03,Cardiff,-47.01
2020-09-03,Chatham,-23.45
2020-09-03,Crawley,-59.02
2020-09-03,Glasgow,-45.7
2020-09-03,Ipswich,-32.24
2020-09-03,Newport,-35.51
2020-09-03,Norwich,-39.18
2020-09-03,Preston,-28.29
2020-09-03,Reading,-51.99
2020-09-03,Swansea,-22.44
2020-09-03,Swindon,-40.27
2020-09-03,Telford,-45.85
2020-09-03,Aberdeen,-75.7
2020-09-03,Barnsley,-28.71
2020-09-03,Basildon,-42.98
2020-09-03,Bradford,-32.56
2020-09-03,Brighton,-50.68
2020-09-03,Coventry,-45.01
2020-09-03,Plymouth,-32.36
2020-09-03,Southend,-43.02
2020-09-03,Worthing,-49.5
2020-09-03,Aldershot,-50.95
2020-09-03,Blackburn,-32.74
2020-09-03,Blackpool,-35.5
2020-09-03,Cambridge,-48.21
2020-09-03,Doncaster,-33.34
2020-09-03,Edinburgh,-62.2
2020-09-03,Leicester,-43.74
2020-09-03,Liverpool,-35.55
2020-09-03,Mansfield,-19.05
2020-09-03,Newcastle,-43.81
2020-09-03,Sheffield,-41.21
2020-09-03,Wakefield,-33.01
2020-09-03,Birkenhead,-31.41
2020-09-03,Birmingham,-43.25
2020-09-03,Gloucester,-42.95
2020-09-03,Manchester,-50.92
2020-09-03,Nottingham,-40.77
2020-09-03,Portsmouth,-41.38
2020-09-03,Sunderland,-40.06
2020-09-03,Warrington,-39.36
2020-09-03,Bournemouth,-51.16
2020-09-03,Northampton,-42.53
2020-09-03,Southampton,-49.41
2020-09-03,Huddersfield,-39.17
2020-09-03,Peterborough,-31.96
2020-09-03,Middlesbrough,-28.71
2020-09-03,Milton Keynes,-48.98
2020-09-04,Hull,-28.38
2020-09-04,York,-48.98
2020-09-04,Derby,-33.51
2020-09-04,Leeds,-51.02
2020-09-04,Luton,-51.87
2020-09-04,Stoke,-30.06
2020-09-04,Wigan,-34.16
2020-09-04,Dundee,-41.79
2020-09-04,Exeter,-43.65
2020-09-04,London,-52.86
2020-09-04,Oxford,-45.4
2020-09-04,Slough,-48.78
2020-09-04,Belfast,-51.49
2020-09-04,Bristol,-52.44
2020-09-04,Burnley,-25.6
2020-09-04,Cardiff,-47.06
2020-09-04,Chatham,-22.85
2020-09-04,Crawley,-58.94
2020-09-04,Glasgow,-45.43
2020-09-04,Ipswich,-32.14
2020-09-04,Newport,-35.87
2020-09-04,Norwich,-38.96
2020-09-04,Preston,-28.34
2020-09-04,Reading,-51.88
2020-09-04,Swansea,-22.52
2020-09-04,Swindon,-39.73
2020-09-04,Telford,-45.1
2020-09-04,Aberdeen,-75.55
2020-09-04,Barnsley,-28.52
2020-09-04,Basildon,-42.76
2020-09-04,Bradford,-32.74
2020-09-04,Brighton,-50.46
2020-09-04,Coventry,-44.78
2020-09-04,Plymouth,-31.59
2020-09-04,Southend,-42.67
2020-09-04,Worthing,-49.16
2020-09-04,Aldershot,-50.58
2020-09-04,Blackburn,-32.16
2020-09-04,Blackpool,-35.25
2020-09-04,Cambridge,-47.97
2020-09-04,Doncaster,-32.67
2020-09-04,Edinburgh,-61.78
2020-09-04,Leicester,-43.36
2020-09-04,Liverpool,-35.26
2020-09-04,Mansfield,-19.08
2020-09-04,Newcastle,-43.67
2020-09-04,Sheffield,-41.15
2020-09-04,Wakefield,-32.76
2020-09-04,Birkenhead,-31.26
2020-09-04,Birmingham,-42.87
2020-09-04,Gloucester,-42.7
2020-09-04,Manchester,-50.49
2020-09-04,Nottingham,-40.54
2020-09-04,Portsmouth,-41.02
2020-09-04,Sunderland,-39.85
2020-09-04,Warrington,-39.05
2020-09-04,Bournemouth,-50.96
2020-09-04,Northampton,-42.25
2020-09-04,Southampton,-49.41
2020-09-04,Huddersfield,-39.12
2020-09-04,Peterborough,-31.89
2020-09-04,Middlesbrough,-28.38
2020-09-04,Milton Keynes,-48.71
2020-09-05,Hull,-27.97
2020-09-05,York,-48.9
2020-09-05,Derby,-33.37
2020-09-05,Leeds,-50.91
2020-09-05,Luton,-51.55
2020-09-05,Stoke,-30.27
2020-09-05,Wigan,-33.7
2020-09-05,Dundee,-41.15
2020-09-05,Exeter,-43.61
2020-09-05,London,-52.89
2020-09-05,Oxford,-45.67
2020-09-05,Slough,-48.52
2020-09-05,Belfast,-51.42
2020-09-05,Bristol,-52.29
2020-09-05,Burnley,-25.71
2020-09-05,Cardiff,-47.28
2020-09-05,Chatham,-22.97
2020-09-05,Crawley,-59
2020-09-05,Glasgow,-45.38
2020-09-05,Ipswich,-32.13
2020-09-05,Newport,-36.43
2020-09-05,Norwich,-38.87
2020-09-05,Preston,-28.53
2020-09-05,Reading,-51.92
2020-09-05,Swansea,-22.67
2020-09-05,Swindon,-39.58
2020-09-05,Telford,-44.61
2020-09-05,Aberdeen,-75.46
2020-09-05,Barnsley,-29.34
2020-09-05,Basildon,-42.66
2020-09-05,Bradford,-33.38
2020-09-05,Brighton,-50.31
2020-09-05,Coventry,-44.84
2020-09-05,Plymouth,-31.29
2020-09-05,Southend,-42.5
2020-09-05,Worthing,-48.82
2020-09-05,Aldershot,-50.32
2020-09-05,Blackburn,-31.8
2020-09-05,Blackpool,-35.29
2020-09-05,Cambridge,-48.06
2020-09-05,Doncaster,-32.4
2020-09-05,Edinburgh,-61.57
2020-09-05,Leicester,-42.99
2020-09-05,Liverpool,-35.43
2020-09-05,Mansfield,-19.3
2020-09-05,Newcastle,-43.77
2020-09-05,Sheffield,-41.31
