date,jobcountry,indeed_job_postings_index,variable,display_name
2021-09-06,GB,95.08,total postings,Accounting
2021-09-07,GB,95.27,total postings,Accounting
2021-09-08,GB,95.73,total postings,Accounting
2021-09-09,GB,96,total postings,Accounting
2021-09-10,GB,96.62,total postings,Accounting
2021-09-11,GB,97.32,total postings,Accounting
2021-09-12,GB,97.9,total postings,Accounting
2021-09-13,GB,98.13,total postings,Accounting
2021-09-14,GB,97.81,total postings,Accounting
2021-09-15,GB,97.36,total postings,Accounting
2021-09-16,GB,97.1,total postings,Accounting
2021-09-17,GB,96.79,total postings,Accounting
2021-09-18,GB,96.12,total postings,Accounting
2021-09-19,GB,95.4,total postings,Accounting
2021-09-20,GB,95.01,total postings,Accounting
2021-09-21,GB,95.11,total postings,Accounting
2021-09-22,GB,95.22,total postings,Accounting
2021-09-23,GB,95.24,total postings,Accounting
2021-09-24,GB,95.02,total postings,Accounting
2021-09-25,GB,95.2,total postings,Accounting
