date,country,YoY_pct_change_in_postings_trend_from_feb1
2020-02-01,GB,0
2020-02-02,GB,-0.08986520219670391
2020-02-03,GB,0
2020-02-04,GB,-0.059910134797802606
2020-02-05,GB,0.22041879571184086
2020-02-06,GB,0.21065302437557332
2020-02-07,GB,0.28123744475692103
2020-02-08,GB,0.24081878386514877
2020-02-09,GB,0.2810116419108777
2020-02-10,GB,0.22075055187638082
2020-02-11,GB,0.16054585591009918
2020-02-12,GB,0.10028078620136771
2020-02-13,GB,0.09018939773524082
2020-02-14,GB,0.0700630567510796
2020-02-15,GB,-0.31996800319968877
2020-02-16,GB,-0.699021370081887
2020-02-17,GB,-0.9075496160366958
2020-02-18,GB,-0.9356957993231108
2020-02-19,GB,-1.0633012024247157
2020-02-20,GB,-1.19024003173972
2020-02-21,GB,-1.258173172181487
2020-02-22,GB,-1.1961249505733407
2020-02-23,GB,-0.958403319830059
2020-02-24,GB,-0.8595139300533572
2020-02-25,GB,-0.9681881051175734
2020-02-26,GB,-1.0865270644014213
2020-02-27,GB,-1.273068193032656
2020-02-28,GB,-1.4781237682301884
2020-03-01,GB,-1.5786877158362023
2020-03-02,GB,-1.814953639771144
2020-03-03,GB,-1.9913249211356399
2020-03-04,GB,-2.2066791449118384
2020-03-05,GB,-2.3739164696611526
2020-03-06,GB,-1.9621444851848135
2020-03-07,GB,-2.0412207689258888
2020-03-08,GB,-2.3030542650983477
2020-03-09,GB,-2.5926656151419536
2020-03-10,GB,-2.774498229043687
2020-03-11,GB,-2.9636898920510357
2020-03-12,GB,-3.113983548766164
2020-03-13,GB,-3.820727202022156
2020-03-14,GB,-4.031083050024287
2020-03-15,GB,-4.421175101803376
2020-03-16,GB,-4.822310448339295
2020-03-17,GB,-5.673141973518902
2020-03-18,GB,-6.7027235850879
2020-03-19,GB,-8.128982429040354
2020-03-20,GB,-9.876424020081098
2020-03-21,GB,-12.045169385194487
2020-03-22,GB,-14.052540081128074
2020-03-23,GB,-16.027436962612306
2020-03-24,GB,-18.050855651165044
2020-03-25,GB,-20.13143906446313
2020-03-26,GB,-22.40115718418515
2020-03-27,GB,-24.588744588744593
2020-03-28,GB,-26.54315061918019
2020-03-29,GB,-28.47973943864355
2020-03-30,GB,-30.297522242418452
2020-03-31,GB,-31.97363393198319
2020-04-01,GB,-33.72193024366938
2020-04-02,GB,-35.1071975497703
2020-04-03,GB,-36.406279915757224
2020-04-04,GB,-37.52034466251794
2020-04-05,GB,-38.6126281498515
2020-04-06,GB,-39.77773519831385
2020-04-07,GB,-40.87947882736156
2020-04-08,GB,-41.86956936885324
2020-04-09,GB,-42.87346472436446
2020-04-10,GB,-43.749405837056756
2020-04-11,GB,-44.605887939221276
2020-04-12,GB,-45.48904278531448
2020-04-13,GB,-46.22462530829065
2020-04-14,GB,-46.99800815707105
2020-04-15,GB,-47.58056849510409
2020-04-16,GB,-48.12803658188053
2020-04-17,GB,-48.68220015278839
2020-04-18,GB,-49.40425126298732
2020-04-19,GB,-50.11883258864911
2020-04-20,GB,-50.92135258358663
2020-04-21,GB,-51.603111364067544
2020-04-22,GB,-52.36787270316348
2020-04-23,GB,-52.795148758764455
2020-04-24,GB,-53.15076281626079
2020-04-25,GB,-53.434535104364336
2020-04-26,GB,-53.746082993068086
2020-04-27,GB,-53.828593170360506
2020-04-28,GB,-53.80730010483179
2020-04-29,GB,-53.7742150968604
2020-04-30,GB,-54.0177294824135
2020-05-01,GB,-54.3072231751477
2020-05-02,GB,-54.50549450549451
2020-05-03,GB,-54.608162483234324
2020-05-04,GB,-54.85013884898976
2020-05-05,GB,-55.324849296718014
2020-05-06,GB,-55.71373972864513
2020-05-07,GB,-55.95181183669566
2020-05-08,GB,-56.090570364001145
2020-05-09,GB,-56.19692777406736
2020-05-10,GB,-56.39363020882999
2020-05-11,GB,-56.615267466209794
2020-05-12,GB,-56.6254752851711
2020-05-13,GB,-56.660965412390716
2020-05-14,GB,-56.91156977845105
2020-05-15,GB,-57.39237160120846
2020-05-16,GB,-57.743425393533784
2020-05-17,GB,-58.065123282514584
2020-05-18,GB,-58.38661150808575
2020-05-19,GB,-58.67543447627994
2020-05-20,GB,-58.87263177640219
2020-05-21,GB,-58.937920718025424
2020-05-22,GB,-59.07271203798528
2020-05-23,GB,-59.199184354435076
2020-05-24,GB,-59.38767982294356
2020-05-25,GB,-59.62350780532599
2020-05-26,GB,-59.926873857404026
2020-05-27,GB,-60.28394612304332
2020-05-28,GB,-60.6482746062096
2020-05-29,GB,-60.763762304046665
2020-05-30,GB,-60.906024974933914
2020-05-31,GB,-61.02699744618752
2020-06-01,GB,-61.05118829981719
2020-06-02,GB,-61.03062534384742
2020-06-03,GB,-61.025216270936866
2020-06-04,GB,-61.13002668629797
2020-06-05,GB,-61.09013902955529
2020-06-06,GB,-61.05738233397808
2020-06-07,GB,-61.00681023375667
2020-06-08,GB,-60.982101881597075
2020-06-09,GB,-60.9077598828697
2020-06-10,GB,-60.854092526690394
2020-06-11,GB,-60.76986076986077
2020-06-12,GB,-60.78715879205586
2020-06-13,GB,-60.77952613492494
2020-06-14,GB,-60.73331527138084
2020-06-15,GB,-60.63618290258449
2020-06-16,GB,-60.59922389676022
2020-06-17,GB,-60.51540818165435
2020-06-18,GB,-60.38721296713192
2020-06-19,GB,-60.27187612531508
2020-06-20,GB,-60.11165135962543
2020-06-21,GB,-59.922494592646004
2020-06-22,GB,-59.83621310295176
2020-06-23,GB,-59.67756462217418
2020-06-24,GB,-59.55086580086579
2020-06-25,GB,-59.41596600669017
2020-06-26,GB,-59.31834662799129
2020-06-27,GB,-59.3049632519735
2020-06-28,GB,-59.28616837707747
2020-06-29,GB,-59.26161680458307
2020-06-30,GB,-59.267359212684525
2020-07-01,GB,-59.386133187174565
2020-07-02,GB,-59.555392919220566
2020-07-03,GB,-59.60956832554303
2020-07-04,GB,-59.545705352216295
2020-07-05,GB,-59.55190853770975
2020-07-06,GB,-59.58036787133747
2020-07-07,GB,-59.57230142566191
2020-07-08,GB,-59.4219010561423
2020-07-09,GB,-59.27471712112781
2020-07-10,GB,-59.189164115409596
2020-07-11,GB,-59.189164115409596
2020-07-12,GB,-59.063514140009275
2020-07-13,GB,-58.90042647876877
2020-07-14,GB,-58.78428465530023
2020-07-15,GB,-58.72986483984448
2020-07-16,GB,-58.614630537316195
2020-07-17,GB,-58.50138760407031
2020-07-18,GB,-58.31792975970424
2020-07-19,GB,-58.19929746718433
2020-07-20,GB,-58.0329081161028
2020-07-21,GB,-57.91905377933839
2020-07-22,GB,-57.81206689457636
2020-07-23,GB,-57.69834672577815
2020-07-24,GB,-57.453100452823215
2020-07-25,GB,-57.233983544420816
2020-07-26,GB,-56.856187290969906
2020-07-27,GB,-56.509979481440034
2020-07-28,GB,-56.22426057656309
2020-07-29,GB,-55.89863913655561
2020-07-30,GB,-55.71844751433136
2020-07-31,GB,-55.70545250140528
2020-08-01,GB,-55.73862572551956
2020-08-02,GB,-56.01972459992557
2020-08-03,GB,-56.359263712885024
2020-08-04,GB,-56.56974604343026
2020-08-05,GB,-56.655978011910214
2020-08-06,GB,-56.520149867495206
2020-08-07,GB,-56.35500365230095
2020-08-08,GB,-56.11891300383003
2020-08-09,GB,-55.84107891379624
2020-08-10,GB,-55.5049631181131
2020-08-11,GB,-55.18245518245518
2020-08-12,GB,-54.95724940876842
2020-08-13,GB,-54.82141234208853
2020-08-14,GB,-54.66933139534884
