date,CBSA_Code,CBSA_Title,% gap in trend over last year
2020-02-01,12060,"Atlanta-Sandy Springs-Roswell, GA",0
2020-02-02,12060,"Atlanta-Sandy Springs-Roswell, GA",0.002
2020-02-03,12060,"Atlanta-Sandy Springs-Roswell, GA",0.005
2020-02-04,12060,"Atlanta-Sandy Springs-Roswell, GA",0.006
2020-02-05,12060,"Atlanta-Sandy Springs-Roswell, GA",0.008
2020-02-06,12060,"Atlanta-Sandy Springs-Roswell, GA",0.009
2020-02-07,12060,"Atlanta-Sandy Springs-Roswell, GA",0.006
2020-02-08,12060,"Atlanta-Sandy Springs-Roswell, GA",0.005
2020-02-09,12060,"Atlanta-Sandy Springs-Roswell, GA",0.004
2020-02-10,12060,"Atlanta-Sandy Springs-Roswell, GA",0.001
2020-02-11,12060,"Atlanta-Sandy Springs-Roswell, GA",0.002
2020-02-12,12060,"Atlanta-Sandy Springs-Roswell, GA",0.003
2020-02-13,12060,"Atlanta-Sandy Springs-Roswell, GA",0.003
2020-02-14,12060,"Atlanta-Sandy Springs-Roswell, GA",0.004
2020-02-15,12060,"Atlanta-Sandy Springs-Roswell, GA",0.002
2020-02-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0
2020-02-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.002
2020-02-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.004
2020-02-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.006
2020-02-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.008
2020-02-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.01
2020-02-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.01
2020-02-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.009
2020-02-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.008
2020-02-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.007
2020-02-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.009
2020-02-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.008
2020-02-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.008
2020-02-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.006
2020-03-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.006
2020-03-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.005
2020-03-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.005
2020-03-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.003
2020-03-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.005
2020-03-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.008
2020-03-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.012
2020-03-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.015
2020-03-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.02
2020-03-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.023
2020-03-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.028
2020-03-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.03
2020-03-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.034
2020-03-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.037
2020-03-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.04
2020-03-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.044
2020-03-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.049
2020-03-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.054
2020-03-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.062
2020-03-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.071
2020-03-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.085
2020-03-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.098
2020-03-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.111
2020-03-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.127
2020-03-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.144
2020-03-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.16
2020-03-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.178
2020-03-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.191
2020-03-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.206
2020-03-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.22
2020-03-31,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.232
2020-04-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.243
2020-04-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.255
2020-04-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.264
2020-04-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.278
2020-04-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.291
2020-04-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.304
2020-04-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.317
2020-04-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.327
2020-04-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.337
2020-04-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.346
2020-04-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.352
2020-04-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.358
2020-04-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.364
2020-04-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.369
2020-04-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.375
2020-04-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.381
2020-04-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.387
2020-04-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.392
2020-04-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.397
2020-04-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.402
2020-04-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.406
2020-04-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.41
2020-04-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.419
2020-04-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.426
2020-04-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.429
2020-04-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.431
2020-04-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.434
2020-04-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.436
2020-04-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.438
2020-04-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.435
2020-05-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.431
2020-05-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.433
2020-05-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.435
2020-05-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.436
2020-05-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.437
2020-05-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.439
2020-05-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.44
2020-05-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.439
2020-05-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.435
2020-05-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.433
2020-05-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.432
2020-05-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.43
2020-05-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.43
2020-05-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.428
2020-05-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.423
2020-05-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.42
2020-05-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.416
2020-05-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.412
2020-05-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.409
2020-05-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.404
2020-05-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.4
2020-05-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.399
2020-05-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.398
2020-05-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.397
2020-05-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.397
2020-05-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.395
2020-05-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.393
2020-05-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.392
2020-05-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.39
2020-05-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.386
2020-05-31,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.382
2020-06-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.379
2020-06-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.376
2020-06-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.373
2020-06-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.37
2020-06-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.369
2020-06-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.368
2020-06-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.366
2020-06-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.363
2020-06-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.362
2020-06-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.36
2020-06-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.36
2020-06-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.358
2020-06-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.354
2020-06-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.352
2020-06-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.349
2020-06-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.347
2020-06-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.344
2020-06-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.339
2020-06-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.336
2020-06-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.335
2020-06-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.331
2020-06-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.327
2020-06-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.325
2020-06-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.323
2020-06-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.321
2020-06-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.318
2020-06-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.313
2020-06-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.309
2020-06-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.303
2020-06-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.299
2020-07-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.293
2020-07-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.289
2020-07-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.283
2020-07-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.281
2020-07-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.28
2020-07-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.28
2020-07-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.277
2020-07-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.274
2020-07-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.271
2020-07-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.269
2020-07-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.266
2020-07-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.264
2020-07-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.261
2020-07-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.259
2020-07-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.256
2020-07-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.254
2020-07-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.251
2020-07-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.248
2020-07-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.244
2020-07-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.239
2020-07-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.233
2020-07-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.226
2020-07-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.218
2020-07-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.21
2020-07-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.203
2020-07-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.197
2020-07-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.191
2020-07-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.187
2020-07-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.184
2020-07-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.18
2020-07-31,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.177
2020-08-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.173
2020-08-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.169
2020-08-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.167
2020-08-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.163
2020-08-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.162
2020-08-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.163
2020-08-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.163
2020-08-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.166
2020-08-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.167
2020-08-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.169
2020-08-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.169
2020-08-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.17
2020-08-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.172
2020-08-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.175
2020-08-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.176
2020-08-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.177
2020-08-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.178
2020-08-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.178
2020-08-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.177
2020-08-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.174
2020-08-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.172
2020-08-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.171
2020-08-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.17
2020-08-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.17
2020-08-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.17
2020-08-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.171
2020-08-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.172
2020-08-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.172
2020-08-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.171
2020-08-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.169
2020-08-31,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.166
2020-09-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.164
2020-09-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.162
2020-09-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.159
2020-09-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.157
2020-09-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.156
2020-09-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.156
2020-09-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.156
2020-09-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.157
2020-09-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.157
2020-09-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.157
2020-09-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.156
2020-09-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.155
2020-09-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.155
2020-09-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.154
2020-09-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.153
2020-09-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.152
2020-09-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.151
2020-09-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.151
2020-09-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.151
2020-09-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.149
2020-09-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.148
2020-09-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.146
2020-09-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.143
2020-09-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.14
2020-09-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.138
2020-09-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.135
2020-09-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.133
2020-09-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.13
2020-09-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.127
2020-09-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.125
2020-10-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.125
2020-10-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.124
2020-10-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.124
2020-10-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.125
2020-10-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.125
2020-10-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.126
2020-10-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.125
2020-10-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.123
2020-10-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.12
2020-10-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.116
2020-10-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.112
2020-10-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.108
2020-10-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.102
2020-10-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.1
2020-10-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.097
2020-10-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.096
2020-10-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.092
2020-10-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.091
2020-10-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.089
2020-10-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.089
2020-10-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.087
2020-10-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.086
2020-10-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.087
2020-10-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.089
2020-10-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.089
2020-10-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.09
2020-10-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.091
2020-10-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.092
2020-10-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.093
2020-10-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.09
2020-10-31,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.087
2020-11-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.084
2020-11-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.082
2020-11-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.081
2020-11-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.078
2020-11-05,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.076
2020-11-06,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.075
2020-11-07,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.073
2020-11-08,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.07
2020-11-09,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.068
2020-11-10,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.066
2020-11-11,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.065
2020-11-12,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.064
2020-11-13,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.062
2020-11-14,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.061
2020-11-15,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.061
2020-11-16,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.061
2020-11-17,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.061
2020-11-18,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.058
2020-11-19,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.055
2020-11-20,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.053
2020-11-21,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.051
2020-11-22,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.049
2020-11-23,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.044
2020-11-24,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.039
2020-11-25,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.036
2020-11-26,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.032
2020-11-27,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.03
2020-11-28,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.027
2020-11-29,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.022
2020-11-30,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.019
2020-12-01,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.019
2020-12-02,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.018
2020-12-03,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.017
2020-12-04,12060,"Atlanta-Sandy Springs-Roswell, GA",-0.016
2020-02-01,12420,"Austin-Round Rock, TX",0
2020-02-02,12420,"Austin-Round Rock, TX",0.001
2020-02-03,12420,"Austin-Round Rock, TX",0.004
2020-02-04,12420,"Austin-Round Rock, TX",0.004
2020-02-05,12420,"Austin-Round Rock, TX",0.005
2020-02-06,12420,"Austin-Round Rock, TX",0.006
2020-02-07,12420,"Austin-Round Rock, TX",0.004
2020-02-08,12420,"Austin-Round Rock, TX",0.003
2020-02-09,12420,"Austin-Round Rock, TX",0.002
2020-02-10,12420,"Austin-Round Rock, TX",-0.001
2020-02-11,12420,"Austin-Round Rock, TX",-0.002
2020-02-12,12420,"Austin-Round Rock, TX",-0.001
2020-02-13,12420,"Austin-Round Rock, TX",-0.001
2020-02-14,12420,"Austin-Round Rock, TX",-0.001
2020-02-15,12420,"Austin-Round Rock, TX",-0.001
2020-02-16,12420,"Austin-Round Rock, TX",-0.002
2020-02-17,12420,"Austin-Round Rock, TX",-0.002
2020-02-18,12420,"Austin-Round Rock, TX",-0.002
2020-02-19,12420,"Austin-Round Rock, TX",-0.003
2020-02-20,12420,"Austin-Round Rock, TX",-0.002
2020-02-21,12420,"Austin-Round Rock, TX",-0.002
2020-02-22,12420,"Austin-Round Rock, TX",-0.003
2020-02-23,12420,"Austin-Round Rock, TX",-0.001
2020-02-24,12420,"Austin-Round Rock, TX",-0
2020-02-25,12420,"Austin-Round Rock, TX",0.001
2020-02-26,12420,"Austin-Round Rock, TX",-0.001
2020-02-27,12420,"Austin-Round Rock, TX",-0.001
2020-02-28,12420,"Austin-Round Rock, TX",-0.001
2020-02-29,12420,"Austin-Round Rock, TX",0.003
2020-03-01,12420,"Austin-Round Rock, TX",0.004
2020-03-02,12420,"Austin-Round Rock, TX",0.006
2020-03-03,12420,"Austin-Round Rock, TX",0.008
2020-03-04,12420,"Austin-Round Rock, TX",0.013
2020-03-05,12420,"Austin-Round Rock, TX",0.012
2020-03-06,12420,"Austin-Round Rock, TX",0.01
2020-03-07,12420,"Austin-Round Rock, TX",0.007
2020-03-08,12420,"Austin-Round Rock, TX",0.004
2020-03-09,12420,"Austin-Round Rock, TX",0
2020-03-10,12420,"Austin-Round Rock, TX",-0.003
2020-03-11,12420,"Austin-Round Rock, TX",-0.008
2020-03-12,12420,"Austin-Round Rock, TX",-0.008
2020-03-13,12420,"Austin-Round Rock, TX",-0.012
2020-03-14,12420,"Austin-Round Rock, TX",-0.012
2020-03-15,12420,"Austin-Round Rock, TX",-0.015
2020-03-16,12420,"Austin-Round Rock, TX",-0.018
2020-03-17,12420,"Austin-Round Rock, TX",-0.024
2020-03-18,12420,"Austin-Round Rock, TX",-0.033
2020-03-19,12420,"Austin-Round Rock, TX",-0.045
2020-03-20,12420,"Austin-Round Rock, TX",-0.058
2020-03-21,12420,"Austin-Round Rock, TX",-0.078
2020-03-22,12420,"Austin-Round Rock, TX",-0.096
2020-03-23,12420,"Austin-Round Rock, TX",-0.115
2020-03-24,12420,"Austin-Round Rock, TX",-0.133
2020-03-25,12420,"Austin-Round Rock, TX",-0.15
2020-03-26,12420,"Austin-Round Rock, TX",-0.166
2020-03-27,12420,"Austin-Round Rock, TX",-0.182
2020-03-28,12420,"Austin-Round Rock, TX",-0.197
2020-03-29,12420,"Austin-Round Rock, TX",-0.212
2020-03-30,12420,"Austin-Round Rock, TX",-0.226
2020-03-31,12420,"Austin-Round Rock, TX",-0.241
2020-04-01,12420,"Austin-Round Rock, TX",-0.256
2020-04-02,12420,"Austin-Round Rock, TX",-0.271
2020-04-03,12420,"Austin-Round Rock, TX",-0.282
2020-04-04,12420,"Austin-Round Rock, TX",-0.294
2020-04-05,12420,"Austin-Round Rock, TX",-0.308
2020-04-06,12420,"Austin-Round Rock, TX",-0.32
2020-04-07,12420,"Austin-Round Rock, TX",-0.331
2020-04-08,12420,"Austin-Round Rock, TX",-0.34
2020-04-09,12420,"Austin-Round Rock, TX",-0.348
2020-04-10,12420,"Austin-Round Rock, TX",-0.358
2020-04-11,12420,"Austin-Round Rock, TX",-0.365
2020-04-12,12420,"Austin-Round Rock, TX",-0.372
2020-04-13,12420,"Austin-Round Rock, TX",-0.379
2020-04-14,12420,"Austin-Round Rock, TX",-0.385
2020-04-15,12420,"Austin-Round Rock, TX",-0.393
2020-04-16,12420,"Austin-Round Rock, TX",-0.399
2020-04-17,12420,"Austin-Round Rock, TX",-0.405
2020-04-18,12420,"Austin-Round Rock, TX",-0.409
2020-04-19,12420,"Austin-Round Rock, TX",-0.413
