date,country,index_to_feb01
2019-02-16,US,100.55
2019-02-17,US,100.65
2019-03-01,US,101.88
2019-03-02,US,102.07
2019-03-03,US,102.27
2019-03-04,US,102.37
2019-03-05,US,102.46
2019-03-06,US,102.29
2019-03-07,US,102.46
2019-03-08,US,102.65
2019-03-09,US,102.92
2019-03-10,US,103.2
2019-03-11,US,103.54
2019-03-12,US,103.86
2019-03-13,US,104.26
2019-03-14,US,104.43
2019-03-15,US,104.66
2019-03-16,US,104.65
2019-03-17,US,104.72
2019-04-01,US,105.95
2019-04-02,US,105.98
2019-04-03,US,106.05
2019-04-04,US,106.13
2019-04-05,US,106.23
2019-04-06,US,106.41
2019-04-07,US,106.56
2019-04-08,US,106.85
2019-04-09,US,107.09
2019-04-10,US,107.25
2019-04-11,US,107.36
2019-04-12,US,107.47
2019-04-13,US,107.5
2019-04-14,US,107.61
2019-04-15,US,107.66
2019-04-16,US,107.65
2019-04-17,US,107.57
2019-05-01,US,110.1
2019-05-02,US,109.71
2019-05-03,US,109.23
2019-05-04,US,109.3
2019-05-05,US,109.24
2019-05-06,US,109.25
2019-05-07,US,109.3
2019-05-08,US,109.31
2019-05-09,US,109.3
2019-05-10,US,109.29
2019-05-11,US,109.17
2019-05-12,US,109.24
2019-05-13,US,109.37
2019-05-14,US,109.44
2019-05-15,US,109.41
2019-05-16,US,109.42
2019-05-17,US,109.37
2019-06-01,US,109.09
2019-06-02,US,108.89
2019-06-03,US,108.7
2019-06-04,US,108.63
2019-06-05,US,108.58
2019-06-06,US,108.62
2019-06-07,US,108.67
2019-06-08,US,108.67
2019-06-09,US,108.79
2019-06-10,US,108.79
2019-06-11,US,108.85
2019-06-12,US,108.95
2019-06-13,US,109.18
2019-06-14,US,109.26
2019-06-15,US,108.95
2019-06-16,US,109.09
2019-06-17,US,109.25
2019-07-01,US,107.31
2019-07-02,US,107.03
2019-07-03,US,106.67
2019-07-04,US,106.28
2019-07-05,US,105.79
2019-07-06,US,105.91
2019-07-07,US,106.06
2019-07-08,US,106.32
2019-07-09,US,106.11
2019-07-10,US,106.13
2019-07-11,US,106.15
2019-07-12,US,106.29
2019-07-13,US,106.35
2019-07-14,US,106.57
2019-07-15,US,106.74
2019-07-16,US,106.95
2019-07-17,US,107
2020-02-01,US,100
2020-02-02,US,100.08
2020-02-03,US,100.3
2020-02-04,US,100.35
2020-02-05,US,100.39
2020-02-06,US,100.48
2020-02-07,US,100.4
2020-02-08,US,100.52
2020-02-09,US,100.63
2020-02-10,US,100.56
2020-02-11,US,100.67
2020-02-12,US,100.78
2020-02-13,US,100.8
2020-02-14,US,100.84
2020-02-15,US,100.61
2020-02-16,US,100.52
2020-02-17,US,100.4
2020-03-01,US,101.38
2020-03-02,US,101.58
2020-03-03,US,101.73
2020-03-04,US,101.76
2020-03-05,US,101.76
2020-03-06,US,101.74
2020-03-07,US,101.82
2020-03-08,US,101.9
2020-03-09,US,101.91
2020-03-10,US,101.96
2020-03-11,US,102.01
2020-03-12,US,102.05
2020-03-13,US,102
2020-03-14,US,101.82
2020-03-15,US,101.6
2020-03-16,US,101.44
2020-03-17,US,101
2020-04-01,US,83.4
2020-04-02,US,82.03
2020-04-03,US,81.06
2020-04-04,US,79.83
2020-04-05,US,78.58
2020-04-06,US,77.47
2020-04-07,US,76.35
2020-04-08,US,75.52
2020-04-09,US,74.89
2020-04-10,US,74.17
2020-04-11,US,73.75
2020-04-12,US,73.33
2020-04-13,US,72.84
2020-04-14,US,72.42
2020-04-15,US,71.91
2020-04-16,US,71.37
2020-04-17,US,70.9
2020-05-01,US,66.82
2020-05-02,US,66.76
2020-05-03,US,66.68
2020-05-04,US,66.62
2020-05-05,US,66.62
2020-05-06,US,66.62
2020-05-07,US,66.63
2020-05-08,US,66.7
2020-05-09,US,67.04
2020-05-10,US,67.42
2020-05-11,US,67.73
2020-05-12,US,68.04
2020-05-13,US,68.01
2020-05-14,US,68.26
2020-05-15,US,68.73
2020-05-16,US,68.87
2020-05-17,US,69.03
2020-06-01,US,72.43
2020-06-02,US,72.6
2020-06-03,US,72.82
2020-06-04,US,73.14
2020-06-05,US,73.33
2020-06-06,US,73.46
2020-06-07,US,73.66
2020-06-08,US,73.89
2020-06-09,US,74.18
2020-06-10,US,74.45
2020-06-11,US,74.72
2020-06-12,US,74.89
2020-06-13,US,75.1
2020-06-14,US,75.43
2020-06-15,US,75.78
2020-06-16,US,76.12
2020-06-17,US,76.42
2020-07-01,US,79.97
2020-07-02,US,80.11
2020-07-03,US,80.27
2020-07-04,US,80.42
2020-07-05,US,80.54
2020-07-06,US,80.63
2020-07-07,US,80.69
2020-07-08,US,80.87
2020-07-09,US,81.16
2020-07-10,US,81.44
2020-07-11,US,81.78
2020-07-12,US,82.13
2020-07-13,US,82.45
2020-07-14,US,82.82
2020-07-15,US,83.08
2020-07-16,US,83.28
2020-07-17,US,83.46
