date,CBSA Title,cbsa_code,pct_chng_feb_1
2020-04-10,"Lexington-Fayette, KY",30460,-29.2054053154321
2020-04-10,"Oklahoma City, OK",36420,-31.2069790597089
2020-04-10,"North Port-Sarasota-Bradenton, FL",35840,-37.9605507330366
2020-04-10,"Portland-South Portland, ME",38860,-34.0775139207813
2020-04-10,"Cincinnati, OH-KY-IN",17140,-31.6517740810739
2020-04-10,"Austin-Round Rock-Georgetown, TX",12420,-36.0188042562948
2020-04-10,"Lancaster, PA",29540,-29.9835224253796
2020-04-10,"Chattanooga, TN-GA",16860,-30.8397599970709
2020-04-10,"Stockton, CA",44700,-25.0819381766327
2020-04-10,"Tucson, AZ",46060,-31.2097761313837
2020-04-10,"Bridgeport-Stamford-Norwalk, CT",14860,-29.7797338627969
2020-04-10,"Modesto, CA",33700,-24.7200304251883
2020-04-10,"New Haven-Milford, CT",35300,-19.7637743107002
2020-04-10,"Chicago-Naperville-Elgin, IL-IN-WI",16980,-31.4889397693282
2020-04-10,"Providence-Warwick, RI-MA",39300,-31.7103766641688
2020-04-10,"Durham-Chapel Hill, NC",20500,-27.1522027778002
2020-04-10,"Baltimore-Columbia-Towson, MD",12580,-21.8548629540181
2020-04-10,"Harrisburg-Carlisle, PA",25420,-29.9411774770326
2020-04-10,"San Diego-Chula Vista-Carlsbad, CA",41740,-31.8151570524478
2020-04-10,"Little Rock-North Little Rock-Conway, AR",30780,-34.2383048520073
2020-04-10,"Provo-Orem, UT",39340,-41.6447530519485
2020-04-10,"Fresno, CA",23420,-23.9373816106688
2020-04-10,"Colorado Springs, CO",17820,-34.9529165538979
2020-04-10,"Deltona-Daytona Beach-Ormond Beach, FL",19660,-31.4234037305958
2020-04-10,"Greensboro-High Point, NC",24660,-30.4444552925333
2020-04-10,"Detroit-Warren-Dearborn, MI",19820,-30.6261976013606
2020-04-10,"Los Angeles-Long Beach-Anaheim, CA",31080,-34.5556660448029
2020-04-10,"Albany-Schenectady-Troy, NY",10580,-24.9431612994375
2020-04-10,"McAllen-Edinburg-Mission, TX",32580,-26.9806050769873
2020-04-10,"Indianapolis-Carmel-Anderson, IN",26900,-30.4007842787138
2020-04-10,"Omaha-Council Bluffs, NE-IA",36540,-34.5023360608002
2020-04-10,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,-36.4848503458861
2020-04-10,"Raleigh-Cary, NC",39580,-33.5670557371816
2020-04-10,"Madison, WI",31540,-32.6132220263202
2020-04-10,"Scranton--Wilkes-Barre, PA",42540,-26.9737644826
2020-04-11,"Pittsburgh, PA",38300,-31.6561690996462
2020-04-11,"Chattanooga, TN-GA",16860,-31.2544991549244
2020-04-11,"St. Louis, MO-IL",41180,-29.6121109247083
2020-04-11,"Dallas-Fort Worth-Arlington, TX",19100,-34.764786854467
2020-04-11,"Lancaster, PA",29540,-30.4078618296585
2020-04-11,"Allentown-Bethlehem-Easton, PA-NJ",10900,-31.5492615287074
2020-04-11,"Cleveland-Elyria, OH",17460,-31.1414002074527
2020-04-11,"Sacramento-Roseville-Folsom, CA",40900,-30.6821112660324
2020-04-11,"Denver-Aurora-Lakewood, CO",19740,-39.3805008986857
2020-04-11,"Charleston-North Charleston, SC",16700,-36.0056462143341
2020-04-11,"Spokane-Spokane Valley, WA",44060,-31.3791009082974
2020-04-11,"McAllen-Edinburg-Mission, TX",32580,-27.9217580738816
2020-04-11,"Lakeland-Winter Haven, FL",29460,-27.9869046110665
2020-04-11,"Harrisburg-Carlisle, PA",25420,-30.3857135606438
2020-04-11,"Columbia, SC",17900,-29.8937808647925
2020-04-11,"Youngstown-Warren-Boardman, OH-PA",49660,-26.2639124817272
2020-04-11,"Orlando-Kissimmee-Sanford, FL",36740,-40.778768581002
2020-04-11,"Baltimore-Columbia-Towson, MD",12580,-22.450256098003
2020-04-11,"Las Vegas-Henderson-Paradise, NV",29820,-37.5345240984351
2020-04-11,"Cape Coral-Fort Myers, FL",15980,-30.5577524009613
2020-04-11,"Dayton-Kettering, OH",19430,-26.6405787563131
2020-04-11,"Fayetteville-Springdale-Rogers, AR",22220,-38.4923327563395
2020-04-11,"Pensacola-Ferry Pass-Brent, FL",37860,-30.5494654192105
2020-04-11,"Phoenix-Mesa-Chandler, AZ",38060,-37.9351623986379
2020-04-11,"Portland-Vancouver-Hillsboro, OR-WA",38900,-36.5360836534691
2020-04-11,"San Antonio-New Braunfels, TX",41700,-38.2251876566254
2020-04-11,"Winston-Salem, NC",49180,-30.2317817123754
2020-04-11,"Tulsa, OK",46140,-33.3684768024079
2020-04-11,"New Haven-Milford, CT",35300,-21.082228775324
2020-04-11,"Jacksonville, FL",27260,-34.2112807090951
2020-04-11,"Des Moines-West Des Moines, IA",19780,-32.4945727858953
2020-04-11,"Fresno, CA",23420,-24.096742950035
2020-04-11,"Bridgeport-Stamford-Norwalk, CT",14860,-30.5430044320972
2020-04-11,"Modesto, CA",33700,-24.8251340703916
2020-04-11,"El Paso, TX",21340,-30.7908188182973
2020-04-11,"San Jose-Sunnyvale-Santa Clara, CA",41940,-28.2122424016015
2020-04-11,"Wichita, KS",48620,-34.8849284952726
2020-04-11,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,-24.0730470885575
2020-04-11,"Rochester, NY",40380,-32.5191348174484
2020-04-11,"Hartford-East Hartford-Middletown, CT",25540,-33.2028384219717
2020-04-11,"Grand Rapids-Kentwood, MI",24340,-36.4824791431017
2020-04-11,"New Orleans-Metairie, LA",35380,-31.0970944508677
2020-04-11,"Provo-Orem, UT",39340,-42.0548424448602
2020-04-11,"Birmingham-Hoover, AL",13820,-31.5149682301233
2020-04-11,"Milwaukee-Waukesha, WI",33340,-33.1945882963647
2020-04-11,"Little Rock-North Little Rock-Conway, AR",30780,-34.8853262367566
2020-04-11,"Akron, OH",10420,-34.2749907809318
2020-04-11,"Augusta-Richmond County, GA-SC",12260,-20.5731693477252
2020-04-11,"San Diego-Chula Vista-Carlsbad, CA",41740,-32.3329804445699
2020-04-11,"San Francisco-Oakland-Berkeley, CA",41860,-32.2739679276091
2020-04-11,"Boston-Cambridge-Newton, MA-NH",14460,-35.6512737595996
2020-04-11,"Louisville/Jefferson County, KY-IN",31140,-23.675225850636
2020-04-11,"Atlanta-Sandy Springs-Alpharetta, GA",12060,-35.654140604459
2020-04-11,"Buffalo-Cheektowaga, NY",15380,-35.2058277904168
2020-04-11,"Baton Rouge, LA",12940,-31.5130578773692
2020-04-11,"Kansas City, MO-KS",28140,-32.462246329703
2020-04-11,"Greensboro-High Point, NC",24660,-31.1537869205429
2020-04-11,"Springfield, MA",44140,-28.1607854436432
2020-04-11,"Durham-Chapel Hill, NC",20500,-27.7497319490058
2020-04-11,"Madison, WI",31540,-33.1145232010215
2020-04-11,"Tucson, AZ",46060,-31.6675245148379
2020-04-11,"Lexington-Fayette, KY",30460,-29.7405968951037
2020-04-11,"Oxnard-Thousand Oaks-Ventura, CA",37100,-31.8565811746489
2020-04-11,"Chicago-Naperville-Elgin, IL-IN-WI",16980,-32.1732927565707
2020-04-11,"Worcester, MA-CT",49340,-22.7375947737755
2020-04-11,"Providence-Warwick, RI-MA",39300,-32.6790280971683
2020-04-11,"Palm Bay-Melbourne-Titusville, FL",37340,-29.7545775176942
2020-04-11,"Raleigh-Cary, NC",39580,-34.1756602379732
2020-04-11,"Greenville-Anderson, SC",24860,-32.0445469445735
2020-04-11,"Poughkeepsie-Newburgh-Middletown, NY",39100,-31.0845686464877
2020-04-11,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,-31.8410359887248
2020-04-11,"Salt Lake City, UT",41620,-39.9064920187034
2020-04-11,"Syracuse, NY",45060,-33.2504151199625
2020-04-11,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,-31.8194733932226
2020-04-11,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,-37.1811475668434
2020-04-11,"Deltona-Daytona Beach-Ormond Beach, FL",19660,-31.8159777583555
2020-04-11,"Omaha-Council Bluffs, NE-IA",36540,-35.072706948586
2020-04-11,"Richmond, VA",40060,-32.6537258527314
2020-04-11,"Toledo, OH",45780,-26.7066683737556
2020-04-11,"Austin-Round Rock-Georgetown, TX",12420,-36.6930067458328
2020-04-11,"Memphis, TN-MS-AR",32820,-26.5155354116033
2020-04-11,"Fayetteville, NC",22180,-21.0663406469848
2020-04-11,"Albuquerque, NM",10740,-35.5245334186351
2020-04-11,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,-35.1954989410005
2020-04-11,"Los Angeles-Long Beach-Anaheim, CA",31080,-34.9943407781265
2020-04-11,"Colorado Springs, CO",17820,-35.2558496093246
2020-04-11,"Riverside-San Bernardino-Ontario, CA",40140,-28.0092121809931
2020-04-11,"Seattle-Tacoma-Bellevue, WA",42660,-31.8431182297452
2020-04-11,"Houston-The Woodlands-Sugar Land, TX",26420,-36.7158645259671
2020-04-11,"Tampa-St. Petersburg-Clearwater, FL",45300,-31.2895585258553
2020-04-11,"Charlotte-Concord-Gastonia, NC-SC",16740,-34.4101174004494
2020-04-11,"Ogden-Clearfield, UT",36260,-28.2196171029756
2020-04-11,"Portland-South Portland, ME",38860,-34.7323602142372
2020-04-11,"New York-Newark-Jersey City, NY-NJ-PA",35620,-30.946670171365
2020-04-11,"Indianapolis-Carmel-Anderson, IN",26900,-30.5842579637603
2020-04-11,"Stockton, CA",44700,-25.3763845472557
2020-04-11,"Detroit-Warren-Dearborn, MI",19820,-31.2550640441598
2020-04-11,"Cincinnati, OH-KY-IN",17140,-32.1943600684347
2020-04-11,"Knoxville, TN",28940,-27.8406311337712
2020-04-11,"Lansing-East Lansing, MI",29620,-36.256486618292
2020-04-11,"Urban Honolulu, HI",46520,-41.6092967083409
2020-04-11,"North Port-Sarasota-Bradenton, FL",35840,-38.5649552647282
2020-04-11,"Jackson, MS",27140,-24.4113987711723
2020-04-11,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,-40.2389408286814
2020-04-11,"Albany-Schenectady-Troy, NY",10580,-25.4366700109814
2020-04-11,"Columbus, OH",18140,-31.9329346448307
2020-04-11,"Scranton--Wilkes-Barre, PA",42540,-27.3901966907862
2020-04-11,"Oklahoma City, OK",36420,-31.5859549845121
2020-04-11,"Bakersfield, CA",12540,-25.8828709028547
2020-04-11,"Boise City, ID",14260,-30.8939311993037
2020-04-12,"Riverside-San Bernardino-Ontario, CA",40140,-28.3649416847949
2020-04-12,"Kansas City, MO-KS",28140,-33.1684994951779
2020-04-12,"Madison, WI",31540,-33.6179442542522
2020-04-12,"Scranton--Wilkes-Barre, PA",42540,-27.8153713185834
2020-04-12,"Columbus, OH",18140,-32.5338096201976
2020-04-12,"Baton Rouge, LA",12940,-32.0203339931765
2020-04-12,"Louisville/Jefferson County, KY-IN",31140,-23.9167091026068
2020-04-12,"Poughkeepsie-Newburgh-Middletown, NY",39100,-31.7697934159382
2020-04-12,"Birmingham-Hoover, AL",13820,-32.4016098026439
2020-04-12,"Palm Bay-Melbourne-Titusville, FL",37340,-30.3815999074075
2020-04-12,"Harrisburg-Carlisle, PA",25420,-30.7512084585105
2020-04-12,"Dayton-Kettering, OH",19430,-26.8737427850819
2020-04-12,"Pensacola-Ferry Pass-Brent, FL",37860,-31.1511845610234
2020-04-12,"Knoxville, TN",28940,-28.0364417060854
2020-04-12,"Atlanta-Sandy Springs-Alpharetta, GA",12060,-36.2565337183791
2020-04-12,"Omaha-Council Bluffs, NE-IA",36540,-35.546663874726
2020-04-12,"Albany-Schenectady-Troy, NY",10580,-25.9053777823507
2020-04-12,"Richmond, VA",40060,-33.3491443797116
2020-04-12,"Lansing-East Lansing, MI",29620,-36.4726012210065
2020-04-12,"Greenville-Anderson, SC",24860,-33.0442581560746
2020-04-12,"Albuquerque, NM",10740,-35.9040279662032
2020-04-12,"Sacramento-Roseville-Folsom, CA",40900,-31.1767937047099
2020-04-12,"Oxnard-Thousand Oaks-Ventura, CA",37100,-32.5256795365954
2020-04-12,"Houston-The Woodlands-Sugar Land, TX",26420,-37.1097510070782
2020-04-12,"St. Louis, MO-IL",41180,-30.150999766261
2020-04-12,"Toledo, OH",45780,-26.8313159187302
2020-04-12,"Buffalo-Cheektowaga, NY",15380,-35.6627019816927
2020-04-12,"McAllen-Edinburg-Mission, TX",32580,-28.851445504045
2020-04-12,"Indianapolis-Carmel-Anderson, IN",26900,-30.72702140117
2020-04-12,"Winston-Salem, NC",49180,-31.0261500907954
2020-04-12,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,-37.8488199699119
2020-04-12,"Urban Honolulu, HI",46520,-42.2429966178786
2020-04-12,"Salt Lake City, UT",41620,-40.7650916343401
2020-04-12,"Syracuse, NY",45060,-33.4058495016398
2020-04-12,"Charlotte-Concord-Gastonia, NC-SC",16740,-34.9880081714608
2020-04-12,"Fresno, CA",23420,-24.205775113882
2020-04-12,"San Francisco-Oakland-Berkeley, CA",41860,-32.3965580292137
2020-04-12,"Phoenix-Mesa-Chandler, AZ",38060,-38.4388894074951
2020-04-12,"Little Rock-North Little Rock-Conway, AR",30780,-35.4877936078407
2020-04-12,"Cincinnati, OH-KY-IN",17140,-32.5806994159726
2020-04-12,"Des Moines-West Des Moines, IA",19780,-33.1902124265467
2020-04-12,"Lakeland-Winter Haven, FL",29460,-28.3882743394606
2020-04-12,"Provo-Orem, UT",39340,-42.5773406416338
2020-04-12,"Worcester, MA-CT",49340,-23.4111304742353
2020-04-12,"Cleveland-Elyria, OH",17460,-31.549774972866
2020-04-12,"Youngstown-Warren-Boardman, OH-PA",49660,-26.3327613928801
2020-04-12,"Akron, OH",10420,-34.7292070807022
2020-04-12,"Springfield, MA",44140,-28.8360778665979
2020-04-12,"Boise City, ID",14260,-31.410696683222
2020-04-12,"Jackson, MS",27140,-24.8756409546897
2020-04-12,"Fayetteville, NC",22180,-21.4951638716074
2020-04-12,"Jacksonville, FL",27260,-34.6582147213933
2020-04-12,"North Port-Sarasota-Bradenton, FL",35840,-39.1430243235545
2020-04-12,"Lancaster, PA",29540,-30.7175648858
2020-04-12,"Bridgeport-Stamford-Norwalk, CT",14860,-31.3591423179823
2020-04-12,"New York-Newark-Jersey City, NY-NJ-PA",35620,-31.6152530596552
2020-04-12,"Los Angeles-Long Beach-Anaheim, CA",31080,-35.4664354312312
2020-04-12,"Hartford-East Hartford-Middletown, CT",25540,-33.8513676055439
2020-04-12,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,-35.6209928169542
2020-04-12,"Providence-Warwick, RI-MA",39300,-33.5442388492856
2020-04-12,"Lexington-Fayette, KY",30460,-30.1689627000374
2020-04-12,"Colorado Springs, CO",17820,-35.5522272796735
2020-04-12,"Chicago-Naperville-Elgin, IL-IN-WI",16980,-32.8278387908015
2020-04-12,"El Paso, TX",21340,-31.4507140957974
2020-04-12,"Pittsburgh, PA",38300,-32.0692153632639
2020-04-12,"Grand Rapids-Kentwood, MI",24340,-36.7013225319061
2020-04-12,"Tulsa, OK",46140,-34.1182495826672
2020-04-12,"Durham-Chapel Hill, NC",20500,-28.426515317164
2020-04-12,"Stockton, CA",44700,-25.5388789136732
2020-04-12,"Deltona-Daytona Beach-Ormond Beach, FL",19660,-32.210076617875
2020-04-12,"Spokane-Spokane Valley, WA",44060,-32.1953395313467
2020-04-12,"Memphis, TN-MS-AR",32820,-27.0700633103602
2020-04-12,"Augusta-Richmond County, GA-SC",12260,-21.0604924363769
2020-04-12,"Portland-South Portland, ME",38860,-35.4467596067724
2020-04-12,"Las Vegas-Henderson-Paradise, NV",29820,-37.688294205658
2020-04-12,"Greensboro-High Point, NC",24660,-31.9616746910274
2020-04-12,"Dallas-Fort Worth-Arlington, TX",19100,-35.3162830695489
2020-04-12,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,-40.9902397069758
2020-04-12,"New Haven-Milford, CT",35300,-22.3205613891637
2020-04-12,"Boston-Cambridge-Newton, MA-NH",14460,-36.429411733882
2020-04-12,"Seattle-Tacoma-Bellevue, WA",42660,-32.6114908690816
2020-04-12,"Tampa-St. Petersburg-Clearwater, FL",45300,-32.0229696890671
2020-04-12,"Orlando-Kissimmee-Sanford, FL",36740,-41.4298910780926
2020-04-12,"Tucson, AZ",46060,-32.0891060976933
2020-04-12,"Denver-Aurora-Lakewood, CO",19740,-39.9185994890872
2020-04-12,"Ogden-Clearfield, UT",36260,-28.6160065664486
2020-04-12,"Baltimore-Columbia-Towson, MD",12580,-23.0732081356964
2020-04-12,"Allentown-Bethlehem-Easton, PA-NJ",10900,-32.0158548849433
2020-04-12,"San Antonio-New Braunfels, TX",41700,-38.6056071506001
2020-04-12,"San Jose-Sunnyvale-Santa Clara, CA",41940,-28.8524641489983
2020-04-12,"New Orleans-Metairie, LA",35380,-32.077836340261
2020-04-12,"Detroit-Warren-Dearborn, MI",19820,-31.8111711840676
2020-04-12,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,-24.6767948028534
2020-04-12,"San Diego-Chula Vista-Carlsbad, CA",41740,-32.8436333416545
2020-04-12,"Modesto, CA",33700,-24.9059387616109
2020-04-12,"Portland-Vancouver-Hillsboro, OR-WA",38900,-37.158252778576
2020-04-12,"Rochester, NY",40380,-32.8343788371904
2020-04-12,"Cape Coral-Fort Myers, FL",15980,-31.1113325920911
2020-04-12,"Oklahoma City, OK",36420,-32.0494205967148
2020-04-12,"Fayetteville-Springdale-Rogers, AR",22220,-39.3979915265263
2020-04-12,"Columbia, SC",17900,-30.1197798262404
2020-04-12,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,-32.4164889240242
2020-04-12,"Austin-Round Rock-Georgetown, TX",12420,-37.3832326940127
2020-04-12,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,-32.1746664027888
2020-04-12,"Raleigh-Cary, NC",39580,-34.7340290521114
2020-04-12,"Milwaukee-Waukesha, WI",33340,-33.5808041628391
2020-04-12,"Wichita, KS",48620,-35.6126251001271
2020-04-12,"Bakersfield, CA",12540,-25.8771260951206
2020-04-12,"Chattanooga, TN-GA",16860,-31.5956681208756
2020-04-12,"Charleston-North Charleston, SC",16700,-36.9266527380536
2020-04-13,"Virginia Beach-Norfolk-Newport News, VA-NC",47260,-32.7073742135628
2020-04-13,"Tucson, AZ",46060,-32.5729355971164
2020-04-13,"Wichita, KS",48620,-36.5001523499179
2020-04-13,"Omaha-Council Bluffs, NE-IA",36540,-36.2797186551995
2020-04-13,"Miami-Fort Lauderdale-Pompano Beach, FL",33100,-41.6736985781624
2020-04-13,"Durham-Chapel Hill, NC",20500,-29.0984969050659
2020-04-13,"Lakeland-Winter Haven, FL",29460,-29.0019299203862
2020-04-13,"Madison, WI",31540,-34.2805868459156
2020-04-13,"Fresno, CA",23420,-24.8234262162639
2020-04-13,"Modesto, CA",33700,-25.5609516696284
2020-04-13,"Tampa-St. Petersburg-Clearwater, FL",45300,-32.7718659041731
2020-04-13,"Rochester, NY",40380,-33.3731388577266
2020-04-13,"Detroit-Warren-Dearborn, MI",19820,-32.4577340201336
2020-04-13,"Lansing-East Lansing, MI",29620,-36.8150585805109
2020-04-13,"Charlotte-Concord-Gastonia, NC-SC",16740,-35.5866185830172
2020-04-13,"Chicago-Naperville-Elgin, IL-IN-WI",16980,-33.4272966694013
2020-04-13,"Jackson, MS",27140,-25.361246616102
2020-04-13,"Oxnard-Thousand Oaks-Ventura, CA",37100,-33.3779956279023
2020-04-13,"Lancaster, PA",29540,-31.2679293827372
2020-04-13,"Fayetteville, NC",22180,-22.0303976121014
2020-04-13,"New York-Newark-Jersey City, NY-NJ-PA",35620,-32.1680675222694
2020-04-13,"McAllen-Edinburg-Mission, TX",32580,-29.831803900876402
2020-04-13,"Pensacola-Ferry Pass-Brent, FL",37860,-31.7170388174885
2020-04-13,"Boston-Cambridge-Newton, MA-NH",14460,-36.9086181123558
2020-04-13,"Providence-Warwick, RI-MA",39300,-34.5286576069989
2020-04-13,"Palm Bay-Melbourne-Titusville, FL",37340,-31.1222862313572
2020-04-13,"Cleveland-Elyria, OH",17460,-32.0185546647734
2020-04-13,"Memphis, TN-MS-AR",32820,-27.7258083208279
2020-04-13,"Stockton, CA",44700,-26.242972600442
2020-04-13,"Lexington-Fayette, KY",30460,-30.5950056800599
2020-04-13,"Chattanooga, TN-GA",16860,-32.1926789773115
2020-04-13,"Cape Coral-Fort Myers, FL",15980,-31.7581314463155
2020-04-13,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,-33.122705893569
2020-04-13,"Jacksonville, FL",27260,-35.1619523081328
2020-04-13,"Columbus, OH",18140,-33.2297471945262
2020-04-13,"Tulsa, OK",46140,-35.0051002000216
2020-04-13,"San Jose-Sunnyvale-Santa Clara, CA",41940,-29.452674357532
2020-04-13,"Baton Rouge, LA",12940,-32.8809384139862
2020-04-13,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,-25.0629895546443
2020-04-13,"Houston-The Woodlands-Sugar Land, TX",26420,-37.8366592512908
2020-04-13,"Allentown-Bethlehem-Easton, PA-NJ",10900,-32.8559862473713
2020-04-13,"Atlanta-Sandy Springs-Alpharetta, GA",12060,-36.8493700452867
2020-04-13,"Raleigh-Cary, NC",39580,-35.2877665717833
2020-04-13,"Las Vegas-Henderson-Paradise, NV",29820,-38.2290334479515
2020-04-13,"Oklahoma City, OK",36420,-32.6438412705315
2020-04-13,"Portland-Vancouver-Hillsboro, OR-WA",38900,-37.6961100591283
2020-04-13,"Grand Rapids-Kentwood, MI",24340,-37.0409553067062
2020-04-13,"San Diego-Chula Vista-Carlsbad, CA",41740,-33.4065426918953
2020-04-13,"Knoxville, TN",28940,-28.7281702582103
2020-04-13,"Worcester, MA-CT",49340,-23.9651193815495
2020-04-13,"Orlando-Kissimmee-Sanford, FL",36740,-42.151995867184
2020-04-13,"San Francisco-Oakland-Berkeley, CA",41860,-32.434787871523
2020-04-13,"Kansas City, MO-KS",28140,-34.0273260337277
2020-04-13,"Minneapolis-St. Paul-Bloomington, MN-WI",33460,-36.2156926514295
2020-04-13,"Portland-South Portland, ME",38860,-36.217768787934
2020-04-13,"Baltimore-Columbia-Towson, MD",12580,-23.700057757939
2020-04-13,"Fayetteville-Springdale-Rogers, AR",22220,-40.4245897930065
2020-04-13,"Toledo, OH",45780,-27.1193722239255
2020-04-13,"Columbia, SC",17900,-30.3624269895975
2020-04-13,"Buffalo-Cheektowaga, NY",15380,-36.1724114410226
2020-04-13,"Charleston-North Charleston, SC",16700,-37.8386420219342
2020-04-13,"Spokane-Spokane Valley, WA",44060,-32.9695445405994
2020-04-13,"Greenville-Anderson, SC",24860,-33.9886743947674
2020-04-13,"Bridgeport-Stamford-Norwalk, CT",14860,-31.9348676657169
2020-04-13,"Deltona-Daytona Beach-Ormond Beach, FL",19660,-32.7444816700347
2020-04-13,"Louisville/Jefferson County, KY-IN",31140,-24.3680119101176
2020-04-13,"Los Angeles-Long Beach-Anaheim, CA",31080,-36.012616962944
2020-04-13,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,-38.6398104312118
2020-04-13,"Milwaukee-Waukesha, WI",33340,-34.0304046030236
2020-04-13,"New Orleans-Metairie, LA",35380,-33.2588938691725
2020-04-13,"Albany-Schenectady-Troy, NY",10580,-26.4233341750173
2020-04-13,"Dayton-Kettering, OH",19430,-27.2286406081825
2020-04-13,"Youngstown-Warren-Boardman, OH-PA",49660,-26.5649565666194
2020-04-13,"Sacramento-Roseville-Folsom, CA",40900,-31.7275189672794
2020-04-13,"Scranton--Wilkes-Barre, PA",42540,-28.5184061425967
2020-04-13,"Seattle-Tacoma-Bellevue, WA",42660,-33.3743369435832
2020-04-13,"Dallas-Fort Worth-Arlington, TX",19100,-36.0858049503427
2020-04-13,"Springfield, MA",44140,-29.330252123434
2020-04-13,"Salt Lake City, UT",41620,-41.5540755779632
2020-04-13,"New Haven-Milford, CT",35300,-23.4514620248595
2020-04-13,"Harrisburg-Carlisle, PA",25420,-31.3989477005576
2020-04-13,"St. Louis, MO-IL",41180,-30.7966346646482
2020-04-13,"Richmond, VA",40060,-34.1131220200027
2020-04-13,"Riverside-San Bernardino-Ontario, CA",40140,-28.9688255786641
2020-04-13,"Des Moines-West Des Moines, IA",19780,-33.8108922411686
2020-04-13,"Little Rock-North Little Rock-Conway, AR",30780,-36.1497520133341
2020-04-13,"Indianapolis-Carmel-Anderson, IN",26900,-31.1510773864772
2020-04-13,"Augusta-Richmond County, GA-SC",12260,-21.4666730809786
2020-04-13,"Phoenix-Mesa-Chandler, AZ",38060,-38.9714863902516
2020-04-13,"North Port-Sarasota-Bradenton, FL",35840,-39.7180337025962
2020-04-13,"Provo-Orem, UT",39340,-43.5647055201162
2020-04-13,"Pittsburgh, PA",38300,-32.7071701156223
2020-04-13,"Syracuse, NY",45060,-33.7968533492787
2020-04-13,"Denver-Aurora-Lakewood, CO",19740,-40.6487685338466
2020-04-13,"Cincinnati, OH-KY-IN",17140,-33.0216886077184
2020-04-13,"Birmingham-Hoover, AL",13820,-33.2705287494512
2020-04-13,"Austin-Round Rock-Georgetown, TX",12420,-38.1550691505246
2020-04-13,"Boise City, ID",14260,-32.0381042457117
2020-04-13,"Urban Honolulu, HI",46520,-42.9658975432658
2020-04-13,"Greensboro-High Point, NC",24660,-32.7830200593739
2020-04-13,"El Paso, TX",21340,-32.6176772138324
2020-04-13,"Colorado Springs, CO",17820,-36.0525827634814
2020-04-13,"Poughkeepsie-Newburgh-Middletown, NY",39100,-32.4543023353415
2020-04-13,"Albuquerque, NM",10740,-36.4053707354813
2020-04-13,"Bakersfield, CA",12540,-26.170824106529
2020-04-13,"Ogden-Clearfield, UT",36260,-29.0833621228071
2020-04-13,"Winston-Salem, NC",49180,-31.9781740027273
2020-04-13,"Hartford-East Hartford-Middletown, CT",25540,-34.5240077941885
2020-04-13,"San Antonio-New Braunfels, TX",41700,-39.3529491811174
2020-04-13,"Akron, OH",10420,-35.3568309690919
2020-04-14,"Baton Rouge, LA",12940,-33.719477031123
2020-04-14,"Stockton, CA",44700,-26.7629388324837
2020-04-14,"Louisville/Jefferson County, KY-IN",31140,-25.2864081039688
2020-04-14,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,-25.430013491073
2020-04-14,"Columbia, SC",17900,-30.5258902106768
2020-04-14,"Fresno, CA",23420,-25.0396891967411
2020-04-14,"San Antonio-New Braunfels, TX",41700,-39.9822506755016
2020-04-14,"Cleveland-Elyria, OH",17460,-32.3924386056243
2020-04-14,"Birmingham-Hoover, AL",13820,-34.5932339041107
2020-04-14,"Greenville-Anderson, SC",24860,-34.7571720412513
2020-04-14,"Bridgeport-Stamford-Norwalk, CT",14860,-32.3995207969221
2020-04-14,"Deltona-Daytona Beach-Ormond Beach, FL",19660,-33.110236694884
2020-04-14,"Boston-Cambridge-Newton, MA-NH",14460,-37.2281655767468
2020-04-14,"Rochester, NY",40380,-33.7606766619361
2020-04-14,"Harrisburg-Carlisle, PA",25420,-31.9832461132595
2020-04-14,"Cincinnati, OH-KY-IN",17140,-33.3830428711933
2020-04-14,"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,-39.2601636148107
2020-04-14,"Akron, OH",10420,-35.8543175802588
2020-04-14,"Albany-Schenectady-Troy, NY",10580,-26.6586979063573
2020-04-14,"Charlotte-Concord-Gastonia, NC-SC",16740,-35.9800038789074
2020-04-14,"El Paso, TX",21340,-33.5451623520752
2020-04-14,"Los Angeles-Long Beach-Anaheim, CA",31080,-36.5312661018387
2020-04-14,"St. Louis, MO-IL",41180,-31.4039155842182
2020-04-14,"Pittsburgh, PA",38300,-33.3460383033795
2020-04-14,"Lakeland-Winter Haven, FL",29460,-29.2977157571034
2020-04-14,"Fayetteville, NC",22180,-22.3558458476994
2020-04-14,"Charleston-North Charleston, SC",16700,-38.5578873253573
