date,state,pct_chng_feb_1
2020-02-01,ak,0
2020-02-02,ak,-0.36
2020-02-03,ak,-0.54
2020-02-04,ak,-0.61
2020-02-05,ak,-0.6
2020-02-06,ak,-0.53
2020-02-07,ak,-0.47
2020-02-08,ak,-0.15
2020-02-09,ak,0.02
2020-02-10,ak,0.15
2020-02-11,ak,0.24
2020-02-12,ak,0.35
2020-02-13,ak,0.33
2020-02-14,ak,0.3
2020-02-15,ak,0.07
2020-02-16,ak,0.06
2020-02-17,ak,0.04
2020-02-18,ak,0.12
2020-02-19,ak,0.05
2020-02-20,ak,-0.07
2020-02-21,ak,-0.1
2020-02-22,ak,0.04
2020-02-23,ak,0.09
2020-02-24,ak,0.05
2020-02-25,ak,0.37
2020-02-26,ak,0.78
2020-02-27,ak,1.36
2020-02-28,ak,1.95
2020-02-29,ak,2.41
2020-03-01,ak,2.87
2020-03-02,ak,3.33
2020-03-03,ak,3.31
2020-03-04,ak,2.76
2020-03-05,ak,2.07
2020-03-06,ak,1.32
2020-03-07,ak,0.58
2020-03-08,ak,-0.23
2020-03-09,ak,-1.41
2020-03-10,ak,-2.29
2020-03-11,ak,-2.79
2020-03-12,ak,-3.36
2020-03-13,ak,-3.87
2020-03-14,ak,-4.42
2020-03-15,ak,-4.89
2020-03-16,ak,-4.94
2020-03-17,ak,-5.45
2020-03-18,ak,-5.95
2020-03-19,ak,-6.45
2020-03-20,ak,-7.19
2020-03-21,ak,-8.08
2020-03-22,ak,-8.9
2020-03-23,ak,-9.81
2020-03-24,ak,-10.48
2020-03-25,ak,-11.16
2020-03-26,ak,-11.92
2020-03-27,ak,-12.89
2020-03-28,ak,-13.89
2020-03-29,ak,-14.87
2020-03-30,ak,-15.81
2020-03-31,ak,-16.8
2020-04-01,ak,-18
2020-04-02,ak,-19.31
2020-04-03,ak,-20.32
2020-04-04,ak,-21.25
2020-04-05,ak,-22.31
2020-04-06,ak,-23.5
2020-04-07,ak,-24.93
2020-04-08,ak,-25.92
2020-04-09,ak,-26.7
2020-04-10,ak,-27.31
2020-04-11,ak,-27.84
2020-04-12,ak,-28.37
2020-04-13,ak,-28.71
2020-04-14,ak,-28.86
2020-04-15,ak,-29.31
2020-04-16,ak,-29.72
2020-04-17,ak,-30.18
2020-04-18,ak,-30.53
2020-04-19,ak,-30.9
2020-04-20,ak,-31.28
2020-04-21,ak,-31.93
2020-04-22,ak,-32.56
2020-04-23,ak,-33.18
2020-04-24,ak,-33.71
2020-04-25,ak,-34.18
2020-04-26,ak,-34.58
2020-04-27,ak,-35
2020-04-28,ak,-35.17
2020-04-29,ak,-35.19
2020-04-30,ak,-35.22
2020-05-01,ak,-35.22
2020-05-02,ak,-35.33
2020-05-03,ak,-35.45
2020-05-04,ak,-35.59
2020-05-05,ak,-35.55
2020-05-06,ak,-35.39
2020-05-07,ak,-35.23
2020-05-08,ak,-35
2020-05-09,ak,-34.78
2020-05-10,ak,-34.51
2020-05-11,ak,-34.21
2020-05-12,ak,-33.96
2020-05-13,ak,-34.14
2020-05-14,ak,-34.09
2020-05-15,ak,-33.84
2020-05-16,ak,-33.63
2020-05-17,ak,-33.46
2020-05-18,ak,-33.32
2020-05-19,ak,-33.3
2020-05-20,ak,-33.03
2020-05-21,ak,-32.81
2020-05-22,ak,-32.73
2020-05-23,ak,-32.51
2020-05-24,ak,-32.26
2020-05-25,ak,-31.98
2020-05-26,ak,-31.61
2020-05-27,ak,-31.26
2020-05-28,ak,-31.05
2020-05-29,ak,-30.87
2020-05-30,ak,-30.7
2020-05-31,ak,-30.54
2020-06-01,ak,-30.45
2020-06-02,ak,-30.29
2020-06-03,ak,-30.02
2020-06-04,ak,-29.78
2020-06-05,ak,-29.59
2020-06-06,ak,-29.4
2020-06-07,ak,-29.24
2020-06-08,ak,-29.09
2020-06-09,ak,-28.87
2020-06-10,ak,-28.67
2020-06-11,ak,-28.39
2020-06-12,ak,-28.02
2020-06-13,ak,-27.67
2020-06-14,ak,-27.21
2020-06-15,ak,-26.71
2020-06-16,ak,-26.37
2020-06-17,ak,-26.05
2020-06-18,ak,-25.76
2020-06-19,ak,-25.58
2020-06-20,ak,-25.22
2020-06-21,ak,-24.94
2020-06-22,ak,-24.56
2020-06-23,ak,-23.81
2020-06-24,ak,-23
2020-06-25,ak,-22.17
2020-06-26,ak,-21.33
2020-06-27,ak,-20.6
2020-06-28,ak,-19.81
2020-06-29,ak,-19.08
2020-06-30,ak,-18.58
2020-07-01,ak,-18.28
2020-07-02,ak,-18.49
2020-07-03,ak,-18.9
2020-07-04,ak,-19.29
2020-07-05,ak,-19.78
2020-07-06,ak,-20.32
2020-07-07,ak,-20.88
2020-07-08,ak,-21.24
2020-07-09,ak,-21.1
2020-07-10,ak,-20.76
2020-07-11,ak,-20.5
2020-07-12,ak,-20.24
2020-07-13,ak,-20.02
2020-07-14,ak,-19.72
2020-07-15,ak,-19.46
2020-07-16,ak,-19.14
2020-07-17,ak,-18.85
2020-07-18,ak,-18.72
2020-07-19,ak,-18.45
2020-07-20,ak,-18.12
2020-07-21,ak,-17.91
2020-07-22,ak,-17.65
2020-07-23,ak,-17.38
2020-07-24,ak,-16.88
2020-07-25,ak,-16.15
2020-07-26,ak,-15.52
2020-07-27,ak,-14.82
2020-07-28,ak,-14.17
2020-07-29,ak,-13.45
2020-07-30,ak,-12.8
2020-07-31,ak,-12.36
2020-08-01,ak,-12.13
2020-08-02,ak,-11.89
2020-08-03,ak,-11.68
2020-08-04,ak,-11.48
2020-08-05,ak,-11.75
2020-08-06,ak,-12.05
2020-08-07,ak,-12.41
2020-08-08,ak,-12.74
2020-08-09,ak,-13.07
2020-08-10,ak,-13.44
2020-08-11,ak,-13.76
2020-08-12,ak,-13.81
2020-08-13,ak,-13.81
2020-08-14,ak,-13.77
2020-08-15,ak,-13.71
2020-08-16,ak,-13.57
2020-08-17,ak,-13.42
2020-08-18,ak,-13.24
2020-08-19,ak,-13.03
2020-08-20,ak,-12.84
2020-08-21,ak,-12.63
2020-08-22,ak,-12.21
2020-08-23,ak,-11.86
2020-08-24,ak,-11.6
2020-08-25,ak,-11.28
2020-08-26,ak,-10.92
2020-08-27,ak,-10.72
2020-08-28,ak,-10.52
2020-08-29,ak,-10.39
2020-08-30,ak,-10.25
2020-08-31,ak,-10.06
2020-09-01,ak,-10
2020-09-02,ak,-10.02
2020-09-03,ak,-9.89
2020-09-04,ak,-9.94
2020-09-05,ak,-9.93
2020-09-06,ak,-9.99
2020-09-07,ak,-10.08
2020-09-08,ak,-10.27
2020-09-09,ak,-10.49
2020-09-10,ak,-10.77
2020-09-11,ak,-10.81
2020-09-12,ak,-11.11
2020-09-13,ak,-11.28
2020-09-14,ak,-11.42
2020-09-15,ak,-11.43
2020-09-16,ak,-11.4
2020-09-17,ak,-11.37
2020-09-18,ak,-11.39
2020-09-19,ak,-11.38
2020-09-20,ak,-11.39
2020-09-21,ak,-11.37
2020-09-22,ak,-11.26
2020-09-23,ak,-10.84
2020-09-24,ak,-10.36
2020-09-25,ak,-9.83
2020-09-26,ak,-9.37
2020-09-27,ak,-8.88
2020-09-28,ak,-8.34
2020-09-29,ak,-7.89
2020-09-30,ak,-7.82
2020-10-01,ak,-7.77
2020-10-02,ak,-7.92
2020-10-03,ak,-7.75
2020-10-04,ak,-7.82
2020-10-05,ak,-8.04
2020-10-06,ak,-8.12
2020-10-07,ak,-8.02
2020-10-08,ak,-7.8
2020-10-09,ak,-7.45
2020-10-10,ak,-7.15
2020-10-11,ak,-6.76
2020-10-12,ak,-6.3
2020-10-13,ak,-6.07
2020-10-14,ak,-5.88
2020-10-15,ak,-6.31
2020-10-16,ak,-6.82
2020-10-17,ak,-7.79
2020-10-18,ak,-8.37
2020-10-19,ak,-8.93
2020-10-20,ak,-9.32
2020-10-21,ak,-9.42
2020-10-22,ak,-8.8
2020-10-23,ak,-8.15
2020-10-24,ak,-7.07
2020-10-25,ak,-6.35
2020-10-26,ak,-5.67
2020-10-27,ak,-5.13
2020-10-28,ak,-4.94
2020-10-29,ak,-4.92
2020-10-30,ak,-4.88
2020-10-31,ak,-4.94
2020-11-01,ak,-4.98
2020-11-02,ak,-5.09
2020-11-03,ak,-5.07
2020-11-04,ak,-5.04
2020-11-05,ak,-5.18
2020-11-06,ak,-5.35
2020-11-07,ak,-5.5
2020-11-08,ak,-5.64
2020-11-09,ak,-5.72
2020-11-10,ak,-5.9
2020-11-11,ak,-5.95
2020-11-12,ak,-5.89
2020-11-13,ak,-5.8
2020-11-14,ak,-5.57
2020-11-15,ak,-5.14
2020-11-16,ak,-4.52
2020-11-17,ak,-3.88
2020-11-18,ak,-3.31
2020-11-19,ak,-2.7
2020-11-20,ak,-2.1
2020-11-21,ak,-1.79
2020-11-22,ak,-1.67
2020-11-23,ak,-1.72
2020-11-24,ak,-1.77
2020-11-25,ak,-1.84
2020-11-26,ak,-1.88
2020-11-27,ak,-1.98
2020-11-28,ak,-1.96
2020-11-29,ak,-2.03
2020-11-30,ak,-2.09
2020-12-01,ak,-2.09
2020-12-02,ak,-2.21
2020-12-03,ak,-2.32
2020-12-04,ak,-2.46
2020-12-05,ak,-2.48
2020-12-06,ak,-2.63
2020-12-07,ak,-2.7
2020-12-08,ak,-2.79
2020-12-09,ak,-2.74
2020-12-10,ak,-2.73
2020-12-11,ak,-2.62
2020-12-12,ak,-2.66
2020-12-13,ak,-2.4
2020-12-14,ak,-2.22
2020-12-15,ak,-2.06
2020-12-16,ak,-1.79
2020-12-17,ak,-1.64
2020-12-18,ak,-1.46
2020-12-19,ak,-1.46
2020-12-20,ak,-1.55
2020-12-21,ak,-1.7
2020-12-22,ak,-1.86
2020-12-23,ak,-2.12
2020-12-24,ak,-2.35
2020-12-25,ak,-2.59
2020-12-26,ak,-2.64
2020-12-27,ak,-2.67
2020-12-28,ak,-2.6
2020-12-29,ak,-2.53
2020-12-30,ak,-2.39
2020-12-31,ak,-2.23
2021-01-01,ak,-2.13
2021-01-02,ak,-2.13
2021-01-03,ak,-2.11
2021-01-04,ak,-2.06
2021-01-05,ak,-1.99
2021-01-06,ak,-1.81
2021-01-07,ak,-1.56
2021-01-08,ak,-1.12
2021-01-09,ak,-0.58
2021-01-10,ak,-0.07
2021-01-11,ak,0.27
2021-01-12,ak,0.58
2021-01-13,ak,0.63
2021-01-14,ak,0.64
2021-01-15,ak,0.57
2021-01-16,ak,0.24
2021-01-17,ak,-0.07
2021-01-18,ak,-0.2
2021-01-19,ak,-0.24
2021-01-20,ak,-0.24
2021-01-21,ak,-0.63
2021-01-22,ak,-1.04
2021-01-23,ak,-1.31
2021-01-24,ak,-1.56
2021-01-25,ak,-1.9
2021-01-26,ak,-2.29
2021-01-27,ak,-2.7
2021-01-28,ak,-2.69
2021-01-29,ak,-2.75
2021-01-30,ak,-2.62
2021-01-31,ak,-2.47
2021-02-01,ak,-2.35
2021-02-02,ak,-1.84
2021-02-03,ak,-1.34
2021-02-04,ak,-0.87
2021-02-05,ak,-0.09
2021-02-06,ak,0.57
2021-02-07,ak,1.22
2021-02-08,ak,1.89
2021-02-09,ak,2.12
2021-02-10,ak,2.43
2021-02-11,ak,2.75
2021-02-12,ak,2.99
2021-02-13,ak,3.31
2021-02-14,ak,3.56
2021-02-15,ak,3.84
2021-02-16,ak,4.11
2021-02-17,ak,4.36
2021-02-18,ak,4.72
2021-02-19,ak,4.82
2021-02-20,ak,4.86
2021-02-21,ak,4.92
2021-02-22,ak,4.98
2021-02-23,ak,5.04
2021-02-24,ak,5.21
2021-02-25,ak,5.11
2021-02-26,ak,5.12
2021-02-27,ak,5.1
2021-02-28,ak,5
2021-03-01,ak,4.74
2021-03-02,ak,4.62
2021-03-03,ak,4.42
2021-03-04,ak,4.38
2021-03-05,ak,4.34
2021-03-06,ak,4.23
2021-03-07,ak,4.3
2021-03-08,ak,4.5
2021-03-09,ak,4.73
2021-03-10,ak,5.01
2021-03-11,ak,5.32
2021-03-12,ak,5.59
2021-03-13,ak,6.16
2021-03-14,ak,6.61
2021-03-15,ak,7.13
2021-03-16,ak,7.51
2021-03-17,ak,7.92
2021-03-18,ak,8.41
2021-03-19,ak,9.11
2021-03-20,ak,9.72
2021-03-21,ak,10.27
2021-03-22,ak,10.74
2021-03-23,ak,11.35
2021-03-24,ak,11.79
2021-03-25,ak,12.27
2021-03-26,ak,12.72
2021-03-27,ak,13.25
2021-03-28,ak,13.85
2021-03-29,ak,14.52
2021-03-30,ak,15.14
2021-03-31,ak,16.01
2021-04-01,ak,16.63
2021-04-02,ak,17.2
2021-04-03,ak,17.8
2021-04-04,ak,18.29
2021-04-05,ak,18.72
2021-04-06,ak,19.06
2021-04-07,ak,19.11
2021-04-08,ak,19.28
2021-04-09,ak,19.49
2021-04-10,ak,19.55
2021-04-11,ak,19.44
2021-04-12,ak,19.38
2021-04-13,ak,19.39
2021-04-14,ak,19.5
2021-04-15,ak,19.62
2021-04-16,ak,19.62
2021-04-17,ak,19.31
2021-04-18,ak,19.37
2021-04-19,ak,19.36
2021-04-20,ak,19.23
2021-04-21,ak,19.19
2021-04-22,ak,19.1
2021-04-23,ak,19.11
2021-04-24,ak,19.42
2021-04-25,ak,19.5
2021-04-26,ak,19.63
2021-04-27,ak,19.98
2021-04-28,ak,20.25
2021-04-29,ak,20.54
2021-04-30,ak,20.83
2021-05-01,ak,20.95
2021-05-02,ak,21.13
2021-05-03,ak,21.29
2021-05-04,ak,21.51
2021-05-05,ak,21.84
2021-05-06,ak,22.2
2021-05-07,ak,22.36
2021-05-08,ak,22.72
2021-05-09,ak,23.08
2021-05-10,ak,23.42
2021-05-11,ak,23.54
2021-05-12,ak,23.6
2021-05-13,ak,23.63
2021-05-14,ak,24.09
2021-05-15,ak,24.35
2021-05-16,ak,24.72
2021-05-17,ak,25.05
2021-05-18,ak,25.36
2021-05-19,ak,25.7
2021-05-20,ak,25.96
2021-05-21,ak,25.97
2021-05-22,ak,26.13
2021-05-23,ak,26.29
2021-05-24,ak,26.38
2021-05-25,ak,26.69
2021-05-26,ak,26.69
2021-05-27,ak,27.18
2021-05-28,ak,27.61
2021-05-29,ak,28.11
2021-05-30,ak,28.46
2021-05-31,ak,28.63
2021-06-01,ak,28.44
2021-06-02,ak,28.4
2021-06-03,ak,27.86
2021-06-04,ak,27.55
2021-06-05,ak,27.09
2021-06-06,ak,26.63
2021-06-07,ak,26.3
2021-06-08,ak,26.29
2021-06-09,ak,26.35
2021-06-10,ak,26.55
2021-06-11,ak,26.69
2021-06-12,ak,27.16
2021-06-13,ak,27.66
2021-06-14,ak,28.29
2021-06-15,ak,28.83
2021-06-16,ak,29.36
2021-06-17,ak,29.78
2021-06-18,ak,30.13
2021-06-19,ak,30.15
2021-06-20,ak,30.24
2021-06-21,ak,30.43
2021-06-22,ak,30.51
2021-06-23,ak,30.74
2021-06-24,ak,31.03
2021-06-25,ak,31.29
2021-06-26,ak,31.81
2021-06-27,ak,32.36
2021-06-28,ak,33.05
2021-06-29,ak,33.88
2021-06-30,ak,34.59
2021-07-01,ak,35.29
2021-07-02,ak,35.78
2021-07-03,ak,36.19
2021-07-04,ak,36.5
2021-07-05,ak,36.56
2021-07-06,ak,36.48
2021-07-07,ak,36.27
2021-07-08,ak,36.23
2021-07-09,ak,36.28
2021-07-10,ak,36.21
2021-07-11,ak,36.1
2021-07-12,ak,36.07
2021-07-13,ak,36.03
2021-07-14,ak,36
2021-07-15,ak,35.84
2021-07-16,ak,35.71
2021-07-17,ak,35.26
2021-07-18,ak,35.08
2021-07-19,ak,34.83
2021-07-20,ak,34.79
2021-07-21,ak,34.79
2021-07-22,ak,34.79
2021-07-23,ak,34.97
2021-07-24,ak,35.51
2021-07-25,ak,35.86
2021-07-26,ak,36.41
2021-07-27,ak,36.84
2021-07-28,ak,37.48
2021-07-29,ak,38
2021-07-30,ak,38.38
2021-07-31,ak,38.74
2021-08-01,ak,39.02
2021-08-02,ak,39.13
2021-08-03,ak,39.16
2021-08-04,ak,39.04
2021-08-05,ak,39.18
2021-08-06,ak,39.23
2021-08-07,ak,39.33
2021-08-08,ak,39.48
2021-08-09,ak,39.68
2021-08-10,ak,39.96
2021-08-11,ak,40.08
2021-08-12,ak,40.24
2021-08-13,ak,40.46
2021-08-14,ak,40.76
2021-08-15,ak,41.03
2021-08-16,ak,41.36
2021-08-17,ak,41.77
2021-08-18,ak,42.2
2021-08-19,ak,42.49
2021-08-20,ak,42.68
2021-08-21,ak,42.49
2021-08-22,ak,42.74
2021-08-23,ak,42.93
2021-08-24,ak,42.76
2021-08-25,ak,42.99
2021-08-26,ak,43.15
2021-08-27,ak,43.49
2021-08-28,ak,43.72
2021-08-29,ak,44.06
2021-08-30,ak,44.33
2021-08-31,ak,44.87
2021-09-01,ak,45.09
2021-09-02,ak,45.27
2021-09-03,ak,45.56
2021-09-04,ak,46.1
2021-09-05,ak,46.16
2021-09-06,ak,46.25
2021-09-07,ak,46.12
2021-09-08,ak,45.85
2021-09-09,ak,45.61
2021-09-10,ak,45.06
2021-09-11,ak,44.54
2021-09-12,ak,44
2021-09-13,ak,43.54
2021-09-14,ak,43.2
2021-09-15,ak,43.19
2021-09-16,ak,43.12
2021-09-17,ak,43.31
2021-09-18,ak,43.42
2021-09-19,ak,43.75
2021-09-20,ak,43.92
2021-09-21,ak,44.21
2021-09-22,ak,44.42
2021-09-23,ak,44.54
2021-09-24,ak,44.74
2021-09-25,ak,44.99
2021-09-26,ak,45.07
2021-09-27,ak,45.08
2021-09-28,ak,45.28
2021-09-29,ak,45.46
2021-09-30,ak,45.86
2021-10-01,ak,46.11
2021-10-02,ak,46.47
2021-10-03,ak,46.86
2021-10-04,ak,47.37
2021-10-05,ak,47.29
2021-10-06,ak,47.37
2021-10-07,ak,47.36
2021-10-08,ak,47.48
2021-10-09,ak,47.62
2021-10-10,ak,47.6
2021-10-11,ak,47.59
2021-10-12,ak,47.81
2021-10-13,ak,47.63
2021-10-14,ak,47.57
2021-10-15,ak,47.33
2021-10-16,ak,46.59
2021-10-17,ak,46.37
2021-10-18,ak,46.22
2021-10-19,ak,46.18
2021-10-20,ak,46.35
2021-10-21,ak,46.42
2021-10-22,ak,46.65
2021-10-23,ak,47.41
2021-10-24,ak,47.77
2021-10-25,ak,48.16
2021-10-26,ak,48.52
2021-10-27,ak,49.03
2021-10-28,ak,49.53
2021-10-29,ak,49.93
2021-10-30,ak,50.63
2021-10-31,ak,51.43
2021-11-01,ak,52.18
2021-11-02,ak,52.88
2021-11-03,ak,53.27
2021-11-04,ak,53.51
2021-11-05,ak,53.82
2021-11-06,ak,53.96
2021-11-07,ak,54.04
2021-11-08,ak,54.14
2021-11-09,ak,54.11
2021-11-10,ak,54.21
2021-11-11,ak,54.55
2021-11-12,ak,54.84
2021-11-13,ak,54.93
2021-11-14,ak,55
2021-11-15,ak,55.04
2021-11-16,ak,55.27
2021-11-17,ak,55.67
2021-11-18,ak,56.08
2021-11-19,ak,56.79
2021-11-20,ak,57.06
2021-11-21,ak,57.79
2021-11-22,ak,58.51
2021-11-23,ak,59.07
2021-11-24,ak,59.66
2021-11-25,ak,60.12
2021-11-26,ak,60.11
2021-11-27,ak,60.55
2021-11-28,ak,60.51
2021-11-29,ak,60.53
2021-11-30,ak,60.73
2021-12-01,ak,60.72
2021-12-02,ak,60.79
2021-12-03,ak,60.8
2021-12-04,ak,60.94
2021-12-05,ak,61.04
2021-12-06,ak,61.05
2021-12-07,ak,60.96
2021-12-08,ak,61.3
2021-12-09,ak,61.65
2021-12-10,ak,62.18
2021-12-11,ak,62.63
2021-12-12,ak,62.72
2021-12-13,ak,63.23
2021-12-14,ak,63.92
2021-12-15,ak,64
2021-12-16,ak,63.97
2021-12-17,ak,64.31
2021-12-18,ak,64.26
2021-12-19,ak,64.71
2021-12-20,ak,64.76
2021-12-21,ak,64.83
2021-12-22,ak,64.95
2021-12-23,ak,65.17
2021-12-24,ak,65.22
2021-12-25,ak,65.47
2021-12-26,ak,65.63
2021-12-27,ak,65.96
2021-12-28,ak,66.22
2021-12-29,ak,66.68
2021-12-30,ak,67.1
2021-12-31,ak,67.45
2022-01-01,ak,67.72
2022-01-02,ak,67.7
2022-01-03,ak,67.6
2022-01-04,ak,67.74
2022-01-05,ak,67.91
2022-01-06,ak,68.27
2022-01-07,ak,68.51
2022-01-08,ak,68.81
2022-01-09,ak,69.23
2022-01-10,ak,69.46
2022-01-11,ak,69.39
2022-01-12,ak,69.17
2022-01-13,ak,68.24
2022-01-14,ak,67.18
2022-01-15,ak,66.42
2022-01-16,ak,65.92
2022-01-17,ak,65.67
2022-01-18,ak,65.37
2022-01-19,ak,65.16
2022-01-20,ak,65.46
2022-01-21,ak,65.91
2022-01-22,ak,65.77
2022-01-23,ak,65.6
2022-01-24,ak,65.18
2022-01-25,ak,64.77
2022-01-26,ak,64.42
2022-01-27,ak,63.9
2022-01-28,ak,63.29
2022-01-29,ak,63.11
2022-01-30,ak,63
2022-01-31,ak,62.93
2022-02-01,ak,62.85
2022-02-02,ak,62.68
2022-02-03,ak,62.84
2022-02-04,ak,63.02
2022-02-05,ak,63.2
2022-02-06,ak,63.2
2022-02-07,ak,63.21
2022-02-08,ak,63.39
2022-02-09,ak,63.62
2022-02-10,ak,63.56
2022-02-11,ak,63.73
2022-02-12,ak,64.19
2022-02-13,ak,64.68
2022-02-14,ak,65.03
2022-02-15,ak,65.32
2022-02-16,ak,65.51
2022-02-17,ak,65.5
2022-02-18,ak,65.48
2022-02-19,ak,65.24
2022-02-20,ak,64.93
2022-02-21,ak,64.81
2022-02-22,ak,64.46
2022-02-23,ak,64.16
2022-02-24,ak,64.1
2022-02-25,ak,63.88
2022-02-26,ak,63.7
2022-02-27,ak,63.59
2022-02-28,ak,63.34
2022-03-01,ak,63.37
2022-03-02,ak,63.47
2022-03-03,ak,63.82
2022-03-04,ak,64
2022-03-05,ak,63.96
2022-03-06,ak,63.91
2022-03-07,ak,63.87
2022-03-08,ak,63.61
2022-03-09,ak,63.3
2022-03-10,ak,62.84
2022-03-11,ak,62.63
2022-03-12,ak,62.44
2022-03-13,ak,62.37
2022-03-14,ak,62.44
2022-03-15,ak,62.79
2022-03-16,ak,63.42
2022-03-17,ak,64.38
2022-03-18,ak,65.04
2022-03-19,ak,65.78
2022-03-20,ak,66.49
2022-03-21,ak,67.19
2022-03-22,ak,67.81
2022-03-23,ak,68.24
2022-03-24,ak,67.95
2022-03-25,ak,68.56
2022-03-26,ak,69.22
2022-03-27,ak,69.85
2022-03-28,ak,70.42
2022-03-29,ak,70.72
2022-03-30,ak,70.95
2022-03-31,ak,71.64
2022-04-01,ak,71.46
2022-04-02,ak,71.22
2022-04-03,ak,70.86
2022-04-04,ak,70.42
2022-04-05,ak,69.95
2022-04-06,ak,69.53
2022-04-07,ak,68.91
2022-04-08,ak,68.72
2022-04-09,ak,68.66
2022-04-10,ak,68.58
2022-04-11,ak,68.66
2022-04-12,ak,68.65
2022-04-13,ak,68.64
2022-04-14,ak,68.75
2022-04-15,ak,68.59
2022-04-16,ak,68.08
2022-04-17,ak,67.71
2022-04-18,ak,67.24
2022-04-19,ak,66.96
2022-04-20,ak,66.71
2022-04-21,ak,66.5
2022-04-22,ak,66.24
2022-04-23,ak,66.17
2022-04-24,ak,65.87
2022-04-25,ak,65.27
2022-04-26,ak,64.81
2022-04-27,ak,64.14
2022-04-28,ak,63.87
2022-04-29,ak,63.63
2022-04-30,ak,63.34
2022-05-01,ak,63.31
2022-05-02,ak,63.19
2022-05-03,ak,63.43
2022-05-04,ak,63.78
2022-05-05,ak,63.84
2022-05-06,ak,64.02
2022-05-07,ak,64.35
2022-05-08,ak,64.58
2022-05-09,ak,65.26
2022-05-10,ak,65.58
2022-05-11,ak,66.07
2022-05-12,ak,66.38
2022-05-13,ak,66.53
2022-05-14,ak,66.61
2022-05-15,ak,66.83
2022-05-16,ak,67.18
2022-05-17,ak,67.3
2022-05-18,ak,67.49
2022-05-19,ak,67.61
2022-05-20,ak,67.76
2022-05-21,ak,67.8
2022-05-22,ak,67.82
2022-05-23,ak,67.61
2022-05-24,ak,67.44
2022-05-25,ak,67.33
2022-05-26,ak,67.27
2022-05-27,ak,66.54
2022-05-28,ak,66.26
2022-05-29,ak,65.8
2022-05-30,ak,65.43
2022-05-31,ak,65.32
2022-06-01,ak,64.89
2022-06-02,ak,64.34
2022-06-03,ak,64.58
2022-06-04,ak,64.49
2022-06-05,ak,64.41
2022-06-06,ak,64.3
2022-06-07,ak,64.1
2022-06-08,ak,64.03
2022-06-09,ak,64.05
2022-06-10,ak,64.03
2022-06-11,ak,64.07
2022-06-12,ak,64.15
2022-06-13,ak,64.36
2022-06-14,ak,64.67
2022-06-15,ak,64.39
2022-06-16,ak,64.4
2022-06-17,ak,64.4
2022-06-18,ak,64.19
2022-06-19,ak,63.92
2022-06-20,ak,63.6
2022-06-21,ak,63.27
2022-06-22,ak,63.56
2022-06-23,ak,63.7
2022-06-24,ak,63.66
2022-06-25,ak,63.57
2022-06-26,ak,63.6
2022-06-27,ak,63.59
2022-06-28,ak,63.5
2022-06-29,ak,63.3
2022-06-30,ak,63.08
2022-07-01,ak,62.19
2022-07-02,ak,61.39
2022-07-03,ak,60.49
2022-07-04,ak,59.59
2022-07-05,ak,58.67
2022-07-06,ak,58.27
2022-07-07,ak,57.81
2022-07-08,ak,58.16
2022-07-09,ak,58.41
2022-07-10,ak,59.06
2022-07-11,ak,59.65
2022-07-12,ak,60.25
2022-07-13,ak,60.42
2022-07-14,ak,60.68
2022-07-15,ak,60.92
2022-07-16,ak,60.91
2022-07-17,ak,60.75
2022-07-18,ak,60.77
2022-07-19,ak,60.67
2022-07-20,ak,60.52
2022-07-21,ak,60.23
2022-07-22,ak,59.99
2022-07-23,ak,60.11
2022-07-24,ak,60.11
2022-07-25,ak,60.06
2022-07-26,ak,60.23
2022-07-27,ak,60.49
2022-07-28,ak,60.79
2022-07-29,ak,61.19
2022-07-30,ak,61.8
2022-07-31,ak,62.33
2022-08-01,ak,62.77
2022-08-02,ak,62.99
2022-08-03,ak,62.99
2022-08-04,ak,62.98
2022-08-05,ak,62.79
2022-08-06,ak,62.57
2022-08-07,ak,62.25
2022-08-08,ak,61.98
2022-08-09,ak,61.82
2022-08-10,ak,61.8
2022-08-11,ak,61.76
2022-08-12,ak,61.86
2022-08-13,ak,61.91
2022-08-14,ak,62
2022-08-15,ak,62.1
2022-08-16,ak,62.2
2022-08-17,ak,62.29
2022-08-18,ak,62.49
2022-08-19,ak,62.56
2022-08-20,ak,62.55
2022-08-21,ak,62.57
2022-08-22,ak,62.74
2022-08-23,ak,63.16
2022-08-24,ak,63.67
2022-08-25,ak,64.03
2022-08-26,ak,64.57
2022-08-27,ak,65.21
2022-08-28,ak,65.83
2022-08-29,ak,66.44
2022-08-30,ak,66.76
2022-08-31,ak,66.93
2022-09-01,ak,66.97
2022-09-02,ak,66.79
2022-09-03,ak,66.56
2022-09-04,ak,66.28
2022-09-05,ak,65.79
2022-09-06,ak,65.19
2022-09-07,ak,64.37
2022-09-08,ak,63.78
2022-09-09,ak,63.18
2022-09-10,ak,62.64
2022-09-11,ak,62.09
2022-09-12,ak,61.62
2022-09-13,ak,61.07
2022-09-14,ak,60.87
2022-09-15,ak,60.57
2022-09-16,ak,60.56
2022-09-17,ak,60.27
2022-09-18,ak,60.22
2022-09-19,ak,60.1
2022-09-20,ak,60.34
2022-09-21,ak,60.41
2022-09-22,ak,60.58
2022-09-23,ak,60.38
2022-09-24,ak,60.89
2022-09-25,ak,61.24
2022-09-26,ak,61.59
2022-09-27,ak,61.89
2022-09-28,ak,62.18
2022-09-29,ak,62.41
2022-09-30,ak,62.82
2022-10-01,ak,62.72
2022-10-02,ak,62.49
2022-10-03,ak,62.3
