date,country,YoY_pct_change_in_postings_trend_from_feb1
2020-06-07,IE,-55.194
2020-06-08,IE,-54.703
2020-06-09,IE,-54.242
2020-06-10,IE,-53.723
2020-06-11,IE,-53.311
2020-06-12,IE,-53.308
2020-06-13,IE,-53.024
2020-06-14,IE,-52.823
2020-06-15,IE,-52.376
2020-06-16,IE,-51.909
2020-06-17,IE,-51.393
2020-06-18,IE,-50.899
2020-06-19,IE,-50.443
2020-06-20,IE,-50.105
2020-06-21,IE,-49.748
2020-06-22,IE,-49.57
2020-06-23,IE,-49.364
2020-06-24,IE,-49.256
2020-06-25,IE,-49.044
2020-06-26,IE,-48.948
2020-06-27,IE,-48.984
2020-06-28,IE,-48.924
2020-06-29,IE,-48.952
2020-06-30,IE,-48.99
2020-07-01,IE,-49.08
2020-07-02,IE,-49.245
2020-07-03,IE,-49.346
2020-07-04,IE,-49.234
2020-07-05,IE,-49.285
2020-07-06,IE,-49.294
2020-07-07,IE,-49.272
2020-07-08,IE,-49.153
2020-07-09,IE,-49.041
2020-07-10,IE,-49.007
2020-07-11,IE,-48.889
2020-07-12,IE,-48.719
2020-07-13,IE,-48.521
2020-07-14,IE,-48.372
2020-07-15,IE,-48.4
2020-07-16,IE,-48.354
2020-07-17,IE,-48.363
2020-07-18,IE,-48.278
2020-07-19,IE,-48.146
2020-07-20,IE,-47.976
2020-07-21,IE,-47.887
2020-07-22,IE,-47.665
2020-07-23,IE,-47.459
2020-07-24,IE,-47.041
2020-07-25,IE,-46.612
2020-07-26,IE,-46.083
2020-07-27,IE,-45.757
2020-07-28,IE,-45.279
2020-07-29,IE,-44.888
2020-07-30,IE,-44.521
2020-07-31,IE,-44.213
2020-08-01,IE,-44.176
2020-08-02,IE,-44.301
2020-08-03,IE,-44.346
2020-08-04,IE,-44.473
2020-08-05,IE,-44.62
2020-08-06,IE,-44.427
2020-08-07,IE,-44.218
2020-08-08,IE,-43.883
2020-08-09,IE,-43.577
2020-08-10,IE,-43.316
2020-08-11,IE,-42.812
2020-08-12,IE,-42.287
2020-08-13,IE,-41.924
2020-08-14,IE,-41.569
2020-08-15,IE,-41.441
2020-08-16,IE,-41.222
2020-08-17,IE,-40.842
2020-08-18,IE,-40.604
2020-08-19,IE,-40.115
2020-08-20,IE,-39.803
2020-08-21,IE,-39.587
2020-08-22,IE,-39.215
2020-08-23,IE,-38.795
2020-08-24,IE,-38.562
2020-08-25,IE,-38.218
2020-08-26,IE,-38.075
2020-08-27,IE,-37.936
2020-08-28,IE,-37.743
2020-08-29,IE,-37.45
2020-08-30,IE,-37.239
2020-08-31,IE,-36.963
2020-09-01,IE,-36.823
2020-09-02,IE,-36.655
2020-09-03,IE,-36.465
2020-09-04,IE,-36.121
2020-09-05,IE,-35.992
2020-09-06,IE,-35.861
2020-09-07,IE,-35.627
2020-09-08,IE,-35.37
2020-09-09,IE,-35.155
2020-09-10,IE,-34.813
2020-09-11,IE,-34.386
2020-09-12,IE,-33.946
2020-09-13,IE,-33.749
2020-09-14,IE,-33.601
2020-09-15,IE,-33.538
2020-09-16,IE,-33.199
2020-09-17,IE,-32.868
2020-09-18,IE,-32.953
2020-09-19,IE,-33.044
2020-09-20,IE,-32.932
2020-09-21,IE,-32.986
2020-09-22,IE,-32.761
2020-09-23,IE,-32.594
2020-09-24,IE,-32.556
2020-09-25,IE,-32.292
2020-09-26,IE,-31.925
2020-09-27,IE,-31.406
2020-09-28,IE,-30.906
2020-09-29,IE,-30.554
2020-09-30,IE,-30.297
2020-10-01,IE,-29.961
2020-10-02,IE,-29.624
2020-10-03,IE,-29.39
2020-10-04,IE,-29.374
2020-10-05,IE,-29.305
2020-10-06,IE,-29.291
2020-10-07,IE,-29.199
2020-10-08,IE,-29.208
2020-10-09,IE,-29.098
2020-10-10,IE,-28.908
2020-10-11,IE,-28.509
2020-10-12,IE,-28.127
2020-10-13,IE,-28.03
2020-10-14,IE,-28.002
2020-10-15,IE,-27.592
2020-10-16,IE,-27.698
2020-10-17,IE,-27.777
2020-10-18,IE,-28.009
2020-10-19,IE,-28.096
2020-10-20,IE,-28.103
2020-10-21,IE,-28.193
2020-10-22,IE,-28.646
2020-10-23,IE,-28.685
2020-10-24,IE,-28.862
2020-10-25,IE,-28.95
2020-10-26,IE,-29.105
2020-10-27,IE,-29.003
2020-10-28,IE,-29.044
2020-10-29,IE,-28.952
2020-10-30,IE,-28.806
2020-10-31,IE,-28.583
2020-11-01,IE,-28.389
2020-11-02,IE,-28.259
2020-11-03,IE,-28.166
2020-11-04,IE,-27.647
2020-11-05,IE,-27.341
2020-11-06,IE,-27.086
2020-11-07,IE,-26.648
2020-11-08,IE,-26.119
2020-11-09,IE,-25.588
2020-11-10,IE,-24.986
2020-11-11,IE,-24.728
2020-11-12,IE,-24.422
2020-11-13,IE,-24.108
2020-11-14,IE,-24.081
2020-11-15,IE,-23.95
2020-11-16,IE,-23.711
2020-11-17,IE,-23.415
2020-11-18,IE,-23.186
2020-11-19,IE,-23.009
2020-11-20,IE,-22.696
2020-11-21,IE,-22.391
2020-11-22,IE,-22.009
2020-11-23,IE,-21.614
2020-11-24,IE,-21.553
2020-11-25,IE,-21.183
2020-11-26,IE,-20.697
2020-11-27,IE,-20.286
2020-11-28,IE,-19.743
2020-11-29,IE,-19.497
2020-11-30,IE,-19.161
2020-12-01,IE,-18.563
2020-12-02,IE,-18.173
2020-12-03,IE,-17.625
2020-12-04,IE,-17.157
2020-12-05,IE,-16.655
2020-12-06,IE,-16.062
2020-12-07,IE,-15.612
2020-12-08,IE,-15.272
2020-12-09,IE,-14.778
2020-12-10,IE,-14.564
2020-12-11,IE,-14.198
2020-12-12,IE,-14.054
2020-12-13,IE,-13.775
2020-12-14,IE,-13.347
2020-12-15,IE,-12.976
2020-12-16,IE,-12.754
2020-12-17,IE,-12.46
2020-12-18,IE,-11.926
