date,country,index_to_feb01
2018-12-08,FR,99.97
2018-12-09,FR,100.09
2018-12-10,FR,100.24
2018-12-11,FR,100.42
2018-12-12,FR,100.78
2018-12-13,FR,100.93
2018-12-14,FR,101.09
2018-12-15,FR,100.86
2018-12-16,FR,100.63
2018-12-17,FR,100.26
2018-12-18,FR,99.92
2018-12-19,FR,99.52
2018-12-20,FR,99.13
2018-12-21,FR,98.6
2018-12-22,FR,98.49
2018-12-23,FR,98.42
2018-12-24,FR,98.39
2018-12-25,FR,98.22
2018-12-26,FR,97.87
2018-12-27,FR,97.52
2018-12-28,FR,97.19
2018-12-29,FR,96.81
2018-12-30,FR,96.35
2018-12-31,FR,95.93
2019-02-01,FR,100
2019-02-02,FR,100.29
2019-02-03,FR,100.54
2019-02-04,FR,100.61
2019-02-05,FR,100.47
2019-02-06,FR,100.45
2019-02-07,FR,100.37
2019-02-08,FR,100.81
2019-02-09,FR,101.14
2019-02-10,FR,101.49
2019-02-11,FR,101.79
2019-02-12,FR,101.99
2019-02-13,FR,102.23
2019-02-14,FR,102.39
2019-02-15,FR,102.54
2019-02-16,FR,102.66
2019-02-17,FR,102.7
2019-02-18,FR,102.91
2019-02-19,FR,103.15
2019-02-20,FR,103.54
2019-02-21,FR,103.85
2019-02-22,FR,104.11
2019-02-23,FR,104.16
2019-02-24,FR,104.21
2019-02-25,FR,104.2
2019-02-26,FR,104.16
2019-02-27,FR,104.02
2019-02-28,FR,104.21
2019-03-01,FR,104.23
2019-03-02,FR,104.5
2019-03-03,FR,104.65
2019-03-04,FR,104.77
2019-03-05,FR,104.96
2019-03-06,FR,105.08
2019-03-07,FR,105.29
2019-03-08,FR,105.76
2019-03-09,FR,106.2
2019-03-10,FR,106.74
2019-03-11,FR,107.2
2019-03-12,FR,107.62
2019-03-13,FR,108.16
2019-03-14,FR,108.43
2019-03-15,FR,108.76
2019-03-16,FR,109.15
2019-03-17,FR,109.54
2019-03-18,FR,110.06
2019-03-19,FR,110.69
2019-03-20,FR,111.25
2019-03-21,FR,111.9
2019-03-22,FR,112.57
2019-03-23,FR,113.07
2019-03-24,FR,113.57
2019-03-25,FR,114.15
2019-03-26,FR,114.82
2019-03-27,FR,115.16
2019-03-28,FR,115.5
2019-03-29,FR,115.89
2019-03-30,FR,116.28
2019-03-31,FR,116.59
2019-04-01,FR,116.72
2019-04-02,FR,116.43
2019-04-03,FR,116.73
2019-04-04,FR,116.28
2019-04-05,FR,115.46
2019-04-06,FR,114.7
2019-04-07,FR,113.99
2019-04-08,FR,113.88
2019-04-09,FR,113.68
2019-04-10,FR,113.07
2019-04-11,FR,113.22
2019-04-12,FR,113.38
2019-04-13,FR,113.37
2019-04-14,FR,113.23
2019-04-15,FR,112.54
2019-04-16,FR,112.05
2019-04-17,FR,111.77
2019-04-18,FR,112.34
2019-04-19,FR,113.11
2019-04-20,FR,114.02
2019-04-21,FR,115.07
2019-04-22,FR,116.19
2019-04-23,FR,117.25
2019-04-24,FR,118.23
2019-04-25,FR,120.19
2019-04-26,FR,120.66
2019-04-27,FR,120.64
2019-04-28,FR,120.7
2019-04-29,FR,120.77
2019-04-30,FR,120.98
2019-05-01,FR,120.96
2019-05-02,FR,118.8
2019-05-03,FR,118.14
2019-05-04,FR,117.81
2019-05-05,FR,117.65
2019-05-06,FR,117.51
2019-05-07,FR,117.4
2019-05-08,FR,117.66
2019-05-09,FR,117.9
2019-05-10,FR,118.06
2019-05-11,FR,118.46
2019-05-12,FR,118.58
2019-05-13,FR,118.62
2019-05-14,FR,119.09
2019-05-15,FR,119.31
2019-05-16,FR,118.86
2019-05-17,FR,118.57
2019-05-18,FR,118.25
2019-05-19,FR,118.05
2019-05-20,FR,117.85
2019-05-21,FR,117.4
2019-05-22,FR,117.07
2019-05-23,FR,117.6
2019-05-24,FR,118.16
2019-05-25,FR,118.51
2019-05-26,FR,118.93
2019-05-27,FR,119.46
2019-05-28,FR,119.76
2019-05-29,FR,120.15
2019-05-30,FR,120.64
2019-05-31,FR,120.78
2019-06-01,FR,120.84
2019-06-02,FR,120.78
2019-06-03,FR,120.67
2019-06-04,FR,120.53
2019-06-05,FR,120.31
2019-06-06,FR,120.03
2019-06-07,FR,120.79
2019-06-08,FR,121.83
2019-06-09,FR,122.96
2019-06-10,FR,124.02
2019-06-11,FR,125.11
2019-06-12,FR,126.29
2019-06-13,FR,127.62
2019-06-14,FR,128.05
2019-06-15,FR,128.25
2019-06-16,FR,128.89
2019-06-17,FR,129.55
2019-06-18,FR,130.37
2019-06-19,FR,131.27
2019-06-20,FR,132.52
2019-06-21,FR,133.48
2019-06-22,FR,134.93
2019-06-23,FR,135.81
2019-06-24,FR,136.66
2019-06-25,FR,137.29
2019-06-26,FR,137.7
2019-06-27,FR,137.63
2019-06-28,FR,137.7
2019-06-29,FR,137.41
2019-06-30,FR,137.21
2019-07-01,FR,136.94
2019-07-02,FR,136.48
2019-07-03,FR,136.07
2019-07-04,FR,135.7
2019-07-05,FR,135.43
2019-07-06,FR,135.17
2019-07-07,FR,134.92
2019-07-08,FR,134.76
2019-07-09,FR,134.87
2019-07-10,FR,135.05
2019-07-11,FR,135.39
2019-07-12,FR,135.76
2019-07-13,FR,136.24
2019-07-14,FR,136.71
2019-07-15,FR,137.21
2019-07-16,FR,137.43
2019-07-17,FR,137.54
2019-07-18,FR,137.36
2019-07-19,FR,136.91
2019-07-20,FR,136.25
2019-07-21,FR,135.71
2019-07-22,FR,135.12
2019-07-23,FR,134.73
2019-07-24,FR,134.19
2019-07-25,FR,133.69
2019-07-26,FR,132.89
2019-07-27,FR,132.3
2019-07-28,FR,131.75
2019-07-29,FR,131.27
2019-07-30,FR,130.39
2019-07-31,FR,129.73
2019-08-01,FR,128.99
2019-08-02,FR,129.03
2019-08-03,FR,128.74
2019-08-04,FR,128.45
2019-08-05,FR,128.09
2019-08-06,FR,128.07
2019-08-07,FR,128.06
2019-08-08,FR,127.96
2019-08-09,FR,127.41
2019-08-10,FR,127.12
2019-08-11,FR,126.81
2019-08-12,FR,126.53
2019-08-13,FR,126.28
2019-08-14,FR,125.97
2019-08-15,FR,125.73
2019-08-16,FR,125.43
2019-08-17,FR,124.96
2019-08-18,FR,124.38
2019-08-19,FR,123.89
2019-08-20,FR,123.37
2019-08-21,FR,122.86
2019-08-22,FR,122.31
2019-08-23,FR,122.16
2019-08-24,FR,122.23
2019-08-25,FR,122.26
2019-08-26,FR,122.14
2019-08-27,FR,122.14
2019-08-28,FR,122.21
2019-08-29,FR,122.59
2019-08-30,FR,122.89
2019-08-31,FR,123.07
2019-09-01,FR,123.21
2019-09-02,FR,123.34
2019-09-03,FR,123.5
2019-09-04,FR,123.61
2019-09-05,FR,123.67
2019-09-06,FR,123.71
2019-09-07,FR,124.06
2019-09-08,FR,124.36
2019-09-09,FR,124.8
2019-09-10,FR,125.23
2019-09-11,FR,125.63
2019-09-12,FR,125.9
2019-09-13,FR,126.28
2019-09-14,FR,126.46
2019-09-15,FR,126.95
2019-09-16,FR,127.43
2019-09-17,FR,127.71
2019-09-18,FR,128.05
2019-09-19,FR,128.44
2019-09-20,FR,128.65
2019-09-21,FR,128.79
2019-09-22,FR,128.89
2019-09-23,FR,128.99
2019-09-24,FR,129.16
2019-09-25,FR,129.24
2019-09-26,FR,129.01
2019-09-27,FR,129.03
2019-09-28,FR,129.28
2019-09-29,FR,129.43
2019-09-30,FR,129.47
2019-10-01,FR,129.49
2019-10-02,FR,129.23
2019-10-03,FR,129.21
2019-10-04,FR,129.03
2019-10-05,FR,128.77
2019-10-06,FR,128.47
2019-10-07,FR,128.61
2019-10-08,FR,128.6
2019-10-09,FR,128.62
