date,country,category,YoY_pct_change_in_postings_trend_from_feb1
2020-02-05,FR,Assurance,-1.69774288518155
2020-02-05,FR,Marketing,-1.02868447082096
2020-02-05,FR,Médecine dentaire,5.0491464045525
2020-02-05,FR,Transport et logistique,1.5251856311459
2020-02-05,FR,Magasinage et entreposage,1.15508236239452
2020-02-05,FR,Comptabilité,-2.00414651002073
2020-02-05,FR,Management,-0.662841313810847
2020-02-05,FR,Sécurité et défense publique,-1.02960102960103
2020-02-05,FR,Immobilier,1.18268008992277
2020-02-05,FR,Propreté et hygiène,-0.27567195037903103
2020-02-05,FR,Médecine vétérinaire,-57.2231728183818
2020-02-05,FR,Agriculture et foresterie,-0.177584846093126
2020-02-05,FR,Génie électrique,-4.62205103514685
2020-02-05,FR,Hôtellerie et tourisme,-2.13704538770709
2020-02-05,FR,Construction,-0.935788949726235
2020-02-05,FR,Développement de logiciels,0.0998502246629895
2020-02-05,FR,Production et fabrication,-0.578553615960098
2020-02-05,FR,Sciences humaines et sociales,-4.45122592865411
2020-02-05,FR,Non classifié,0.0502361097156623
2020-02-06,FR,Ressources humaines,-1.00880229453071
2020-02-06,FR,Architecture,-0.834492350486793
2020-02-06,FR,Art et divertissement,-0.923742138364791
2020-02-06,FR,Soins personnels et à domicile,0.542834583497842
2020-02-06,FR,Restauration,0.850474683544311
2020-02-06,FR,Mathématiques et statistiques,-5.12921293111919
2020-02-06,FR,Administration,0.05939417937042
2020-02-06,FR,Génie industriel,-0.814219044782039
2020-02-06,FR,Juridique,-2.40678634839219
2020-02-06,FR,Médecine,2.70489312126432
2020-02-06,FR,Médias et communication,2.40194588020675
2020-02-06,FR,Vente et prospection commerciale,-0.725213590303986
2020-02-06,FR,Conduite routière,1.08216432865731
2020-02-06,FR,Extraction minière,0.324333090083528
2020-02-06,FR,Vente au détail,-0.551987153753508
2020-02-06,FR,Sport,3.56167056986729
2020-02-06,FR,Génie chimique,-5.24164244186046
2020-02-06,FR,Génie mécanique,-0.98930748476066
2020-02-06,FR,Banque et finance,-1.32496513249651
2020-02-06,FR,Maintenance et réparation,-0.0198708395429792
2020-02-06,FR,Information médicale,-1.20910384068279
2020-02-06,FR,Assistance médico-technique,3.81066987565182
2020-02-06,FR,Gestion de projet,-1.43139190523198
2020-02-06,FR,Recherche et développement,0.209371884346976
2020-02-06,FR,Services communautaires et sociaux,2.09502806736166
2020-02-06,FR,Thérapie et accompagnement,-2.57025031169079
2020-02-06,FR,Aviation,-2.12426448588809
2020-02-06,FR,Service clients,0.298596595998801
2020-02-06,FR,Génie civil,-1.89798339264532
2020-02-06,FR,Soins infirmiers,2.98836742880064
2020-02-06,FR,Militaire,-1.56291625965723
2020-02-06,FR,Beauté et bien-être,6.25689361275443
2020-02-06,FR,Pharmacie,2.10659159304922
2020-02-06,FR,Support informatique,1.08923753372641
2020-02-06,FR,Design de l'information,-0.37713378324733
2020-02-06,FR,Garde d'enfants,8.31448572967151
2020-02-06,FR,Enseignement et formation,-0.0981257972720972
2020-02-06,FR,Assurance,-2.4606971975393
2020-02-06,FR,Marketing,-1.54013229341495
2020-02-06,FR,Médecine dentaire,6.39431616341031
2020-02-06,FR,Transport et logistique,1.60040261701058
2020-02-06,FR,Magasinage et entreposage,1.47207098205282
2020-02-06,FR,Comptabilité,-2.28526398739164
2020-02-06,FR,Management,-0.996841689696004
2020-02-06,FR,Sécurité et défense publique,-2.03760212619353
2020-02-06,FR,Immobilier,0.329936923823393
2020-02-06,FR,Propreté et hygiène,0.236990224153266
2020-02-06,FR,Médecine vétérinaire,-65
2020-02-06,FR,Agriculture et foresterie,0.217069560927485
2020-02-06,FR,Génie électrique,-6.01741126949201
2020-02-06,FR,Hôtellerie et tourisme,-2.15243126895606
2020-02-06,FR,Construction,-1.18466898954703
2020-02-06,FR,Développement de logiciels,-0.00998302885095725
2020-02-06,FR,Production et fabrication,-0.739482362346355
2020-02-06,FR,Sciences humaines et sociales,-3.24828473413379
2020-02-06,FR,Non classifié,-0.0503119339907432
2020-02-07,FR,Ressources humaines,-1.25333070166781
2020-02-07,FR,Architecture,-1.39590139590141
2020-02-07,FR,Art et divertissement,-1.10893032384691
2020-02-07,FR,Soins personnels et à domicile,1.1056268509378
2020-02-07,FR,Restauration,1.16658428077112
2020-02-07,FR,Mathématiques et statistiques,-6.57048157535581
2020-02-07,FR,Administration,0.267379679144386
2020-02-07,FR,Génie industriel,-1.03154136084109
2020-02-07,FR,Juridique,-2.66496213983676
2020-02-07,FR,Médecine,2.94860143390892
2020-02-07,FR,Médias et communication,2.86614493342818
2020-02-07,FR,Vente et prospection commerciale,-1.23235937189426
2020-02-07,FR,Conduite routière,0.880528316990192
2020-02-07,FR,Extraction minière,-2.32099155285387
2020-02-07,FR,Vente au détail,-0.683898219853174
2020-02-07,FR,Sport,4.06559285852901
2020-02-07,FR,Génie chimique,-5.37230714221865
2020-02-07,FR,Génie mécanique,-1.37862137862137
2020-02-07,FR,Banque et finance,-1.56048106550044
2020-02-07,FR,Maintenance et réparation,0.179157957599285
2020-02-07,FR,Information médicale,-0.805957967761672
2020-02-07,FR,Assistance médico-technique,4.61569335741523
2020-02-07,FR,Gestion de projet,-1.80295566502463
2020-02-07,FR,Recherche et développement,-0.119462419113991
2020-02-07,FR,Services communautaires et sociaux,2.73696920909641
2020-02-07,FR,Thérapie et accompagnement,-2.01952526799387
2020-02-07,FR,Aviation,-2.20462972241708
2020-02-07,FR,Service clients,0.659011482775829
2020-02-07,FR,Génie civil,-2.15089344804765
2020-02-07,FR,Soins infirmiers,4.13356129940661
2020-02-07,FR,Militaire,-1.98028594263387
2020-02-07,FR,Beauté et bien-être,6.37829177931311
2020-02-07,FR,Pharmacie,2.90989945862337
2020-02-07,FR,Support informatique,0.909909009099086
2020-02-07,FR,Design de l'information,-0.604858701041144
2020-02-07,FR,Garde d'enfants,9.40933318829542
2020-02-07,FR,Enseignement et formation,-0.176245961030053
2020-02-07,FR,Assurance,-2.84434054159362
2020-02-07,FR,Marketing,-1.87598736176936
2020-02-07,FR,Médecine dentaire,7.55134281200631
2020-02-07,FR,Transport et logistique,1.84811149262776
2020-02-07,FR,Magasinage et entreposage,1.7914979757085
2020-02-07,FR,Comptabilité,-2.41911692398465
2020-02-07,FR,Management,-1.17276042179955
2020-02-07,FR,Sécurité et défense publique,-2.81041911476695
2020-02-07,FR,Immobilier,-0.587498796109021
2020-02-07,FR,Propreté et hygiène,1.17168106444248
2020-02-07,FR,Médecine vétérinaire,-69.1996303955648
2020-02-07,FR,Agriculture et foresterie,0.819429361239998
2020-02-07,FR,Génie électrique,-6.81601525262155
2020-02-07,FR,Hôtellerie et tourisme,-1.90047021943573
2020-02-07,FR,Construction,-0.968643898542043
2020-02-07,FR,Développement de logiciels,-0.189469485440763
2020-02-07,FR,Production et fabrication,-0.670872133773903
2020-02-07,FR,Sciences humaines et sociales,-2.47193436960277
2020-02-07,FR,Non classifié,-0.0605082694634995
2020-02-08,FR,Ressources humaines,-1.96923679827569
2020-02-08,FR,Architecture,-2.17241718273863
2020-02-08,FR,Art et divertissement,-1.53380226651035
2020-02-08,FR,Soins personnels et à domicile,0.805026506970363
2020-02-08,FR,Restauration,1.06351550960118
2020-02-08,FR,Mathématiques et statistiques,-7.81566998357647
2020-02-08,FR,Administration,-0.0197063750123072
2020-02-08,FR,Génie industriel,-1.58886805487023
2020-02-08,FR,Juridique,-3.3717748240813
2020-02-08,FR,Médecine,2.76104417670682
2020-02-08,FR,Médias et communication,2.7589004970078
2020-02-08,FR,Vente et prospection commerciale,-1.6138613861386
2020-02-08,FR,Conduite routière,0.0694858050426905
2020-02-08,FR,Extraction minière,-1.64995658009
2020-02-08,FR,Vente au détail,-0.853928069117948
2020-02-08,FR,Sport,4.08320493066254
2020-02-08,FR,Génie chimique,-6.59862748548302
2020-02-08,FR,Génie mécanique,-2.23347230494342
2020-02-08,FR,Banque et finance,-1.9280205655527
2020-02-08,FR,Maintenance et réparation,-0.356506238859178
2020-02-08,FR,Information médicale,-0.174126805285257
2020-02-08,FR,Assistance médico-technique,4.52331245650661
2020-02-08,FR,Gestion de projet,-2.33333333333333
2020-02-08,FR,Recherche et développement,-0.910260215692082
2020-02-08,FR,Services communautaires et sociaux,2.89796739786679
2020-02-08,FR,Thérapie et accompagnement,-1.50605280716805
2020-02-08,FR,Aviation,-2.75855150968001
2020-02-08,FR,Service clients,0.318217979315816
2020-02-08,FR,Génie civil,-1.71390164668982
2020-02-08,FR,Soins infirmiers,4.66118684843624
2020-02-08,FR,Militaire,-0.533936651583711
2020-02-08,FR,Beauté et bien-être,5.53677932405567
2020-02-08,FR,Pharmacie,3.65432572415114
2020-02-08,FR,Support informatique,0.228810187027451
2020-02-08,FR,Design de l'information,-1.17461257526403
2020-02-08,FR,Garde d'enfants,9.03875297683483
2020-02-08,FR,Enseignement et formation,-0.565357247295051
2020-02-08,FR,Assurance,-3.25644504748984
2020-02-08,FR,Marketing,-2.23033652422777
2020-02-08,FR,Médecine dentaire,7.64137061173007
2020-02-08,FR,Transport et logistique,1.458605774067
2020-02-08,FR,Magasinage et entreposage,1.52432868968302
2020-02-08,FR,Comptabilité,-3.03948397185301
2020-02-08,FR,Management,-1.715349931386
2020-02-08,FR,Sécurité et défense publique,-3.64679568219392
2020-02-08,FR,Immobilier,-1.64683484055212
2020-02-08,FR,Propreté et hygiène,0.533333333333341
2020-02-08,FR,Médecine vétérinaire,-68.5719897858967
2020-02-08,FR,Agriculture et foresterie,0.874520978677418
2020-02-08,FR,Génie électrique,-6.97056030389364
2020-02-08,FR,Hôtellerie et tourisme,-1.40058765915768
2020-02-08,FR,Construction,-1.39192682441837
2020-02-08,FR,Développement de logiciels,-0.586364539852913
2020-02-08,FR,Production et fabrication,-1.15583897967317
2020-02-08,FR,Sciences humaines et sociales,-2.80181739506707
2020-02-08,FR,Non classifié,-0.442745019118529
2020-02-09,FR,Ressources humaines,-2.5141297992594
2020-02-09,FR,Architecture,-2.890625
2020-02-09,FR,Art et divertissement,-1.83289460856
2020-02-09,FR,Soins personnels et à domicile,0.999118424919176
2020-02-09,FR,Restauration,1.08033785110981
2020-02-09,FR,Mathématiques et statistiques,-8.40618695359785
2020-02-09,FR,Administration,-0.157109190887661
2020-02-09,FR,Génie industriel,-2.0921324034967
2020-02-09,FR,Juridique,-3.99494556765163
2020-02-09,FR,Médecine,3.03515977161175
2020-02-09,FR,Médias et communication,2.8090457357266
2020-02-09,FR,Vente et prospection commerciale,-1.90542008095568
2020-02-09,FR,Conduite routière,-0.405659443949735
2020-02-09,FR,Extraction minière,-3.52307692307692
2020-02-09,FR,Vente au détail,-1.11267040898155
2020-02-09,FR,Sport,4.40613026819923
2020-02-09,FR,Génie chimique,-6.98606271777004
2020-02-09,FR,Génie mécanique,-3.02162535795398
2020-02-09,FR,Banque et finance,-1.99270000986486
2020-02-09,FR,Maintenance et réparation,-0.739717920899496
2020-02-09,FR,Information médicale,0.473105008742158
2020-02-09,FR,Assistance médico-technique,4.93069306930694
2020-02-09,FR,Gestion de projet,-2.73517632118786
2020-02-09,FR,Recherche et développement,-1.64337728793544
2020-02-09,FR,Services communautaires et sociaux,2.88413224801527
2020-02-09,FR,Thérapie et accompagnement,-0.741515353170452
2020-02-09,FR,Aviation,-3.06995470558631
2020-02-09,FR,Service clients,0.287869763748261
2020-02-09,FR,Génie civil,-2.4288766445519
2020-02-09,FR,Soins infirmiers,5.55611272690804
2020-02-09,FR,Militaire,-3.70832590479587
2020-02-09,FR,Beauté et bien-être,5.4113200039789
2020-02-09,FR,Pharmacie,4.54415274463007
2020-02-09,FR,Support informatique,-0.426206759837455
2020-02-09,FR,Design de l'information,-1.64192311473796
2020-02-09,FR,Garde d'enfants,8.93993313922139
2020-02-09,FR,Enseignement et formation,-0.971345313258865
2020-02-09,FR,Assurance,-3.48432055749128
2020-02-09,FR,Marketing,-2.54638768258981
2020-02-09,FR,Médecine dentaire,7.58512310110004
2020-02-09,FR,Transport et logistique,1.09306056959486
2020-02-09,FR,Magasinage et entreposage,1.12664721858968
2020-02-09,FR,Comptabilité,-3.45364335052049
2020-02-09,FR,Management,-2.14801796524117
2020-02-09,FR,Sécurité et défense publique,-4.39911050952336
2020-02-09,FR,Immobilier,-2.57352941176471
2020-02-09,FR,Propreté et hygiène,0.444181225940188
2020-02-09,FR,Médecine vétérinaire,-65.8625398270369
2020-02-09,FR,Agriculture et foresterie,0.890062597809083
2020-02-09,FR,Génie électrique,-6.51552676700324
2020-02-09,FR,Hôtellerie et tourisme,-0.813645721007739
2020-02-09,FR,Construction,-1.79278922345483
2020-02-09,FR,Développement de logiciels,-0.832837596668656
2020-02-09,FR,Production et fabrication,-1.51755604046815
2020-02-09,FR,Sciences humaines et sociales,-1.6740950103272
2020-02-09,FR,Non classifié,-0.67370537958773
2020-02-10,FR,Ressources humaines,-3.1013762357046
2020-02-10,FR,Architecture,-3.45062208398134
2020-02-10,FR,Art et divertissement,-2.40038872691933
2020-02-10,FR,Soins personnels et à domicile,1.22573053539909
2020-02-10,FR,Restauration,0.782243082037737
2020-02-10,FR,Mathématiques et statistiques,-8.74139250191278
2020-02-10,FR,Administration,-0.459792604187048
2020-02-10,FR,Génie industriel,-2.65884652981427
2020-02-10,FR,Juridique,-4.55556630235032
2020-02-10,FR,Médecine,2.78745644599303
2020-02-10,FR,Médias et communication,2.72736489911791
2020-02-10,FR,Vente et prospection commerciale,-2.20602718140636
2020-02-10,FR,Conduite routière,-1.15248226950355
2020-02-10,FR,Extraction minière,-10.0899978049316
2020-02-10,FR,Vente au détail,-1.45072536268135
2020-02-10,FR,Sport,4.41679331306992
2020-02-10,FR,Génie chimique,-7.61896581343412
2020-02-10,FR,Génie mécanique,-3.9273441335297
2020-02-10,FR,Banque et finance,-2.02795825949991
2020-02-10,FR,Maintenance et réparation,-1.27651217596229
2020-02-10,FR,Information médicale,0.906842539159114
2020-02-10,FR,Assistance médico-technique,5.5588467614534
2020-02-10,FR,Gestion de projet,-3.12499999999999
2020-02-10,FR,Recherche et développement,-2.33946750195771
2020-02-10,FR,Services communautaires et sociaux,2.45245245245245
2020-02-10,FR,Thérapie et accompagnement,-0.970050857035221
2020-02-10,FR,Aviation,-3.51266781063894
2020-02-10,FR,Service clients,-0.079051383399209
2020-02-10,FR,Génie civil,-3.51741906575558
2020-02-10,FR,Soins infirmiers,5.96701649175413
2020-02-10,FR,Militaire,-6.7972249055941
2020-02-10,FR,Beauté et bien-être,4.79745197571415
2020-02-10,FR,Pharmacie,4.95734597156399
2020-02-10,FR,Support informatique,-1.08717137774265
2020-02-10,FR,Design de l'information,-2.0188161505292
