date,jobcountry,pct_chng_feb_1,variable,display_name
2021-04-22,CA,-1.02,total postings,Education & Instruction
2021-04-23,CA,-0.98,total postings,Education & Instruction
2021-04-24,CA,-1.01,total postings,Education & Instruction
2021-04-25,CA,-0.42,total postings,Education & Instruction
2021-04-26,CA,-0.44,total postings,Education & Instruction
2021-04-27,CA,-0.51,total postings,Education & Instruction
2021-04-28,CA,-0.11,total postings,Education & Instruction
2021-04-29,CA,0.45,total postings,Education & Instruction
2021-04-30,CA,1.01,total postings,Education & Instruction
2021-05-01,CA,1.62,total postings,Education & Instruction
2021-05-02,CA,2.23,total postings,Education & Instruction
2021-05-03,CA,2.92,total postings,Education & Instruction
2021-05-04,CA,3.87,total postings,Education & Instruction
2021-05-05,CA,4.21,total postings,Education & Instruction
2021-05-06,CA,4.63,total postings,Education & Instruction
2021-05-07,CA,5.11,total postings,Education & Instruction
2021-05-08,CA,5.5,total postings,Education & Instruction
2021-05-09,CA,5.7,total postings,Education & Instruction
2021-05-10,CA,5.98,total postings,Education & Instruction
2021-05-11,CA,6.09,total postings,Education & Instruction
2021-05-12,CA,6.49,total postings,Education & Instruction
2021-05-13,CA,7,total postings,Education & Instruction
2021-05-14,CA,7.72,total postings,Education & Instruction
2021-05-15,CA,8.24,total postings,Education & Instruction
2021-05-16,CA,8.72,total postings,Education & Instruction
2021-05-17,CA,8.95,total postings,Education & Instruction
2021-05-18,CA,9.15,total postings,Education & Instruction
2021-05-19,CA,9.12,total postings,Education & Instruction
2021-05-20,CA,9.02,total postings,Education & Instruction
2021-05-21,CA,8.84,total postings,Education & Instruction
2021-05-22,CA,8.5,total postings,Education & Instruction
2021-05-23,CA,8.73,total postings,Education & Instruction
2021-05-24,CA,9.27,total postings,Education & Instruction
2021-05-25,CA,9.55,total postings,Education & Instruction
2021-05-26,CA,9.66,total postings,Education & Instruction
2021-05-27,CA,9.31,total postings,Education & Instruction
2021-05-28,CA,8.86,total postings,Education & Instruction
2021-05-29,CA,8.85,total postings,Education & Instruction
2021-05-30,CA,8.47,total postings,Education & Instruction
2021-05-31,CA,8.19,total postings,Education & Instruction
2021-06-01,CA,8.48,total postings,Education & Instruction
2021-06-02,CA,9.7,total postings,Education & Instruction
2021-06-03,CA,11.44,total postings,Education & Instruction
2021-06-04,CA,13.27,total postings,Education & Instruction
2021-06-05,CA,15.06,total postings,Education & Instruction
2021-06-06,CA,16.88,total postings,Education & Instruction
2021-06-07,CA,18.33,total postings,Education & Instruction
2021-06-08,CA,19.31,total postings,Education & Instruction
2021-06-09,CA,20.18,total postings,Education & Instruction
2021-06-10,CA,20.97,total postings,Education & Instruction
2021-06-11,CA,21.8,total postings,Education & Instruction
2021-06-12,CA,21.49,total postings,Education & Instruction
2021-06-13,CA,22.27,total postings,Education & Instruction
2021-06-14,CA,23.33,total postings,Education & Instruction
2021-06-15,CA,24.77,total postings,Education & Instruction
2021-06-16,CA,24.77,total postings,Education & Instruction
2021-06-17,CA,24.66,total postings,Education & Instruction
2021-06-18,CA,24.98,total postings,Education & Instruction
2021-06-19,CA,25.9,total postings,Education & Instruction
2021-06-20,CA,25.95,total postings,Education & Instruction
2021-06-21,CA,25.74,total postings,Education & Instruction
2021-06-22,CA,25.29,total postings,Education & Instruction
2021-06-23,CA,25.88,total postings,Education & Instruction
2021-06-24,CA,26.32,total postings,Education & Instruction
2021-06-25,CA,26.05,total postings,Education & Instruction
2021-06-26,CA,26.28,total postings,Education & Instruction
2021-06-27,CA,26.3,total postings,Education & Instruction
2021-06-28,CA,26.57,total postings,Education & Instruction
2021-06-29,CA,26.7,total postings,Education & Instruction
2021-06-30,CA,26.52,total postings,Education & Instruction
2021-07-01,CA,26.34,total postings,Education & Instruction
2021-07-02,CA,26.47,total postings,Education & Instruction
2021-07-03,CA,26.43,total postings,Education & Instruction
2021-07-04,CA,26.3,total postings,Education & Instruction
2021-07-05,CA,25.99,total postings,Education & Instruction
2021-07-06,CA,26.03,total postings,Education & Instruction
2021-07-07,CA,26.1,total postings,Education & Instruction
2021-07-08,CA,26.35,total postings,Education & Instruction
2021-07-09,CA,26.77,total postings,Education & Instruction
2021-07-10,CA,26.79,total postings,Education & Instruction
2021-07-11,CA,26.97,total postings,Education & Instruction
2021-07-12,CA,27.22,total postings,Education & Instruction
2021-07-13,CA,27.21,total postings,Education & Instruction
2021-07-14,CA,27.38,total postings,Education & Instruction
2021-07-15,CA,27.75,total postings,Education & Instruction
2021-07-16,CA,27.89,total postings,Education & Instruction
2021-07-17,CA,28.32,total postings,Education & Instruction
2021-07-18,CA,28.7,total postings,Education & Instruction
2021-07-19,CA,28.95,total postings,Education & Instruction
2021-07-20,CA,29.28,total postings,Education & Instruction
2021-07-21,CA,29.35,total postings,Education & Instruction
2021-07-22,CA,29.31,total postings,Education & Instruction
2021-07-23,CA,28.91,total postings,Education & Instruction
2021-07-24,CA,28.7,total postings,Education & Instruction
2021-07-25,CA,28.29,total postings,Education & Instruction
2021-07-26,CA,27.95,total postings,Education & Instruction
2021-07-27,CA,27.73,total postings,Education & Instruction
2021-07-28,CA,27.56,total postings,Education & Instruction
2021-07-29,CA,27.22,total postings,Education & Instruction
2021-07-30,CA,27.06,total postings,Education & Instruction
2021-07-31,CA,26.82,total postings,Education & Instruction
2021-08-01,CA,26.61,total postings,Education & Instruction
2021-08-02,CA,26.45,total postings,Education & Instruction
2021-08-03,CA,26.1,total postings,Education & Instruction
2021-08-04,CA,25.62,total postings,Education & Instruction
2021-08-05,CA,25.33,total postings,Education & Instruction
2021-08-06,CA,25.13,total postings,Education & Instruction
2021-08-07,CA,25.25,total postings,Education & Instruction
2021-08-08,CA,25.28,total postings,Education & Instruction
2021-08-09,CA,25.16,total postings,Education & Instruction
2021-08-10,CA,25.38,total postings,Education & Instruction
2021-08-11,CA,25.88,total postings,Education & Instruction
2021-08-12,CA,26.23,total postings,Education & Instruction
2021-08-13,CA,26.82,total postings,Education & Instruction
2021-08-14,CA,27.36,total postings,Education & Instruction
2021-08-15,CA,27.9,total postings,Education & Instruction
2021-08-16,CA,28.35,total postings,Education & Instruction
2021-08-17,CA,28.63,total postings,Education & Instruction
2021-08-18,CA,29.13,total postings,Education & Instruction
2021-08-19,CA,29.59,total postings,Education & Instruction
2021-08-20,CA,30.2,total postings,Education & Instruction
2021-08-21,CA,30.58,total postings,Education & Instruction
2021-08-22,CA,31.08,total postings,Education & Instruction
2021-08-23,CA,31.55,total postings,Education & Instruction
2021-08-24,CA,31.93,total postings,Education & Instruction
2021-08-25,CA,32.01,total postings,Education & Instruction
2021-08-26,CA,32.17,total postings,Education & Instruction
2021-08-27,CA,31.83,total postings,Education & Instruction
2021-08-28,CA,31.52,total postings,Education & Instruction
2021-08-29,CA,30.95,total postings,Education & Instruction
2021-08-30,CA,30.85,total postings,Education & Instruction
2021-08-31,CA,30.94,total postings,Education & Instruction
2021-09-01,CA,31.16,total postings,Education & Instruction
2021-09-02,CA,31.47,total postings,Education & Instruction
2021-09-03,CA,31.67,total postings,Education & Instruction
2021-09-04,CA,31.39,total postings,Education & Instruction
2021-09-05,CA,31.6,total postings,Education & Instruction
2021-09-06,CA,31.62,total postings,Education & Instruction
2021-09-07,CA,30.92,total postings,Education & Instruction
2021-09-08,CA,30.1,total postings,Education & Instruction
2021-09-09,CA,29.21,total postings,Education & Instruction
2021-09-10,CA,28.45,total postings,Education & Instruction
2021-09-11,CA,27.99,total postings,Education & Instruction
2021-09-12,CA,27.34,total postings,Education & Instruction
2021-09-13,CA,26.6,total postings,Education & Instruction
2021-09-14,CA,26.31,total postings,Education & Instruction
2021-09-15,CA,26.23,total postings,Education & Instruction
2021-09-16,CA,26.23,total postings,Education & Instruction
2021-09-17,CA,26.35,total postings,Education & Instruction
2021-09-18,CA,27.01,total postings,Education & Instruction
2021-09-19,CA,27.63,total postings,Education & Instruction
2021-09-20,CA,28.28,total postings,Education & Instruction
2021-09-21,CA,28.82,total postings,Education & Instruction
2021-09-22,CA,29.31,total postings,Education & Instruction
2021-09-23,CA,29.55,total postings,Education & Instruction
2021-09-24,CA,29.59,total postings,Education & Instruction
2021-09-25,CA,29.34,total postings,Education & Instruction
2021-09-26,CA,29.03,total postings,Education & Instruction
2021-09-27,CA,28.61,total postings,Education & Instruction
2021-09-28,CA,28.53,total postings,Education & Instruction
2021-09-29,CA,28.43,total postings,Education & Instruction
2021-09-30,CA,28.47,total postings,Education & Instruction
2021-10-01,CA,28.85,total postings,Education & Instruction
2021-10-02,CA,29.41,total postings,Education & Instruction
2021-10-03,CA,29.94,total postings,Education & Instruction
2021-10-04,CA,31.51,total postings,Education & Instruction
2021-10-05,CA,32.97,total postings,Education & Instruction
2021-10-06,CA,34.48,total postings,Education & Instruction
2021-10-07,CA,36.19,total postings,Education & Instruction
2021-10-08,CA,37.85,total postings,Education & Instruction
2021-10-09,CA,39.57,total postings,Education & Instruction
2021-10-10,CA,40.41,total postings,Education & Instruction
2021-10-11,CA,41.26,total postings,Education & Instruction
2021-10-12,CA,41.45,total postings,Education & Instruction
2021-10-13,CA,41.56,total postings,Education & Instruction
2021-10-14,CA,41.53,total postings,Education & Instruction
2021-10-15,CA,41.46,total postings,Education & Instruction
2021-10-16,CA,40.08,total postings,Education & Instruction
2021-10-17,CA,40.19,total postings,Education & Instruction
2021-10-18,CA,39.27,total postings,Education & Instruction
2021-10-19,CA,38.93,total postings,Education & Instruction
2021-10-20,CA,38.54,total postings,Education & Instruction
2021-10-21,CA,38.21,total postings,Education & Instruction
2021-10-22,CA,37.69,total postings,Education & Instruction
2020-02-01,CA,0,total postings,Industrial Engineering
2020-02-02,CA,0.06,total postings,Industrial Engineering
2020-02-03,CA,0.16,total postings,Industrial Engineering
2020-02-04,CA,0.2,total postings,Industrial Engineering
2020-02-05,CA,0.25,total postings,Industrial Engineering
2020-02-06,CA,0.22,total postings,Industrial Engineering
2020-02-07,CA,-0.05,total postings,Industrial Engineering
2020-02-08,CA,-0.07,total postings,Industrial Engineering
2020-02-09,CA,-0.13,total postings,Industrial Engineering
2020-02-10,CA,-0.29,total postings,Industrial Engineering
2020-02-11,CA,-0.32,total postings,Industrial Engineering
2020-02-12,CA,-0.4,total postings,Industrial Engineering
2020-02-13,CA,-0.52,total postings,Industrial Engineering
2020-02-14,CA,-0.44,total postings,Industrial Engineering
2020-02-15,CA,-0.68,total postings,Industrial Engineering
2020-02-16,CA,-0.74,total postings,Industrial Engineering
2020-02-17,CA,-0.86,total postings,Industrial Engineering
2020-02-18,CA,-1.13,total postings,Industrial Engineering
2020-02-19,CA,-1.43,total postings,Industrial Engineering
2020-02-20,CA,-1.61,total postings,Industrial Engineering
2020-02-21,CA,-1.97,total postings,Industrial Engineering
2020-02-22,CA,-2.35,total postings,Industrial Engineering
2020-02-23,CA,-2.63,total postings,Industrial Engineering
2020-02-24,CA,-2.87,total postings,Industrial Engineering
2020-02-25,CA,-3,total postings,Industrial Engineering
2020-02-26,CA,-2.95,total postings,Industrial Engineering
2020-02-27,CA,-2.87,total postings,Industrial Engineering
2020-02-28,CA,-2.78,total postings,Industrial Engineering
2020-02-29,CA,-2.57,total postings,Industrial Engineering
2020-03-01,CA,-2.67,total postings,Industrial Engineering
2020-03-02,CA,-2.77,total postings,Industrial Engineering
2020-03-03,CA,-3.04,total postings,Industrial Engineering
2020-03-04,CA,-3.4,total postings,Industrial Engineering
2020-03-05,CA,-3.85,total postings,Industrial Engineering
2020-03-06,CA,-4.27,total postings,Industrial Engineering
2020-03-07,CA,-4.68,total postings,Industrial Engineering
2020-03-08,CA,-5.06,total postings,Industrial Engineering
2020-03-09,CA,-5.37,total postings,Industrial Engineering
2020-03-10,CA,-5.47,total postings,Industrial Engineering
2020-03-11,CA,-5.65,total postings,Industrial Engineering
2020-03-12,CA,-5.83,total postings,Industrial Engineering
2020-03-13,CA,-5.99,total postings,Industrial Engineering
2020-03-14,CA,-6.13,total postings,Industrial Engineering
2020-03-15,CA,-6.39,total postings,Industrial Engineering
2020-03-16,CA,-6.79,total postings,Industrial Engineering
2020-03-17,CA,-7.46,total postings,Industrial Engineering
2020-03-18,CA,-8.19,total postings,Industrial Engineering
2020-03-19,CA,-9.09,total postings,Industrial Engineering
2020-03-20,CA,-10.28,total postings,Industrial Engineering
2020-03-21,CA,-11.49,total postings,Industrial Engineering
2020-03-22,CA,-12.65,total postings,Industrial Engineering
2020-03-23,CA,-13.72,total postings,Industrial Engineering
2020-03-24,CA,-15.23,total postings,Industrial Engineering
2020-03-25,CA,-16.68,total postings,Industrial Engineering
2020-03-26,CA,-18.38,total postings,Industrial Engineering
2020-03-27,CA,-20.36,total postings,Industrial Engineering
2020-03-28,CA,-22.17,total postings,Industrial Engineering
2020-03-29,CA,-23.98,total postings,Industrial Engineering
2020-03-30,CA,-25.73,total postings,Industrial Engineering
2020-03-31,CA,-26.93,total postings,Industrial Engineering
2020-04-01,CA,-28.32,total postings,Industrial Engineering
2020-04-02,CA,-29.41,total postings,Industrial Engineering
2020-04-03,CA,-30.08,total postings,Industrial Engineering
2020-04-04,CA,-30.91,total postings,Industrial Engineering
2020-04-05,CA,-31.76,total postings,Industrial Engineering
2020-04-06,CA,-32.67,total postings,Industrial Engineering
2020-04-07,CA,-33.77,total postings,Industrial Engineering
2020-04-08,CA,-34.55,total postings,Industrial Engineering
2020-04-09,CA,-35.44,total postings,Industrial Engineering
2020-04-10,CA,-36.27,total postings,Industrial Engineering
2020-04-11,CA,-36.83,total postings,Industrial Engineering
2020-04-12,CA,-37.49,total postings,Industrial Engineering
2020-04-13,CA,-38.24,total postings,Industrial Engineering
2020-04-14,CA,-38.89,total postings,Industrial Engineering
2020-04-15,CA,-39.66,total postings,Industrial Engineering
2020-04-16,CA,-40.39,total postings,Industrial Engineering
2020-04-17,CA,-41.02,total postings,Industrial Engineering
2020-04-18,CA,-41.66,total postings,Industrial Engineering
2020-04-19,CA,-42.38,total postings,Industrial Engineering
2020-04-20,CA,-42.74,total postings,Industrial Engineering
2020-04-21,CA,-42.95,total postings,Industrial Engineering
2020-04-22,CA,-43.16,total postings,Industrial Engineering
2020-04-23,CA,-43.46,total postings,Industrial Engineering
2020-04-24,CA,-43.43,total postings,Industrial Engineering
2020-04-25,CA,-43.35,total postings,Industrial Engineering
2020-04-26,CA,-43.13,total postings,Industrial Engineering
2020-04-27,CA,-43.13,total postings,Industrial Engineering
2020-04-28,CA,-43.17,total postings,Industrial Engineering
2020-04-29,CA,-43.3,total postings,Industrial Engineering
2020-04-30,CA,-43.37,total postings,Industrial Engineering
2020-05-01,CA,-43.75,total postings,Industrial Engineering
2020-05-02,CA,-44.07,total postings,Industrial Engineering
2020-05-03,CA,-44.53,total postings,Industrial Engineering
2020-05-04,CA,-44.84,total postings,Industrial Engineering
2020-05-05,CA,-45.12,total postings,Industrial Engineering
2020-05-06,CA,-45.4,total postings,Industrial Engineering
2020-05-07,CA,-45.61,total postings,Industrial Engineering
2020-05-08,CA,-45.79,total postings,Industrial Engineering
2020-05-09,CA,-45.95,total postings,Industrial Engineering
2020-05-10,CA,-46.03,total postings,Industrial Engineering
2020-05-11,CA,-46.23,total postings,Industrial Engineering
2020-05-12,CA,-46.47,total postings,Industrial Engineering
2020-05-13,CA,-46.73,total postings,Industrial Engineering
2020-05-14,CA,-46.95,total postings,Industrial Engineering
2020-05-15,CA,-47.14,total postings,Industrial Engineering
2020-05-16,CA,-47.35,total postings,Industrial Engineering
2020-05-17,CA,-47.56,total postings,Industrial Engineering
2020-05-18,CA,-47.71,total postings,Industrial Engineering
2020-05-19,CA,-47.82,total postings,Industrial Engineering
2020-05-20,CA,-47.73,total postings,Industrial Engineering
2020-05-21,CA,-47.39,total postings,Industrial Engineering
2020-05-22,CA,-47.23,total postings,Industrial Engineering
2020-05-23,CA,-47.02,total postings,Industrial Engineering
2020-05-24,CA,-46.86,total postings,Industrial Engineering
2020-05-25,CA,-46.74,total postings,Industrial Engineering
2020-05-26,CA,-46.67,total postings,Industrial Engineering
2020-05-27,CA,-46.67,total postings,Industrial Engineering
2020-05-28,CA,-46.9,total postings,Industrial Engineering
2020-05-29,CA,-46.97,total postings,Industrial Engineering
2020-05-30,CA,-46.86,total postings,Industrial Engineering
2020-05-31,CA,-47.16,total postings,Industrial Engineering
2020-06-01,CA,-47.41,total postings,Industrial Engineering
2020-06-02,CA,-47.61,total postings,Industrial Engineering
2020-06-03,CA,-47.72,total postings,Industrial Engineering
2020-06-04,CA,-47.88,total postings,Industrial Engineering
2020-06-05,CA,-47.88,total postings,Industrial Engineering
2020-06-06,CA,-47.77,total postings,Industrial Engineering
2020-06-07,CA,-47.22,total postings,Industrial Engineering
2020-06-08,CA,-46.78,total postings,Industrial Engineering
2020-06-09,CA,-46.28,total postings,Industrial Engineering
2020-06-10,CA,-45.8,total postings,Industrial Engineering
2020-06-11,CA,-45.29,total postings,Industrial Engineering
2020-06-12,CA,-45.02,total postings,Industrial Engineering
2020-06-13,CA,-44.99,total postings,Industrial Engineering
2020-06-14,CA,-44.86,total postings,Industrial Engineering
2020-06-15,CA,-44.7,total postings,Industrial Engineering
2020-06-16,CA,-44.54,total postings,Industrial Engineering
2020-06-17,CA,-44.39,total postings,Industrial Engineering
2020-06-18,CA,-44.09,total postings,Industrial Engineering
2020-06-19,CA,-43.63,total postings,Industrial Engineering
2020-06-20,CA,-43.07,total postings,Industrial Engineering
2020-06-21,CA,-42.61,total postings,Industrial Engineering
2020-06-22,CA,-42.21,total postings,Industrial Engineering
2020-06-23,CA,-41.86,total postings,Industrial Engineering
2020-06-24,CA,-41.51,total postings,Industrial Engineering
2020-06-25,CA,-41.26,total postings,Industrial Engineering
2020-06-26,CA,-41.15,total postings,Industrial Engineering
2020-06-27,CA,-40.94,total postings,Industrial Engineering
2020-06-28,CA,-40.75,total postings,Industrial Engineering
2020-06-29,CA,-40.38,total postings,Industrial Engineering
2020-06-30,CA,-39.89,total postings,Industrial Engineering
2020-07-01,CA,-39.41,total postings,Industrial Engineering
2020-07-02,CA,-38.93,total postings,Industrial Engineering
2020-07-03,CA,-38.37,total postings,Industrial Engineering
2020-07-04,CA,-38.01,total postings,Industrial Engineering
2020-07-05,CA,-37.83,total postings,Industrial Engineering
2020-07-06,CA,-37.66,total postings,Industrial Engineering
2020-07-07,CA,-37.54,total postings,Industrial Engineering
2020-07-08,CA,-37.45,total postings,Industrial Engineering
2020-07-09,CA,-37.56,total postings,Industrial Engineering
2020-07-10,CA,-37.74,total postings,Industrial Engineering
2020-07-11,CA,-37.86,total postings,Industrial Engineering
2020-07-12,CA,-37.88,total postings,Industrial Engineering
2020-07-13,CA,-38.03,total postings,Industrial Engineering
2020-07-14,CA,-38.35,total postings,Industrial Engineering
2020-07-15,CA,-38.71,total postings,Industrial Engineering
2020-07-16,CA,-38.8,total postings,Industrial Engineering
2020-07-17,CA,-38.78,total postings,Industrial Engineering
2020-07-18,CA,-38.97,total postings,Industrial Engineering
2020-07-19,CA,-38.88,total postings,Industrial Engineering
2020-07-20,CA,-38.79,total postings,Industrial Engineering
2020-07-21,CA,-38.44,total postings,Industrial Engineering
2020-07-22,CA,-38.04,total postings,Industrial Engineering
2020-07-23,CA,-37.63,total postings,Industrial Engineering
2020-07-24,CA,-37.21,total postings,Industrial Engineering
2020-07-25,CA,-36.52,total postings,Industrial Engineering
2020-07-26,CA,-36.04,total postings,Industrial Engineering
2020-07-27,CA,-35.68,total postings,Industrial Engineering
2020-07-28,CA,-35.53,total postings,Industrial Engineering
2020-07-29,CA,-35.34,total postings,Industrial Engineering
2020-07-30,CA,-35.26,total postings,Industrial Engineering
2020-07-31,CA,-35.33,total postings,Industrial Engineering
2020-08-01,CA,-35.5,total postings,Industrial Engineering
2020-08-02,CA,-35.66,total postings,Industrial Engineering
2020-08-03,CA,-35.7,total postings,Industrial Engineering
2020-08-04,CA,-35.69,total postings,Industrial Engineering
2020-08-05,CA,-35.71,total postings,Industrial Engineering
2020-08-06,CA,-35.71,total postings,Industrial Engineering
2020-08-07,CA,-35.71,total postings,Industrial Engineering
2020-08-08,CA,-35.62,total postings,Industrial Engineering
2020-08-09,CA,-35.47,total postings,Industrial Engineering
2020-08-10,CA,-35.31,total postings,Industrial Engineering
2020-08-11,CA,-35.07,total postings,Industrial Engineering
2020-08-12,CA,-34.91,total postings,Industrial Engineering
2020-08-13,CA,-34.68,total postings,Industrial Engineering
2020-08-14,CA,-34.22,total postings,Industrial Engineering
2020-08-15,CA,-34.07,total postings,Industrial Engineering
2020-08-16,CA,-33.83,total postings,Industrial Engineering
2020-08-17,CA,-33.6,total postings,Industrial Engineering
2020-08-18,CA,-33.51,total postings,Industrial Engineering
2020-08-19,CA,-33.39,total postings,Industrial Engineering
2020-08-20,CA,-33.35,total postings,Industrial Engineering
2020-08-21,CA,-33.48,total postings,Industrial Engineering
2020-08-22,CA,-33.39,total postings,Industrial Engineering
2020-08-23,CA,-33.5,total postings,Industrial Engineering
2020-08-24,CA,-33.58,total postings,Industrial Engineering
2020-08-25,CA,-33.52,total postings,Industrial Engineering
2020-08-26,CA,-33.35,total postings,Industrial Engineering
2020-08-27,CA,-33.24,total postings,Industrial Engineering
2020-08-28,CA,-32.96,total postings,Industrial Engineering
2020-08-29,CA,-32.74,total postings,Industrial Engineering
2020-08-30,CA,-32.48,total postings,Industrial Engineering
2020-08-31,CA,-32.28,total postings,Industrial Engineering
2020-09-01,CA,-32.36,total postings,Industrial Engineering
2020-09-02,CA,-32.54,total postings,Industrial Engineering
2020-09-03,CA,-32.56,total postings,Industrial Engineering
2020-09-04,CA,-32.75,total postings,Industrial Engineering
2020-09-05,CA,-32.97,total postings,Industrial Engineering
2020-09-06,CA,-33.16,total postings,Industrial Engineering
2020-09-07,CA,-33.25,total postings,Industrial Engineering
2020-09-08,CA,-33.15,total postings,Industrial Engineering
2020-09-09,CA,-33.02,total postings,Industrial Engineering
2020-09-10,CA,-32.98,total postings,Industrial Engineering
2020-09-11,CA,-32.86,total postings,Industrial Engineering
2020-09-12,CA,-32.61,total postings,Industrial Engineering
2020-09-13,CA,-32.36,total postings,Industrial Engineering
2020-09-14,CA,-32.12,total postings,Industrial Engineering
2020-09-15,CA,-31.84,total postings,Industrial Engineering
2020-09-16,CA,-31.39,total postings,Industrial Engineering
2020-09-17,CA,-30.9,total postings,Industrial Engineering
2020-09-18,CA,-30.51,total postings,Industrial Engineering
2020-09-19,CA,-30.07,total postings,Industrial Engineering
2020-09-20,CA,-29.69,total postings,Industrial Engineering
2020-09-21,CA,-29.34,total postings,Industrial Engineering
2020-09-22,CA,-28.98,total postings,Industrial Engineering
2020-09-23,CA,-28.84,total postings,Industrial Engineering
2020-09-24,CA,-28.7,total postings,Industrial Engineering
2020-09-25,CA,-28.52,total postings,Industrial Engineering
2020-09-26,CA,-28.51,total postings,Industrial Engineering
2020-09-27,CA,-28.38,total postings,Industrial Engineering
2020-09-28,CA,-28.23,total postings,Industrial Engineering
2020-09-29,CA,-28.03,total postings,Industrial Engineering
2020-09-30,CA,-27.75,total postings,Industrial Engineering
2020-10-01,CA,-27.53,total postings,Industrial Engineering
2020-10-02,CA,-27.15,total postings,Industrial Engineering
2020-10-03,CA,-26.86,total postings,Industrial Engineering
2020-10-04,CA,-26.69,total postings,Industrial Engineering
2020-10-05,CA,-26.61,total postings,Industrial Engineering
2020-10-06,CA,-26.79,total postings,Industrial Engineering
2020-10-07,CA,-26.83,total postings,Industrial Engineering
2020-10-08,CA,-26.69,total postings,Industrial Engineering
2020-10-09,CA,-26.57,total postings,Industrial Engineering
2020-10-10,CA,-26.39,total postings,Industrial Engineering
2020-10-11,CA,-26.03,total postings,Industrial Engineering
2020-10-12,CA,-25.65,total postings,Industrial Engineering
2020-10-13,CA,-25.3,total postings,Industrial Engineering
2020-10-14,CA,-24.99,total postings,Industrial Engineering
2020-10-15,CA,-24.82,total postings,Industrial Engineering
2020-10-16,CA,-24.88,total postings,Industrial Engineering
2020-10-17,CA,-24.87,total postings,Industrial Engineering
2020-10-18,CA,-24.88,total postings,Industrial Engineering
2020-10-19,CA,-24.92,total postings,Industrial Engineering
2020-10-20,CA,-24.66,total postings,Industrial Engineering
2020-10-21,CA,-24.45,total postings,Industrial Engineering
2020-10-22,CA,-24.1,total postings,Industrial Engineering
2020-10-23,CA,-23.7,total postings,Industrial Engineering
2020-10-24,CA,-23.37,total postings,Industrial Engineering
2020-10-25,CA,-23.21,total postings,Industrial Engineering
2020-10-26,CA,-23.01,total postings,Industrial Engineering
2020-10-27,CA,-22.84,total postings,Industrial Engineering
2020-10-28,CA,-22.75,total postings,Industrial Engineering
2020-10-29,CA,-22.67,total postings,Industrial Engineering
2020-10-30,CA,-22.62,total postings,Industrial Engineering
2020-10-31,CA,-22.34,total postings,Industrial Engineering
2020-11-01,CA,-22.09,total postings,Industrial Engineering
2020-11-02,CA,-21.82,total postings,Industrial Engineering
2020-11-03,CA,-21.64,total postings,Industrial Engineering
2020-11-04,CA,-21.33,total postings,Industrial Engineering
2020-11-05,CA,-21.02,total postings,Industrial Engineering
2020-11-06,CA,-20.57,total postings,Industrial Engineering
2020-11-07,CA,-20.4,total postings,Industrial Engineering
2020-11-08,CA,-20.06,total postings,Industrial Engineering
2020-11-09,CA,-19.7,total postings,Industrial Engineering
2020-11-10,CA,-19.26,total postings,Industrial Engineering
2020-11-11,CA,-18.93,total postings,Industrial Engineering
2020-11-12,CA,-18.77,total postings,Industrial Engineering
2020-11-13,CA,-18.54,total postings,Industrial Engineering
2020-11-14,CA,-18.61,total postings,Industrial Engineering
2020-11-15,CA,-18.39,total postings,Industrial Engineering
2020-11-16,CA,-18.21,total postings,Industrial Engineering
2020-11-17,CA,-18.08,total postings,Industrial Engineering
2020-11-18,CA,-17.89,total postings,Industrial Engineering
2020-11-19,CA,-17.69,total postings,Industrial Engineering
2020-11-20,CA,-17.55,total postings,Industrial Engineering
2020-11-21,CA,-17.16,total postings,Industrial Engineering
2020-11-22,CA,-17.09,total postings,Industrial Engineering
2020-11-23,CA,-17,total postings,Industrial Engineering
2020-11-24,CA,-16.91,total postings,Industrial Engineering
2020-11-25,CA,-16.92,total postings,Industrial Engineering
2020-11-26,CA,-16.98,total postings,Industrial Engineering
2020-11-27,CA,-17.04,total postings,Industrial Engineering
2020-11-28,CA,-16.92,total postings,Industrial Engineering
2020-11-29,CA,-16.88,total postings,Industrial Engineering
2020-11-30,CA,-16.86,total postings,Industrial Engineering
2020-12-01,CA,-16.94,total postings,Industrial Engineering
2020-12-02,CA,-17,total postings,Industrial Engineering
2020-12-03,CA,-16.78,total postings,Industrial Engineering
2020-12-04,CA,-16.59,total postings,Industrial Engineering
2020-12-05,CA,-16.5,total postings,Industrial Engineering
2020-12-06,CA,-16.3,total postings,Industrial Engineering
2020-12-07,CA,-16.14,total postings,Industrial Engineering
2020-12-08,CA,-15.87,total postings,Industrial Engineering
2020-12-09,CA,-15.54,total postings,Industrial Engineering
2020-12-10,CA,-15.27,total postings,Industrial Engineering
2020-12-11,CA,-14.93,total postings,Industrial Engineering
2020-12-12,CA,-14.66,total postings,Industrial Engineering
2020-12-13,CA,-14.22,total postings,Industrial Engineering
2020-12-14,CA,-13.71,total postings,Industrial Engineering
2020-12-15,CA,-13.25,total postings,Industrial Engineering
2020-12-16,CA,-12.77,total postings,Industrial Engineering
2020-12-17,CA,-12.22,total postings,Industrial Engineering
2020-12-18,CA,-11.59,total postings,Industrial Engineering
2020-12-19,CA,-10.75,total postings,Industrial Engineering
2020-12-20,CA,-10.18,total postings,Industrial Engineering
2020-12-21,CA,-9.64,total postings,Industrial Engineering
2020-12-22,CA,-9,total postings,Industrial Engineering
2020-12-23,CA,-8.53,total postings,Industrial Engineering
2020-12-24,CA,-8.17,total postings,Industrial Engineering
