date,country,YoY_pct_change_in_postings_trend_from_feb1
2020-02-01,CA,0
2020-02-02,CA,-0.019976028765489318
2020-02-03,CA,0.23978419422518993
2020-02-04,CA,0.17962279213652455
2020-02-05,CA,0.23940149625933937
2020-02-06,CA,0.31910650179496347
2020-02-07,CA,0.4184934236747706
2020-02-08,CA,0.5269437263869525
2020-02-09,CA,0.6851355376824575
2020-02-10,CA,0.544986127625835
2020-02-11,CA,0.6530127634313043
2020-02-12,CA,0.6713397176424163
2020-02-13,CA,0.6505026611472564
2020-02-14,CA,0.5313914583743307
2020-02-15,CA,0.16692851531814323
2020-02-16,CA,0.15706292333366179
2020-02-17,CA,-0.029394473838917357
2020-02-18,CA,-0.371492814546881
2020-02-19,CA,-0.5473025801407183
2020-02-20,CA,-0.6449091264412732
2020-02-21,CA,-0.7032623559288909
2020-02-22,CA,-0.7518062878344001
2020-02-23,CA,-0.848697688030442
2020-02-24,CA,-0.7714090420857245
2020-02-25,CA,-0.5863383172090231
2020-02-26,CA,-0.5563146593792645
2020-02-27,CA,-0.5649717514124242
2020-02-28,CA,-0.6221444541654519
2020-03-01,CA,-0.34043380994067673
2020-03-02,CA,-0.40824261275271834
2020-03-03,CA,-0.5050505050504972
2020-03-04,CA,-0.6310679611650549
2020-03-05,CA,-0.7375776397515632
2020-03-06,CA,-0.341296928327639
2020-03-07,CA,-0.5552308591466937
2020-03-08,CA,-0.8156131663268229
2020-03-09,CA,-1.1698733442908282
2020-03-10,CA,-1.4152305766823914
2020-03-11,CA,-1.6484569676059047
2020-03-12,CA,-1.889493272258802
2020-03-13,CA,-2.6109166587834576
2020-03-14,CA,-2.7534181989627537
2020-03-15,CA,-3.220354896253874
2020-03-16,CA,-3.6232562494148524
2020-03-17,CA,-4.534428064937501
2020-03-18,CA,-5.865947754950252
2020-03-19,CA,-7.46199480904709
2020-03-20,CA,-9.270052733832923
2020-03-21,CA,-11.677282377919319
2020-03-22,CA,-13.848705427070861
2020-03-23,CA,-16.126366057489218
2020-03-24,CA,-18.403446063605532
2020-03-25,CA,-20.504847265410643
2020-03-26,CA,-22.58711913884328
2020-03-27,CA,-24.863636363636353
2020-03-28,CA,-26.59169236350445
