date,province,indeed_job_postings_index
2024-05-14,ns,130.44
2024-05-15,ns,130.17
2024-05-16,ns,129.85
2024-05-17,ns,129.75
2024-05-18,ns,129.46
2024-05-19,ns,129.02
2024-05-20,ns,128.73
2024-05-21,ns,128.21
2024-05-22,ns,128.32
2024-05-23,ns,128.72
2024-05-24,ns,129.07
2024-05-25,ns,129.45
2024-05-26,ns,129.77
2024-05-27,ns,129.98
2024-05-28,ns,130.43
2024-05-29,ns,130.19
2024-05-30,ns,129.65
2024-05-31,ns,129.28
2024-06-01,ns,129.08
2024-06-02,ns,128.84
2024-06-03,ns,128.78
2024-06-04,ns,128.94
2024-06-05,ns,128.99
2024-06-06,ns,129.21
2024-06-07,ns,129.45
2024-06-08,ns,130.01
2024-06-09,ns,130.6
2024-06-10,ns,130.85
2024-06-11,ns,130.85
2024-06-12,ns,131.14
2024-06-13,ns,131.13
2024-06-14,ns,131.1
2024-06-15,ns,130.17
2024-06-16,ns,129.54
2024-06-17,ns,129.13
2024-06-18,ns,128.66
2024-06-19,ns,128.02
2024-06-20,ns,127.49
2024-06-21,ns,127.09
2024-06-22,ns,127.1
2024-06-23,ns,126.85
2024-06-24,ns,126.54
2024-06-25,ns,126.37
2024-06-26,ns,126.19
2024-06-27,ns,125.74
2024-06-28,ns,125.14
2024-06-29,ns,124.65
2024-06-30,ns,124.29
2024-07-01,ns,123.93
2024-07-02,ns,123.34
2024-07-03,ns,123.08
2024-07-04,ns,123.39
2024-07-05,ns,123.81
2024-07-06,ns,124.14
2024-07-07,ns,124.42
2024-07-08,ns,124.69
2024-07-09,ns,125.15
2024-07-10,ns,125.4
2024-07-11,ns,125.43
2024-07-12,ns,125.13
2024-07-13,ns,125.03
2024-07-14,ns,124.84
2024-07-15,ns,124.73
2024-07-16,ns,124.51
2024-07-17,ns,124.37
2024-07-18,ns,124.14
2024-07-19,ns,124.03
2024-07-20,ns,123.48
2024-07-21,ns,123.47
2024-07-22,ns,123.44
2024-07-23,ns,123.46
2024-07-24,ns,123.34
2024-07-25,ns,123
2024-07-26,ns,122.98
2024-07-27,ns,123.19
2024-07-28,ns,123.04
2024-07-29,ns,122.78
2024-07-30,ns,122.64
2024-07-31,ns,122.78
2024-08-01,ns,123.11
2024-08-02,ns,123.21
2024-08-03,ns,123.5
2024-08-04,ns,123.33
2024-08-05,ns,123.41
2024-08-06,ns,123.01
2024-08-07,ns,122.92
2024-08-08,ns,123.08
2024-08-09,ns,123.06
2024-08-10,ns,122.96
2024-08-11,ns,123.2
2024-08-12,ns,123.36
2024-08-13,ns,124.09
2024-08-14,ns,124.48
2024-08-15,ns,124.62
2024-08-16,ns,124.76
2024-08-17,ns,125.05
2024-08-18,ns,125.17
2024-08-19,ns,125.28
2024-08-20,ns,125.39
2024-08-21,ns,125.4
2024-08-22,ns,125.44
2024-08-23,ns,125.6
2024-08-24,ns,125.63
2024-08-25,ns,125.77
2024-08-26,ns,125.88
2024-08-27,ns,125.82
2024-08-28,ns,125.79
2024-08-29,ns,125.57
2024-08-30,ns,125.01
2024-08-31,ns,124.66
2024-09-01,ns,124.17
2024-09-02,ns,123.82
2024-09-03,ns,123.2
2024-09-04,ns,122.38
2024-09-05,ns,121.82
2024-09-06,ns,121.52
2024-09-07,ns,121.25
2024-09-08,ns,121.14
2024-09-09,ns,121.05
2024-09-10,ns,121.41
2024-09-11,ns,121.88
2024-09-12,ns,122.29
2024-09-13,ns,122.81
2024-09-14,ns,123.07
2024-09-15,ns,123.37
2024-09-16,ns,123.58
2024-09-17,ns,123.5
2024-09-18,ns,123.75
2024-09-19,ns,124.04
2024-09-20,ns,124.18
2024-09-21,ns,124.44
2024-09-22,ns,124.34
2024-09-23,ns,124.39
2024-09-24,ns,124.27
2024-09-25,ns,123.89
2024-09-26,ns,123.54
2024-09-27,ns,123.22
2024-09-28,ns,122.53
2024-09-29,ns,122.51
2024-09-30,ns,122.53
2024-10-01,ns,122.35
2024-10-02,ns,122.12
2024-10-03,ns,121.68
2024-10-04,ns,121.65
2024-10-05,ns,121.95
2024-10-06,ns,121.95
2024-10-07,ns,121.5
2024-10-08,ns,121.66
2024-10-09,ns,121.89
2024-10-10,ns,122.27
2024-10-11,ns,122.47
2024-10-12,ns,122.46
2024-10-13,ns,122.38
2024-10-14,ns,122.61
2024-10-15,ns,122.67
2024-10-16,ns,122.85
2024-10-17,ns,123.12
2024-10-18,ns,123.2
2024-10-19,ns,123.5
2024-10-20,ns,123.84
2024-10-21,ns,124.09
2024-10-22,ns,124.29
2024-10-23,ns,124.14
2024-10-24,ns,123.81
2024-10-25,ns,123.6
2024-10-26,ns,123.22
2024-10-27,ns,122.98
2024-10-28,ns,122.92
2024-10-29,ns,123.06
2024-10-30,ns,123.47
2024-10-31,ns,124.26
2024-11-01,ns,125
2024-11-02,ns,126.01
2024-11-03,ns,126.88
2024-11-04,ns,127.61
2024-11-05,ns,128.33
2024-11-06,ns,128.93
2024-11-07,ns,128.96
2024-11-08,ns,129.06
2024-11-09,ns,128.38
2024-11-10,ns,127.9
2024-11-11,ns,127.42
2024-11-12,ns,126.88
2024-11-13,ns,126.46
2024-11-14,ns,126.37
2024-11-15,ns,126.3
2024-11-16,ns,126.7
2024-11-17,ns,126.96
2024-11-18,ns,127.28
2024-11-19,ns,127.65
2024-11-20,ns,127.84
2024-11-21,ns,128.11
2024-11-22,ns,128.19
2024-11-23,ns,128.44
2024-11-24,ns,128.61
2024-11-25,ns,128.85
2024-11-26,ns,128.98
2024-11-27,ns,129.15
2024-11-28,ns,129.1
2024-11-29,ns,129.22
2024-11-30,ns,129.19
2024-12-01,ns,129.26
2024-12-02,ns,129.3
2024-12-03,ns,129.38
2024-12-04,ns,129.43
2024-12-05,ns,129.68
2024-12-06,ns,129.9
2024-12-07,ns,130.44
2024-12-08,ns,130.77
2024-12-09,ns,131.15
2024-12-10,ns,131.46
2024-12-11,ns,131.67
2024-12-12,ns,131.65
2024-12-13,ns,131.46
2024-12-14,ns,130.77
2024-12-15,ns,130.53
2024-12-16,ns,130.13
2024-12-17,ns,129.78
2024-12-18,ns,129.6
2024-12-19,ns,129.49
2024-12-20,ns,129.46
2024-12-21,ns,129.89
2024-12-22,ns,130.01
2024-12-23,ns,130.19
2024-12-24,ns,130.24
2024-12-25,ns,130.22
2024-12-26,ns,130.1
2024-12-27,ns,130.11
2024-12-28,ns,130.03
2024-12-29,ns,129.92
2024-12-30,ns,129.88
2024-12-31,ns,130.08
2025-01-01,ns,130.01
2025-01-02,ns,130.14
2025-01-03,ns,130.39
2025-01-04,ns,130.53
2025-01-05,ns,130.53
2025-01-06,ns,129.93
2025-01-07,ns,129.17
2025-01-08,ns,129.25
2025-01-09,ns,129.63
2025-01-10,ns,130
2025-01-11,ns,130.09
2025-01-12,ns,130.31
2025-01-13,ns,130.89
2025-01-14,ns,131.57
2025-01-15,ns,132.29
2025-01-16,ns,132.68
2025-01-17,ns,133.15
2025-01-18,ns,133.37
2025-01-19,ns,133.93
2025-01-20,ns,134.53
2025-01-21,ns,135.24
2025-01-22,ns,135.68
2025-01-23,ns,136.3
2025-01-24,ns,136.66
2025-01-25,ns,137.43
2025-01-26,ns,137.84
2025-01-27,ns,138.13
2025-01-28,ns,138.19
2025-01-29,ns,138.24
2025-01-30,ns,138
2025-01-31,ns,137.7
2025-02-01,ns,137.62
2025-02-02,ns,137.48
2025-02-03,ns,137.34
2025-02-04,ns,137.15
2025-02-05,ns,137.07
2025-02-06,ns,137.32
2025-02-07,ns,137.33
2025-02-08,ns,136.77
2025-02-09,ns,136.36
2025-02-10,ns,135.99
2025-02-11,ns,135.9
2025-02-12,ns,135.75
2025-02-13,ns,135.39
2025-02-14,ns,135.42
2025-02-15,ns,135.52
2025-02-16,ns,135.98
2025-02-17,ns,136.44
2025-02-18,ns,136.45
2025-02-19,ns,136.29
2025-02-20,ns,136.23
2025-02-21,ns,136.05
2025-02-22,ns,136.36
2025-02-23,ns,136.1
2025-02-24,ns,135.73
2025-02-25,ns,135.53
2025-02-26,ns,135.6
2025-02-27,ns,135.58
2025-02-28,ns,135.57
2025-03-01,ns,135.3
2025-03-02,ns,135.12
2025-03-03,ns,134.88
2025-03-04,ns,134.93
2025-03-05,ns,134.64
2025-03-06,ns,134.5
2025-03-07,ns,134.28
2025-03-08,ns,133.98
2025-03-09,ns,133.65
2025-03-10,ns,133.25
2025-03-11,ns,132.61
2025-03-12,ns,132.21
2025-03-13,ns,131.63
2025-03-14,ns,131.4
2025-03-15,ns,131.33
2025-03-16,ns,131.37
2025-03-17,ns,131.45
2025-03-18,ns,131.67
2025-03-19,ns,132.14
2025-03-20,ns,132.6
2025-03-21,ns,132.95
2025-03-22,ns,133.21
2025-03-23,ns,133.34
2025-03-24,ns,133.47
2025-03-25,ns,133.58
2025-03-26,ns,133.32
2025-03-27,ns,133.2
2025-03-28,ns,132.79
2025-03-29,ns,132.73
2025-03-30,ns,132.76
2025-03-31,ns,132.99
2025-04-01,ns,133.18
2025-04-02,ns,133.32
2025-04-03,ns,133.62
2025-04-04,ns,134.05
2025-04-05,ns,134.23
2025-04-06,ns,134.27
2025-04-07,ns,134.15
2025-04-08,ns,134.21
2025-04-09,ns,134.24
2025-04-10,ns,134.01
2025-04-11,ns,133.89
2025-04-12,ns,133.92
2025-04-13,ns,134.06
2025-04-14,ns,134.16
2025-04-15,ns,134.17
2025-04-16,ns,134.36
2025-04-17,ns,134.44
2025-04-18,ns,134.65
2025-04-19,ns,134.25
2025-04-20,ns,134.09
2025-04-21,ns,133.96
2025-04-22,ns,133.64
2025-04-23,ns,133.29
2025-04-24,ns,133.13
2025-04-25,ns,132.92
2025-04-26,ns,133.1
2025-04-27,ns,133.01
2025-04-28,ns,133.08
2025-04-29,ns,133.38
2025-04-30,ns,133.69
2025-05-01,ns,133.82
2025-05-02,ns,134.34
2025-05-03,ns,135.27
2025-05-04,ns,136.25
2025-05-05,ns,136.59
2025-05-06,ns,137.56
2025-05-07,ns,138.32
2025-05-08,ns,139.17
2025-05-09,ns,139.6
2025-05-10,ns,139.88
2025-05-11,ns,140.18
2025-05-12,ns,140.99
2025-05-13,ns,141.77
2025-05-14,ns,142.39
2025-05-15,ns,142.95
2025-05-16,ns,143.38
2025-05-17,ns,143.63
2025-05-18,ns,143.99
2025-05-19,ns,144.51
2025-05-20,ns,143.65
2025-05-21,ns,142.79
2025-05-22,ns,142.17
2025-05-23,ns,141.78
2025-05-24,ns,141.41
2025-05-25,ns,140.79
2025-05-26,ns,139.79
2025-05-27,ns,139.46
2025-05-28,ns,139.17
2025-05-29,ns,138.91
2025-05-30,ns,138.48
2025-05-31,ns,138.03
2025-06-01,ns,137.57
2025-06-02,ns,137.5
2025-06-03,ns,137.65
2025-06-04,ns,137.74
2025-06-05,ns,137.87
2025-06-06,ns,137.98
2025-06-07,ns,138.22
2025-06-08,ns,138.47
2025-06-09,ns,138.63
2025-06-10,ns,138.63
2025-06-11,ns,139.2
2025-06-12,ns,139.03
2025-06-13,ns,138.87
2025-06-14,ns,138.49
2025-06-15,ns,138.27
2025-06-16,ns,137.88
2025-06-17,ns,137.49
2025-06-18,ns,136.59
2025-06-19,ns,136.19
2025-06-20,ns,135.96
2025-06-21,ns,135.85
2025-06-22,ns,135.42
2025-06-23,ns,135.14
2025-06-24,ns,134.87
2025-06-25,ns,134.83
2025-06-26,ns,135.1
2025-06-27,ns,135.16
2025-06-28,ns,135.14
2025-06-29,ns,135.27
2025-06-30,ns,135.54
2025-07-01,ns,135.65
2025-07-02,ns,135.48
2025-07-03,ns,135.19
2025-07-04,ns,135.12
2025-07-05,ns,135.38
2025-07-06,ns,135.67
2025-07-07,ns,135.77
2025-07-08,ns,135.48
2025-07-09,ns,136
2025-07-10,ns,136.29
2025-07-11,ns,136.16
2025-07-12,ns,135.76
2025-07-13,ns,135.12
2025-07-14,ns,134.75
2025-07-15,ns,134.86
2025-07-16,ns,134.6
2025-07-17,ns,134.52
2025-07-18,ns,134.81
2025-07-19,ns,135.02
2025-07-20,ns,135.59
2025-07-21,ns,136.03
2025-07-22,ns,136.59
2025-07-23,ns,137.07
2025-07-24,ns,137.53
2025-07-25,ns,137.78
2025-07-26,ns,138.25
2025-07-27,ns,138.43
2025-07-28,ns,138.61
2025-07-29,ns,138.62
2025-07-30,ns,138.45
2025-07-31,ns,138.1
2025-08-01,ns,137.69
2025-08-02,ns,137.41
2025-08-03,ns,137.45
2025-08-04,ns,137.38
2025-08-05,ns,137.17
2025-08-06,ns,136.8
2025-08-07,ns,136.73
2025-08-08,ns,136.75
2025-08-09,ns,136.5
2025-08-10,ns,136.17
2025-08-11,ns,135.84
2025-08-12,ns,135.81
2025-08-13,ns,136.03
2025-08-14,ns,136.18
2025-08-15,ns,136.31
2025-08-16,ns,136.43
2025-08-17,ns,136.37
2025-08-18,ns,136.23
2025-08-19,ns,136
2025-08-20,ns,135.75
2025-08-21,ns,135.4
2025-08-22,ns,135.01
2025-08-23,ns,134.68
2025-08-24,ns,134.43
2025-08-25,ns,134.44
2025-08-26,ns,134.52
2025-08-27,ns,134.21
2025-08-28,ns,134.19
2025-08-29,ns,133.9
2025-08-30,ns,133.3
2025-08-31,ns,132.78
2025-09-01,ns,132.05
2025-09-02,ns,131.14
2025-09-03,ns,130.77
2025-09-04,ns,130.05
2025-09-05,ns,129.81
2025-09-06,ns,129.87
2025-09-07,ns,129.91
2025-09-08,ns,129.97
2025-09-09,ns,130.47
2025-09-10,ns,131.11
2025-09-11,ns,131.88
2025-09-12,ns,132.63
2025-09-13,ns,132.83
2025-09-14,ns,133.04
2025-09-15,ns,133.29
2025-09-16,ns,133.75
2025-09-17,ns,133.9
2025-09-18,ns,133.7
2025-09-19,ns,133.47
2025-09-20,ns,133.96
2025-09-21,ns,134.3
2025-09-22,ns,134.56
2025-09-23,ns,134.33
2025-09-24,ns,134.21
2025-09-25,ns,134.45
2025-09-26,ns,134.78
2025-09-27,ns,134.98
2025-09-28,ns,135.46
2025-09-29,ns,135.97
2025-09-30,ns,136.46
2025-10-01,ns,136.71
2025-10-02,ns,137.01
2025-10-03,ns,137.23
2025-10-04,ns,137.41
2025-10-05,ns,137.46
2025-10-06,ns,137.6
2025-10-07,ns,137.76
2025-10-08,ns,138.12
2025-10-09,ns,138.47
2025-10-10,ns,138.73
2025-10-11,ns,138.97
2025-10-12,ns,139.13
2025-10-13,ns,139.33
2025-10-14,ns,139.28
2025-10-15,ns,139.35
2025-10-16,ns,139.24
2025-10-17,ns,139.09
2025-10-18,ns,139.09
2025-10-19,ns,139.27
2025-10-20,ns,139.29
2025-10-21,ns,139.61
2025-10-22,ns,139.77
2025-10-23,ns,139.63
2025-10-24,ns,139.66
2025-10-25,ns,139.6
2025-10-26,ns,139.43
2025-10-27,ns,139.38
2025-10-28,ns,139.6
2025-10-29,ns,139.66
2025-10-30,ns,140.09
2025-10-31,ns,140.02
2020-02-01,on,100
2020-02-02,on,99.86
2020-02-03,on,99.73
2020-02-04,on,99.48
2020-02-05,on,99.47
2020-02-06,on,99.49
2020-02-07,on,99.49
2020-02-08,on,99.6
2020-02-09,on,99.63
2020-02-10,on,99.59
2020-02-11,on,99.64
2020-02-12,on,99.64
2020-02-13,on,99.59
2020-02-14,on,99.53
2020-02-15,on,99.3
2020-02-16,on,99.29
2020-02-17,on,99.32
2020-02-18,on,99.2
2020-02-19,on,99.06
2020-02-20,on,99.06
2020-02-21,on,99.07
2020-02-22,on,99.08
2020-02-23,on,99.05
2020-02-24,on,99.02
2020-02-25,on,99.13
2020-02-26,on,99.29
2020-02-27,on,99.4
2020-02-28,on,99.44
2020-02-29,on,99.56
2020-03-01,on,99.69
2020-03-02,on,99.79
2020-03-03,on,99.84
2020-03-04,on,99.8
2020-03-05,on,99.7
2020-03-06,on,99.66
2020-03-07,on,99.5
2020-03-08,on,99.36
2020-03-09,on,99.1
2020-03-10,on,98.91
2020-03-11,on,98.7
2020-03-12,on,98.53
2020-03-13,on,98.3
2020-03-14,on,98.2
2020-03-15,on,97.86
2020-03-16,on,97.57
2020-03-17,on,97
2020-03-18,on,96.17
2020-03-19,on,95.01
2020-03-20,on,93.4
2020-03-21,on,91.15
2020-03-22,on,89.16
2020-03-23,on,87.03
2020-03-24,on,84.58
2020-03-25,on,82.25
2020-03-26,on,79.85
2020-03-27,on,77.41
2020-03-28,on,75.6
2020-03-29,on,73.62
2020-03-30,on,71.84
2020-03-31,on,70.51
2020-04-01,on,69.18
2020-04-02,on,68.01
2020-04-03,on,67.27
2020-04-04,on,66.21
2020-04-05,on,65.18
2020-04-06,on,64.13
2020-04-07,on,62.95
2020-04-08,on,61.93
2020-04-09,on,60.86
2020-04-10,on,59.77
2020-04-11,on,58.92
2020-04-12,on,58.11
2020-04-13,on,57.34
2020-04-14,on,56.75
2020-04-15,on,56.04
2020-04-16,on,55.46
2020-04-17,on,54.9
2020-04-18,on,54.35
2020-04-19,on,53.54
2020-04-20,on,53.14
2020-04-21,on,52.73
2020-04-22,on,52.36
2020-04-23,on,52.08
2020-04-24,on,51.91
2020-04-25,on,51.79
2020-04-26,on,51.96
2020-04-27,on,51.82
2020-04-28,on,51.72
2020-04-29,on,51.73
2020-04-30,on,51.76
2020-05-01,on,51.82
2020-05-02,on,51.93
2020-05-03,on,51.85
2020-05-04,on,51.93
2020-05-05,on,52.02
2020-05-06,on,51.98
2020-05-07,on,52.04
2020-05-08,on,52.18
2020-05-09,on,52.36
2020-05-10,on,52.65
2020-05-11,on,52.79
2020-05-12,on,53
2020-05-13,on,53.1
2020-05-14,on,53.08
2020-05-15,on,53.08
2020-05-16,on,52.93
2020-05-17,on,52.81
2020-05-18,on,52.79
2020-05-19,on,52.63
2020-05-20,on,52.88
2020-05-21,on,53.25
2020-05-22,on,53.59
2020-05-23,on,54.07
2020-05-24,on,54.38
2020-05-25,on,54.59
2020-05-26,on,54.91
2020-05-27,on,55.05
2020-05-28,on,55.16
2020-05-29,on,55.41
2020-05-30,on,55.89
2020-05-31,on,56.16
2020-06-01,on,56.53
2020-06-02,on,56.89
2020-06-03,on,57.37
2020-06-04,on,57.66
2020-06-05,on,57.9
2020-06-06,on,58.03
2020-06-07,on,58.4
2020-06-08,on,58.54
2020-06-09,on,58.69
2020-06-10,on,58.76
2020-06-11,on,58.93
2020-06-12,on,59.05
2020-06-13,on,58.89
2020-06-14,on,59.03
2020-06-15,on,59.33
2020-06-16,on,59.59
2020-06-17,on,59.92
2020-06-18,on,60.29
2020-06-19,on,60.63
2020-06-20,on,61.22
2020-06-21,on,61.61
2020-06-22,on,61.92
2020-06-23,on,62.18
2020-06-24,on,62.4
2020-06-25,on,62.57
2020-06-26,on,62.66
2020-06-27,on,62.82
2020-06-28,on,62.88
2020-06-29,on,62.94
2020-06-30,on,63.1
2020-07-01,on,63.19
2020-07-02,on,63.29
2020-07-03,on,63.48
2020-07-04,on,63.79
2020-07-05,on,64.03
2020-07-06,on,64.22
2020-07-07,on,64.47
2020-07-08,on,64.88
2020-07-09,on,65.28
2020-07-10,on,65.64
2020-07-11,on,65.71
2020-07-12,on,65.94
2020-07-13,on,66.2
2020-07-14,on,66.31
2020-07-15,on,66.35
2020-07-16,on,66.48
2020-07-17,on,66.62
2020-07-18,on,66.49
2020-07-19,on,66.51
2020-07-20,on,66.45
2020-07-21,on,66.54
2020-07-22,on,66.75
2020-07-23,on,66.79
2020-07-24,on,66.84
2020-07-25,on,67.27
2020-07-26,on,67.57
2020-07-27,on,67.91
2020-07-28,on,68.13
2020-07-29,on,68.23
2020-07-30,on,68.33
2020-07-31,on,68.31
2020-08-01,on,68.24
2020-08-02,on,68.07
2020-08-03,on,67.97
2020-08-04,on,67.7
2020-08-05,on,67.33
2020-08-06,on,67.11
2020-08-07,on,67.07
2020-08-08,on,67.29
2020-08-09,on,67.43
2020-08-10,on,67.43
2020-08-11,on,67.69
2020-08-12,on,67.94
2020-08-13,on,68.1
2020-08-14,on,68.35
2020-08-15,on,67.98
2020-08-16,on,67.92
2020-08-17,on,68
2020-08-18,on,68
2020-08-19,on,68.21
2020-08-20,on,68.41
2020-08-21,on,68.34
2020-08-22,on,68.65
2020-08-23,on,68.78
2020-08-24,on,68.77
2020-08-25,on,68.9
2020-08-26,on,68.82
2020-08-27,on,68.87
2020-08-28,on,69.09
2020-08-29,on,69.29
2020-08-30,on,69.41
2020-08-31,on,69.67
2020-09-01,on,69.7
2020-09-02,on,69.98
2020-09-03,on,70.22
2020-09-04,on,70.42
2020-09-05,on,70.63
2020-09-06,on,70.87
2020-09-07,on,71.23
2020-09-08,on,71.51
2020-09-09,on,71.62
2020-09-10,on,71.7
2020-09-11,on,71.79
2020-09-12,on,71.75
2020-09-13,on,71.65
2020-09-14,on,71.42
2020-09-15,on,71.44
2020-09-16,on,71.52
2020-09-17,on,71.56
2020-09-18,on,71.65
2020-09-19,on,71.81
2020-09-20,on,72.01
2020-09-21,on,72.25
2020-09-22,on,72.42
2020-09-23,on,72.56
2020-09-24,on,72.78
2020-09-25,on,72.91
2020-09-26,on,73.19
2020-09-27,on,73.47
2020-09-28,on,73.8
2020-09-29,on,74.12
2020-09-30,on,74.65
2020-10-01,on,74.98
2020-10-02,on,75.36
2020-10-03,on,75.66
2020-10-04,on,75.95
2020-10-05,on,76.14
2020-10-06,on,76.27
2020-10-07,on,76.2
2020-10-08,on,76.3
2020-10-09,on,76.43
2020-10-10,on,76.74
2020-10-11,on,77.13
2020-10-12,on,77.59
2020-10-13,on,77.76
2020-10-14,on,77.9
2020-10-15,on,78.15
2020-10-16,on,78.28
2020-10-17,on,78.16
2020-10-18,on,78.05
2020-10-19,on,78.05
2020-10-20,on,78.49
2020-10-21,on,79
2020-10-22,on,79.21
2020-10-23,on,79.35
2020-10-24,on,79.5
2020-10-25,on,79.63
2020-10-26,on,79.54
2020-10-27,on,79.46
2020-10-28,on,79.36
2020-10-29,on,79.49
2020-10-30,on,79.59
2020-10-31,on,79.72
2020-11-01,on,79.85
2020-11-02,on,80.04
2020-11-03,on,80.26
2020-11-04,on,80.47
2020-11-05,on,80.56
2020-11-06,on,80.77
2020-11-07,on,81.04
2020-11-08,on,81.37
2020-11-09,on,81.64
2020-11-10,on,81.84
2020-11-11,on,82.01
2020-11-12,on,82.26
2020-11-13,on,82.54
2020-11-14,on,82.6
2020-11-15,on,82.74
2020-11-16,on,83.05
2020-11-17,on,83.24
2020-11-18,on,83.45
2020-11-19,on,83.54
2020-11-20,on,83.63
2020-11-21,on,83.89
2020-11-22,on,83.98
2020-11-23,on,84.07
2020-11-24,on,84.14
2020-11-25,on,84.22
2020-11-26,on,84.37
2020-11-27,on,84.47
2020-11-28,on,84.63
2020-11-29,on,84.71
2020-11-30,on,84.76
2020-12-01,on,84.92
2020-12-02,on,85.04
2020-12-03,on,85.15
2020-12-04,on,85.34
2020-12-05,on,85.5
2020-12-06,on,85.71
2020-12-07,on,85.93
2020-12-08,on,86.12
2020-12-09,on,86.34
2020-12-10,on,86.62
2020-12-11,on,86.85
2020-12-12,on,86.88
2020-12-13,on,87.12
2020-12-14,on,87.45
2020-12-15,on,87.69
2020-12-16,on,87.93
2020-12-17,on,88.06
2020-12-18,on,88.25
2020-12-19,on,88.59
2020-12-20,on,88.81
2020-12-21,on,88.93
2020-12-22,on,89.09
2020-12-23,on,89.14
2020-12-24,on,89.23
2020-12-25,on,89.18
2020-12-26,on,89.08
2020-12-27,on,89.05
2020-12-28,on,89.11
2020-12-29,on,89.15
2020-12-30,on,89.34
2020-12-31,on,89.42
2021-01-01,on,89.55
2021-01-02,on,89.7
2021-01-03,on,89.74
2021-01-04,on,89.62
2021-01-05,on,89.5
2021-01-06,on,89.47
2021-01-07,on,89.55
2021-01-08,on,89.77
2021-01-09,on,89.96
2021-01-10,on,90.15
2021-01-11,on,90.28
2021-01-12,on,90.38
2021-01-13,on,90.4
2021-01-14,on,90.43
2021-01-15,on,90.29
2021-01-16,on,90.26
2021-01-17,on,90.2
2021-01-18,on,90.11
2021-01-19,on,90.17
2021-01-20,on,90.16
2021-01-21,on,90.05
2021-01-22,on,90.13
2021-01-23,on,90.01
2021-01-24,on,90.09
2021-01-25,on,90.27
2021-01-26,on,90.29
2021-01-27,on,90.36
2021-01-28,on,90.57
2021-01-29,on,90.51
2021-01-30,on,90.67
2021-01-31,on,90.75
2021-02-01,on,90.87
2021-02-02,on,91
2021-02-03,on,91.15
2021-02-04,on,91.01
2021-02-05,on,91.22
2021-02-06,on,91.26
2021-02-07,on,91.3
2021-02-08,on,91.23
2021-02-09,on,91.33
2021-02-10,on,91.42
2021-02-11,on,91.77
2021-02-12,on,91.99
2021-02-13,on,92.43
2021-02-14,on,92.97
2021-02-15,on,93.59
2021-02-16,on,93.8
2021-02-17,on,94.03
2021-02-18,on,94.35
2021-02-19,on,94.59
2021-02-20,on,94.71
2021-02-21,on,94.96
2021-02-22,on,95.11
2021-02-23,on,95.53
2021-02-24,on,96.01
2021-02-25,on,96.45
2021-02-26,on,96.93
2021-02-27,on,97.42
2021-02-28,on,97.6
2021-03-01,on,97.93
2021-03-02,on,98.45
2021-03-03,on,98.93
2021-03-04,on,99.47
2021-03-05,on,99.97
2021-03-06,on,100.44
2021-03-07,on,101.11
2021-03-08,on,101.67
2021-03-09,on,102.15
2021-03-10,on,102.48
2021-03-11,on,102.78
2021-03-12,on,103.19
2021-03-13,on,103.69
2021-03-14,on,104.03
2021-03-15,on,104.3
2021-03-16,on,104.6
2021-03-17,on,105.13
2021-03-18,on,105.65
2021-03-19,on,106.23
2021-03-20,on,106.96
2021-03-21,on,107.7
2021-03-22,on,108.27
2021-03-23,on,108.87
2021-03-24,on,109.23
2021-03-25,on,109.57
2021-03-26,on,109.61
2021-03-27,on,109.49
2021-03-28,on,109.48
2021-03-29,on,109.72
2021-03-30,on,109.98
2021-03-31,on,110.47
2021-04-01,on,110.93
2021-04-02,on,111.54
2021-04-03,on,112.09
2021-04-04,on,112.45
2021-04-05,on,112.85
2021-04-06,on,113.09
2021-04-07,on,112.99
2021-04-08,on,112.92
2021-04-09,on,112.74
2021-04-10,on,112.32
2021-04-11,on,112.15
2021-04-12,on,112.04
2021-04-13,on,112.04
2021-04-14,on,112.21
2021-04-15,on,112.41
2021-04-16,on,112.54
2021-04-17,on,112.9
2021-04-18,on,113.04
2021-04-19,on,113.22
2021-04-20,on,113.26
2021-04-21,on,113.18
2021-04-22,on,113.09
2021-04-23,on,113.14
2021-04-24,on,113.16
2021-04-25,on,113.12
2021-04-26,on,112.96
2021-04-27,on,112.79
2021-04-28,on,112.72
2021-04-29,on,112.54
2021-04-30,on,112.32
2021-05-01,on,112
2021-05-02,on,111.75
2021-05-03,on,111.66
2021-05-04,on,111.76
2021-05-05,on,111.77
2021-05-06,on,111.9
2021-05-07,on,112.06
2021-05-08,on,112.29
2021-05-09,on,112.62
2021-05-10,on,112.79
2021-05-11,on,112.81
2021-05-12,on,113.14
2021-05-13,on,113.3
2021-05-14,on,113.43
2021-05-15,on,113.58
2021-05-16,on,113.61
2021-05-17,on,113.68
2021-05-18,on,113.79
2021-05-19,on,113.78
2021-05-20,on,114.05
2021-05-21,on,114.4
2021-05-22,on,114.53
2021-05-23,on,114.96
2021-05-24,on,115.39
2021-05-25,on,115.58
2021-05-26,on,115.7
2021-05-27,on,115.63
2021-05-28,on,115.55
2021-05-29,on,115.84
2021-05-30,on,115.94
2021-05-31,on,115.96
2021-06-01,on,116.22
2021-06-02,on,116.58
2021-06-03,on,117.14
2021-06-04,on,117.7
2021-06-05,on,118.19
2021-06-06,on,118.55
2021-06-07,on,118.97
2021-06-08,on,119.34
2021-06-09,on,119.71
2021-06-10,on,120.07
2021-06-11,on,120.38
2021-06-12,on,120.52
2021-06-13,on,120.88
2021-06-14,on,121.27
